pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
30-0,2-1,1-0,1.0,3700490.0,,,75,,1,Deuce,Rudy Quan,Far,1.0,T,28.0,-219.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,1st Serve In,T,
30-0,2-1,1-0,,3701861.0,,,75,,2,Deuce,Rudy Quan,Far,,,,,,,,,,84.0,-572.0,Crosscourt,Backhand,,,,,,,,,,-119.0,232.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,1.0,,,,,,,Short
30-0,2-1,1-0,,3704221.0,,,75,,3,Deuce,Rudy Quan,Far,,,,,,,,,,-156.0,514.0,Crosscourt,Forehand,,,,,,,,,,60.0,-389.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Deep
30-0,2-1,1-0,,3705038.0,,,75,,4,Deuce,Rudy Quan,Far,,,,,,,,,,111.0,-550.0,Crosscourt,Forehand,,,,,,,,,,-127.0,416.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Deep
30-0,2-1,1-0,,3706392.0,,,75,,5,Deuce,Rudy Quan,Far,,,,,,,,,,-207.0,538.0,Crosscourt,Forehand,,,,,,,,,,49.0,-280.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
30-0,2-1,1-0,,3707309.0,,,75,,6,Deuce,Rudy Quan,Far,,,,,,,,,,63.0,-533.0,Crosscourt,Forehand,,,,,,,,,,-41.0,421.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Deep
30-0,2-1,1-0,,3708521.0,,,75,,7,Deuce,Rudy Quan,Far,,,,,,,,,,-65.0,548.0,Down the Line,Forehand,,,,,,,,,,-79.0,-286.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
30-0,2-1,1-0,,3709741.0,,,75,,8,Ad,Rudy Quan,Far,,,,,,,,,,-116.0,-511.0,Down the Line,Forehand,,,,,,,,,,-153.0,349.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,1.0,,,,,,Short
30-0,2-1,1-0,,3711691.0,1.0,3712719.0,75,,9,Deuce,Rudy Quan,Far,,,,,,,,,,-191.0,588.0,Crosscourt,Forehand,,,,,,,,,,41.0,21.0,,,,1.0,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,Aristotelis Thanos,1,,,
30-15,2-1,1-0,1.0,3739950.0,,,76,,1,Ad,Rudy Quan,Far,1.0,Wide,-127.0,-216.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,1st Serve In,Wide,
30-15,2-1,1-0,,3745491.0,1.0,3748415.0,76,,2,Ad,Rudy Quan,Far,,,,,,,,,,-204.0,-555.0,Down the Line,Backhand,,,,,,,,,,-41.0,489.0,,,,,1.0,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,Rudy Quan,1,,,Long
40-15,2-1,1-0,1.0,3759686.0,,,77,,1,Deuce,Rudy Quan,Far,1.0,Body,84.0,-216.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,1st Serve In,Body,
40-15,2-1,1-0,,3769135.0,,,77,,2,Deuce,Rudy Quan,Far,,,,,,,,,,167.0,-577.0,Down the Line,Forehand,,,,,,,,,,68.0,411.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Deep
40-15,2-1,1-0,,3770692.0,,,77,,3,Ad,Rudy Quan,Far,,,,,,,,,,73.0,519.0,Crosscourt,Backhand,,,,,,,,,,-103.0,-216.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
40-15,2-1,1-0,,3771988.0,,,77,,4,Ad,Rudy Quan,Far,,,,,,,,,,-151.0,-509.0,Crosscourt,Backhand,,,,,,,,,,119.0,432.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Deep
40-15,2-1,1-0,,3773675.0,,,77,,5,Ad,Rudy Quan,Far,,,,,,,,,,116.0,588.0,Crosscourt,Backhand,,,,,,,,,,-76.0,-278.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
40-15,2-1,1-0,,3774787.0,,,77,,6,Ad,Rudy Quan,Far,,,,,,,,,,-161.0,-572.0,Crosscourt,Backhand,,,,,,,,,,63.0,416.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Deep
40-15,2-1,1-0,,3776207.0,,,77,,7,Ad,Rudy Quan,Far,,,,,,,,,,100.0,527.0,Crosscourt,Backhand,,,,,,,,,,-121.0,-320.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
40-15,2-1,1-0,,3777501.0,,,77,,8,Ad,Rudy Quan,Far,,,,,,,,,,-159.0,-482.0,Crosscourt,Backhand,,,,,,,,,,105.0,423.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Deep
40-15,2-1,1-0,,3779505.0,,,77,,9,Ad,Rudy Quan,Far,,,,,,,,,,113.0,492.0,Crosscourt,Backhand,,,,,,,,,,-17.0,-428.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Deep
40-15,2-1,1-0,,3780845.0,,,77,,10,Deuce,Rudy Quan,Far,,,,,,,,,,41.0,-536.0,Crosscourt,Forehand,,,,,,,,,,-135.0,351.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Deep
40-15,2-1,1-0,,3781690.0,,,77,,11,Deuce,Rudy Quan,Far,,,,,,,,,,-257.0,532.0,Down the Line,Forehand,,,,,,,,,,-1.0,-262.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
40-15,2-1,1-0,,3782795.0,,,77,,12,Ad,Rudy Quan,Far,,,,,,,,,,-9.0,-370.0,Crosscourt,Forehand,,,,,,,,,,28.0,199.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,1.0,,,,,,,Short
40-15,2-1,1-0,,3784457.0,1.0,3787344.0,77,,13,Ad,Rudy Quan,Far,,,,,,,,,,84.0,494.0,Crosscourt,Forehand,,,1.0,,,,,,,-271.0,354.0,,1.0,,1.0,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,1.0,,,Aristotelis Thanos,1,,,
0-0,3-1,1-0,1.0,3816274.0,,,78,,1,Deuce,Aristotelis Thanos,Near,0.0,Body,-81.0,-24.0,1.0,T,-31.0,229.0,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,2nd Serve In,T,
0-0,3-1,1-0,,3842622.0,,,78,,2,Deuce,Aristotelis Thanos,Near,,,,,,,,,,-68.0,546.0,Down the Line,Backhand,,,,,,,,,,-1.0,-418.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,1.0,,,,,,Deep
0-0,3-1,1-0,,3844896.0,,,78,,3,Ad,Aristotelis Thanos,Near,,,,,,,,,,-20.0,-600.0,Down the Line,Forehand,,,,,,,,,,-143.0,274.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,1.0,,,,,,Short
0-0,3-1,1-0,,3845872.0,1.0,3848630.0,78,,4,Deuce,Aristotelis Thanos,Near,,,,,,,,,,-249.0,511.0,Down the Line,Forehand,,,,,,,,,,-116.0,21.0,,,,1.0,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,Aristotelis Thanos,1,,,
15-0,3-1,1-0,1.0,3862543.0,,,79,,1,Ad,Aristotelis Thanos,Near,1.0,Wide,121.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,1st Serve In,Wide,
15-0,3-1,1-0,,3877252.0,,,79,,2,Ad,Aristotelis Thanos,Near,,,,,,,,,,177.0,543.0,Crosscourt,Backhand,,,,,,,,,,-79.0,-367.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
15-0,3-1,1-0,,3879165.0,,,79,,3,Ad,Aristotelis Thanos,Near,,,,,,,,,,-116.0,-541.0,Crosscourt,Forehand,,,,,,,,,,71.0,236.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,1.0,,,,,,,Short
15-0,3-1,1-0,,3880464.0,,,79,,4,Ad,Aristotelis Thanos,Near,,,,,,,,,,135.0,500.0,Down the Line,Backhand,,,,,,,,,,28.0,-380.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
15-0,3-1,1-0,,3882163.0,,,79,,5,Deuce,Aristotelis Thanos,Near,,,,,,,,,,17.0,-501.0,Crosscourt,Forehand,,,,,,,,,,-135.0,396.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,,,Deep
15-0,3-1,1-0,,3883557.0,,,79,,6,Deuce,Aristotelis Thanos,Near,,,,,,,,,,-209.0,526.0,Crosscourt,Forehand,,,,,,,,,,1.0,-310.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
15-0,3-1,1-0,,3884440.0,1.0,3887766.0,79,,7,Ad,Aristotelis Thanos,Near,,,,,,,,,,-20.0,-498.0,Crosscourt,Forehand,,,,,,,,,,60.0,514.0,,,,,1.0,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,1.0,,,Rudy Quan,1,,,Long
15-15,3-1,1-0,1.0,3894693.0,,,80,,1,Deuce,Aristotelis Thanos,Near,1.0,Wide,-129.0,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,1st Serve In,Wide,
15-15,3-1,1-0,,3920040.0,,,80,,2,Deuce,Aristotelis Thanos,Near,,,,,,,,,,-217.0,524.0,Crosscourt,Forehand,,,,,,,,,,1.0,-289.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
15-15,3-1,1-0,,3921447.0,,,80,,3,Deuce,Aristotelis Thanos,Near,,,,,,,,,,7.0,-482.0,Down the Line,Forehand,,,,,,,,,,81.0,413.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,,,Deep
15-15,3-1,1-0,,3922840.0,1.0,3923626.0,80,,4,Ad,Aristotelis Thanos,Near,,,,,,,,,,97.0,543.0,Down the Line,Backhand,,,,,,,,,,17.0,23.0,,,,1.0,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,Aristotelis Thanos,1,,,
30-15,3-1,1-0,1.0,3939103.0,,,81,,1,Ad,Aristotelis Thanos,Near,1.0,Wide,143.0,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,1st Serve In,Wide,
30-15,3-1,1-0,,3952876.0,,,81,,2,Ad,Aristotelis Thanos,Near,,,,,,,,,,169.0,559.0,Crosscourt,Backhand,,,,,,,,,,-63.0,-273.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
30-15,3-1,1-0,,3954763.0,,,81,,3,Ad,Aristotelis Thanos,Near,,,,,,,,,,-129.0,-445.0,Down the Line,Forehand,,,,,,,,,,-119.0,423.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,1.0,,,,,,Deep
30-15,3-1,1-0,,3955996.0,1.0,3957060.0,81,,4,Deuce,Aristotelis Thanos,Near,,,,,,,,,,-124.0,561.0,Down the Line,Forehand,,,,,,,,,,-71.0,20.0,,,,1.0,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,Aristotelis Thanos,1,,,
40-15,3-1,1-0,1.0,3966659.0,,,82,,1,Deuce,Aristotelis Thanos,Near,0.0,Wide,-119.0,-32.0,1.0,T,-39.0,221.0,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,2nd Serve In,T,
40-15,3-1,1-0,,4002230.0,,,82,,2,Deuce,Aristotelis Thanos,Near,,,,,,,,,,-66.0,503.0,Down the Line,Forehand,,,,,,,,,,-26.0,-223.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
40-15,3-1,1-0,,4003573.0,1.0,4007456.0,82,,3,Ad,Aristotelis Thanos,Near,,,,,,,,,,-15.0,-504.0,Down the Line,Forehand,,,,,,,,,,-181.0,439.0,,,1.0,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,1.0,,Rudy Quan,1,,,
40-30,3-1,1-0,1.0,4024246.0,,,83,,1,Ad,Aristotelis Thanos,Near,1.0,Wide,126.0,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,1st Serve In,Wide,
40-30,3-1,1-0,,4031290.0,1.0,4035355.0,83,,2,Ad,Aristotelis Thanos,Near,,,,,,,,,,166.0,560.0,Down the Line,Backhand,,,,,,,,,,180.0,-106.0,,,1.0,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,Aristotelis Thanos,1,,,
0-0,3-2,1-0,1.0,4135000.0,,,84,,1,Deuce,Rudy Quan,Near,0.0,T,-31.0,-21.0,1.0,Body,-79.0,200.0,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,2nd Serve In,Body,
0-0,3-2,1-0,,4161098.0,,,84,,2,Deuce,Rudy Quan,Near,,,,,,,,,,-109.0,570.0,Down the Line,Forehand,,,,,,,,,,-77.0,-299.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
0-0,3-2,1-0,,4162648.0,,,84,,3,Ad,Rudy Quan,Near,,,,,,,,,,-72.0,-556.0,Crosscourt,Backhand,,,,,,,,,,56.0,312.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
0-0,3-2,1-0,,4163949.0,,,84,,4,Ad,Rudy Quan,Near,,,,,,,,,,59.0,505.0,Crosscourt,Backhand,,,,,,,,,,-96.0,-291.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
0-0,3-2,1-0,,4165047.0,,,84,,5,Ad,Rudy Quan,Near,,,,,,,,,,-107.0,-578.0,Crosscourt,Backhand,,,,,,,,,,86.0,258.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
0-0,3-2,1-0,,4166480.0,,,84,,6,Ad,Rudy Quan,Near,,,,,,,,,,134.0,503.0,Crosscourt,Backhand,,,,,,,,,,-131.0,-310.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
0-0,3-2,1-0,,4168009.0,,,84,,7,Ad,Rudy Quan,Near,,,,,,,,,,-240.0,-524.0,Crosscourt,Backhand,,,,,,,,,,64.0,408.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Deep
0-0,3-2,1-0,,4169694.0,,,84,,8,Ad,Rudy Quan,Near,,,,,,,,,,131.0,521.0,Down the Line,Forehand,,,,,,,,,,110.0,-334.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,1.0,,,,,,Short
0-0,3-2,1-0,,4170960.0,,,84,,9,Deuce,Rudy Quan,Near,,,,,,,,,,192.0,-537.0,Crosscourt,Forehand,,,,,,,,,,-49.0,381.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Deep
0-0,3-2,1-0,,4172547.0,,,84,,10,Deuce,Rudy Quan,Near,,,,,,,,,,-70.0,570.0,Crosscourt,Forehand,,,,,,,,,,93.0,-326.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
0-0,3-2,1-0,,4173447.0,,,84,,11,Deuce,Rudy Quan,Near,,,,,,,,,,127.0,-532.0,Down the Line,Forehand,,,,,,,,,,114.0,304.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
0-0,3-2,1-0,,4175001.0,,,84,,12,Ad,Rudy Quan,Near,,,,,,,,,,114.0,548.0,Crosscourt,Backhand,,,,,,,,,,-17.0,-344.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
0-0,3-2,1-0,,4176305.0,,,84,,13,Ad,Rudy Quan,Near,,,,,,,,,,-89.0,-545.0,Down the Line,Forehand,,,,,,,,,,-73.0,293.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,1.0,,,,,,Short
0-0,3-2,1-0,,4177620.0,,,84,,14,Deuce,Rudy Quan,Near,,,,,,,,,,-49.0,516.0,Crosscourt,Forehand,,,,,,,,,,15.0,-363.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Deep
