pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
40-30,4-2,0-0,,1934445.0,,,41,,2,Ad,Rudy Quan,Far,,,,,,,,,,-4.0,-562.0,Crosscourt,Forehand,,,,,,,,,,6.0,370.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,1.0,,,,,,,Deep
40-30,4-2,0-0,,1936073.0,,,41,,3,Deuce,Rudy Quan,Far,,,,,,,,,,-34.0,540.0,Crosscourt,Forehand,,,,,,,,,,100.0,-289.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
40-30,4-2,0-0,,1937522.0,,,41,,4,Deuce,Rudy Quan,Far,,,,,,,,,,62.0,-488.0,Down the Line,Forehand,,,,,,,,,,97.0,162.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
40-30,4-2,0-0,,1938711.0,,,41,,5,Ad,Rudy Quan,Far,,,,,,,,,,198.0,529.0,Crosscourt,Backhand,,,,,,,,,,-55.0,-92.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
40-30,4-2,0-0,,1940233.0,1.0,1941172.0,41,,6,Ad,Rudy Quan,Far,,,,,,,,,,-42.0,-338.0,Down the Line,Forehand,,,,,,,,,,-76.0,-1.0,,,,1.0,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,1.0,,Rudy Quan,1,,,
0-0,5-2,0-0,1.0,2081413.0,,,42,,1,Deuce,Aristotelis Thanos,Far,1.0,Wide,116.0,-129.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,1st Serve In,Wide,
0-0,5-2,0-0,,2083717.0,,,42,,2,Deuce,Aristotelis Thanos,Far,,,,,,,,,,241.0,-549.0,Crosscourt,Forehand,,,,,,,,,,-47.0,178.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
0-0,5-2,0-0,,2085073.0,,,42,,3,Deuce,Aristotelis Thanos,Far,,,,,,,,,,-63.0,374.0,Crosscourt,Forehand,,,,,,,,,,44.0,-110.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,,,Short
0-0,5-2,0-0,,2086085.0,,,42,,4,Deuce,Aristotelis Thanos,Far,,,,,,,,,,60.0,-528.0,Down the Line,Forehand,1.0,,,,,,,,,57.0,354.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
0-0,5-2,0-0,,2087939.0,1.0,2089453.0,42,,5,Ad,Aristotelis Thanos,Far,,,,,,,,,,81.0,505.0,Down the Line,Forehand,,,,,,,,,,121.0,-313.0,1.0,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,1.0,,Aristotelis Thanos,,,,Short
15-0,5-2,0-0,1.0,2117541.0,,,43,,1,Ad,Aristotelis Thanos,Far,1.0,T,-44.0,-126.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,1st Serve In,T,
15-0,5-2,0-0,,2120020.0,,,43,,2,Ad,Aristotelis Thanos,Far,,,,,,,,,,-4.0,-517.0,Down the Line,Forehand,,,,,,,,,,-50.0,159.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,1.0,,,,,,Short
15-0,5-2,0-0,,2121274.0,,,43,,3,Deuce,Aristotelis Thanos,Far,,,,,,,,,,-18.0,307.0,Crosscourt,Forehand,,,,,,,,,,70.0,-305.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,,,Short
15-0,5-2,0-0,,2122474.0,,,43,,4,Deuce,Aristotelis Thanos,Far,,,,,,,,,,118.0,-552.0,Down the Line,Forehand,,,,,,,,,,30.0,338.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
15-0,5-2,0-0,,2123696.0,,,43,,5,Deuce,Aristotelis Thanos,Far,,,,,,,,,,-36.0,534.0,Down the Line,Forehand,,,,,,,,,,-31.0,-132.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,,,Short
15-0,5-2,0-0,,2125436.0,,,43,,6,Ad,Aristotelis Thanos,Far,,,,,,,,,,-28.0,-560.0,Crosscourt,Backhand,,,,,,,,,,92.0,356.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
15-0,5-2,0-0,,2126578.0,,,43,,7,Ad,Aristotelis Thanos,Far,,,,,,,,,,193.0,526.0,Crosscourt,Forehand,,,,,,,,,,-95.0,-121.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,1.0,,,,,,,Short
15-0,5-2,0-0,,2127654.0,,,43,,8,Ad,Aristotelis Thanos,Far,,,,,,,,,,-178.0,-330.0,Down the Line,Backhand,,,,,,,,,,-82.0,306.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
15-0,5-2,0-0,,2128957.0,,,43,,9,Ad,Aristotelis Thanos,Far,,,,,,,,,,4.0,505.0,Down the Line,Forehand,,,,,,,,,,28.0,-124.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,1.0,,,,,,Short
15-0,5-2,0-0,,2130180.0,,,43,,10,Deuce,Aristotelis Thanos,Far,,,,,,,,,,177.0,-493.0,Crosscourt,Forehand,,,,,,,,,,-87.0,162.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
15-0,5-2,0-0,,2131375.0,1.0,2132758.0,43,,11,Deuce,Aristotelis Thanos,Far,,,,,,,,,,-47.0,518.0,Crosscourt,Forehand,,,,,,,,,,62.0,2.0,,,,1.0,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,Rudy Quan,1,,,
15-15,5-2,0-0,1.0,2159192.0,,,44,,1,Deuce,Aristotelis Thanos,Far,1.0,Wide,121.0,-188.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,1st Serve In,Wide,
15-15,5-2,0-0,,2163789.0,,,44,,2,Deuce,Aristotelis Thanos,Far,,,,,,,,,,166.0,-544.0,Crosscourt,Forehand,,,,,,,,,,-18.0,364.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
15-15,5-2,0-0,,2164694.0,,,44,,3,Deuce,Aristotelis Thanos,Far,,,,,,,,,,-23.0,529.0,Crosscourt,Forehand,,,,,,,,,,116.0,-297.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,,,Short
15-15,5-2,0-0,,2165730.0,,,44,,4,Deuce,Aristotelis Thanos,Far,,,,,,,,,,214.0,-482.0,Down the Line,Forehand,,,,,,,,,,89.0,386.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
15-15,5-2,0-0,,2166917.0,1.0,2168631.0,44,,5,Ad,Aristotelis Thanos,Far,,,,,,,,,,86.0,561.0,Crosscourt,Forehand,,,,,,,,,,-100.0,-289.0,1.0,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,1.0,,,Aristotelis Thanos,,,,Short
30-15,5-2,0-0,1.0,2192740.0,,,45,,1,Ad,Aristotelis Thanos,Far,0.0,Wide,-186.0,-169.0,1.0,Body,-71.0,-121.0,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,2nd Serve In,Body,
30-15,5-2,0-0,,2208167.0,,,45,,2,Ad,Aristotelis Thanos,Far,,,,,,,,,,-20.0,-533.0,Down the Line,Backhand,,,,,,,,,,-50.0,354.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
30-15,5-2,0-0,,2210045.0,,,45,,3,Ad,Aristotelis Thanos,Far,,,,,,,,,,86.0,532.0,Down the Line,Forehand,,,,,,,,,,102.0,-337.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,1.0,,,,,,Short
30-15,5-2,0-0,,2211339.0,,,45,,4,Deuce,Aristotelis Thanos,Far,,,,,,,,,,249.0,-549.0,Down the Line,Forehand,,,,,,,,,,84.0,375.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
30-15,5-2,0-0,,2212670.0,1.0,2214155.0,45,,5,Ad,Aristotelis Thanos,Far,,,,,,,,,,57.0,518.0,Crosscourt,Backhand,,,,,,,,,,-122.0,-292.0,1.0,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,Aristotelis Thanos,,,,Short
40-15,5-2,0-0,1.0,2239002.0,1.0,2242403.0,46,,1,Deuce,Aristotelis Thanos,Far,1.0,Wide,121.0,-121.0,,,,,1,,,,,,,,,,,,,,,,1.0,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,Aristotelis Thanos,,1st Serve In,Wide,
0-0,5-3,0-0,1.0,2277684.0,,,47,,1,Deuce,Rudy Quan,Near,1.0,T,-36.0,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,1st Serve In,T,
0-0,5-3,0-0,,2281006.0,1.0,2282816.0,47,,2,Deuce,Rudy Quan,Near,,,,,,,,,,-98.0,526.0,Down the Line,Forehand,,,,,,,,,,-92.0,-502.0,,,,,1.0,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,Rudy Quan,1,,,Long
15-0,5-3,0-0,1.0,2312747.0,,,48,,1,Ad,Rudy Quan,Near,1.0,Body,97.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,1st Serve In,Body,
15-0,5-3,0-0,,2315744.0,,,48,,2,Ad,Rudy Quan,Near,,,,,,,,,,201.0,545.0,Down the Line,Backhand,,,,,,,,,,28.0,-62.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
15-0,5-3,0-0,,2317182.0,,,48,,3,Deuce,Rudy Quan,Near,,,,,,,,,,17.0,-317.0,Crosscourt,Forehand,,,,,,,,,,-138.0,426.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Deep
15-0,5-3,0-0,,2319132.0,,,48,,4,Deuce,Rudy Quan,Near,,,,,,,,,,-138.0,564.0,Crosscourt,Forehand,,,,,,,,,,92.0,-278.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
15-0,5-3,0-0,,2320167.0,,,48,,5,Deuce,Rudy Quan,Near,,,,,,,,,,238.0,-512.0,Down the Line,Forehand,,,,1.0,,,,,,110.0,375.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Deep
15-0,5-3,0-0,,2321260.0,1.0,2325605.0,48,,6,Ad,Rudy Quan,Near,,,,,,,,,,140.0,524.0,Down the Line,Backhand,,,,,,,,,,28.0,383.0,,,,1.0,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,Rudy Quan,1,,,
30-0,5-3,0-0,1.0,2345772.0,,,49,,1,Deuce,Rudy Quan,Near,0.0,T,-26.0,-1.0,1.0,T,-50.0,149.0,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,2nd Serve In,T,
30-0,5-3,0-0,,2362912.0,,,49,,2,Deuce,Rudy Quan,Near,,,,,,,,,,-63.0,564.0,Down the Line,Forehand,,,,,,,,,,-50.0,-126.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
30-0,5-3,0-0,,2364618.0,,,49,,3,Ad,Rudy Quan,Near,,,,,,,,,,-10.0,-343.0,Crosscourt,Backhand,,,,,,,,,,97.0,351.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Deep
30-0,5-3,0-0,,2365682.0,,,49,,4,Ad,Rudy Quan,Near,,,,,,,,,,137.0,580.0,Crosscourt,Backhand,,,,,,,,,,-108.0,-84.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
30-0,5-3,0-0,,2367074.0,,,49,,5,Ad,Rudy Quan,Near,,,,,,,,,,-191.0,-557.0,Crosscourt,Backhand,,,,,,,,,,54.0,343.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
30-0,5-3,0-0,,2368353.0,,,49,,6,Ad,Rudy Quan,Near,,,,,,,,,,140.0,540.0,Down the Line,Backhand,,,,,,,,,,121.0,-310.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
30-0,5-3,0-0,,2369603.0,1.0,2371933.0,49,,7,Deuce,Rudy Quan,Near,,,,,,,,,,129.0,-544.0,Down the Line,Forehand,1.0,,,,,,,,,81.0,543.0,,,,,1.0,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,Aristotelis Thanos,1,,,Long
30-15,5-3,0-0,1.0,2399922.0,,,50,,1,Ad,Rudy Quan,Near,1.0,Body,105.0,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,1st Serve In,Body,
30-15,5-3,0-0,,2402188.0,,,50,,2,Ad,Rudy Quan,Near,,,,,,,,,,153.0,532.0,Down the Line,Backhand,1.0,,,,,,,,,97.0,-121.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
30-15,5-3,0-0,,2404283.0,,,50,,3,Deuce,Rudy Quan,Near,,,,,,,,,,54.0,-330.0,Crosscourt,Forehand,,,,,1.0,,,,,-92.0,106.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
30-15,5-3,0-0,,2407142.0,1.0,2407152.0,50,,4,Deuce,Rudy Quan,Near,,,,,,,,,,-133.0,137.0,Crosscourt,Forehand,,,,,,,,1,,70.0,2.0,,,,1.0,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,Rudy Quan,1,,,
40-15,5-3,0-0,1.0,2429573.0,,,51,,1,Deuce,Rudy Quan,Near,0.0,T,-15.0,-1.0,1.0,T,-39.0,130.0,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,2nd Serve In,T,
40-15,5-3,0-0,,2456125.0,,,51,,2,Deuce,Rudy Quan,Near,,,,,,,,,,-47.0,510.0,Down the Line,Forehand,,,,,,,,,,-39.0,-364.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Deep
40-15,5-3,0-0,,2457884.0,,,51,,3,Ad,Rudy Quan,Near,,,,,,,,,,-74.0,-389.0,Down the Line,Backhand,,,,,,,,,,-52.0,167.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
40-15,5-3,0-0,,2459435.0,,,51,,4,Ad,Rudy Quan,Near,,,,,,,,,,20.0,323.0,Crosscourt,Forehand,,,,,,,,,,-116.0,-302.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,1.0,,,,,,,Short
40-15,5-3,0-0,,2460770.0,,,51,,5,Ad,Rudy Quan,Near,,,,,,,,,,-82.0,-549.0,Down the Line,Backhand,,,,,,,,,,-114.0,170.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
40-15,5-3,0-0,,2463157.0,,,51,,6,Deuce,Rudy Quan,Near,,,,,,,,,,-106.0,94.0,Crosscourt,Forehand,,,,,1.0,,,1,,113.0,-108.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
40-15,5-3,0-0,,2464931.0,1.0,2464941.0,51,,7,Deuce,Rudy Quan,Near,,,,,,,,,,70.0,-125.0,Crosscourt,Forehand,,,,,,,1,,,-301.0,359.0,,,1.0,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,Aristotelis Thanos,1,,,
40-30,5-3,0-0,1.0,2493483.0,,,52,,1,Ad,Rudy Quan,Near,1.0,Body,86.0,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,1st Serve In,Body,
40-30,5-3,0-0,,2495701.0,,,52,,2,Ad,Rudy Quan,Near,,,,,,,,,,132.0,553.0,Down the Line,Forehand,,,,,,,,,,36.0,-308.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,1.0,,,,,,Short
40-30,5-3,0-0,,2497769.0,,,52,,3,Deuce,Rudy Quan,Near,,,,,,,,,,60.0,-520.0,Down the Line,Forehand,,,,,,,,,,46.0,380.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Deep
