Date,Round,Player 1,Player 2,Score,Tournament,1st_serve_percentage_player1,1st_serve_percentage_player2,1st_serve_points_won_player1,1st_serve_points_won_player2,2nd_serve_points_won_player1,2nd_serve_points_won_player2,total_return_points_won_player1,total_return_points_won_player2,total_points_won_player1,total_points_won_player2,double_faults_player1,double_faults_player2,aces_player1,aces_player2,break_points_won_player1,break_points_won_player2
2009-11-03,1st round,Novak Djokovic,Andreas Beck,"6-3, 7-5",Basel,41/63,38/64,33/41,29/38,11/22,7/26,28/64,19/63,72/127,55/127,2,3,10,6,3/8,1/4
2009-11-05,2nd round,Novak Djokovic,Jan Hernych,"6-0, 6-0",Basel,30/47,21/37,21/30,8/21,11/17,3/16,26/37,15/47,58/84,26/84,1,2,4,2,6/9,0/3
2009-11-06,1/4,Novak Djokovic,Stan Wawrinka,"3-6, 7-65, 6-2",Basel,51/84,61/96,44/51,44/61,17/33,19/35,33/96,23/84,94/180,86/180,1,1,5,13,3/9,2/6
2009-11-07,1/2,Novak Djokovic,Radek Stepanek,"6-74, 7-5, 6-2",Basel,58/105,62/106,44/58,48/62,28/47,21/44,37/106,33/105,109/211,102/211,7,2,7,8,3/8,0/7
2009-11-08,fin,Novak Djokovic,Roger Federer,"6-4, 4-6, 6-2",Basel,63/98,61/86,45/63,42/61,19/35,11/25,33/86,34/98,97/184,87/184,7,1,6,10,4/8,2/11
2009-11-11,2nd round,Novak Djokovic,Juan Monaco,"6-3, 7-5",Paris,40/63,39/60,25/40,22/39,13/23,9/21,29/60,25/63,67/123,56/123,5,1,4,2,5/12,3/8
2009-11-12,3rd round,Novak Djokovic,Arnaud Clement,"6-2, 6-2",Paris,30/45,30/57,24/30,18/30,7/15,7/27,32/57,14/45,63/102,39/102,3,2,8,2,5/9,1/3
2009-11-13,1/4,Novak Djokovic,Robin Soderling,"6-4, 1-6, 6-3",Paris,57/87,35/69,39/57,28/35,15/30,17/34,24/69,33/87,78/156,78/156,4,3,3,7,3/6,3/14
2009-11-14,1/2,Novak Djokovic,Rafael Nadal,"6-2, 6-3",Paris,29/50,25/38,24/29,14/25,13/21,6/13,18/38,13/50,55/88,33/88,4,2,4,4,,
2009-11-15,fin,Novak Djokovic,Gael Monfils,"6-2, 5-7, 7-63",Paris,66/98,65/106,47/66,48/65,19/32,15/41,43/106,32/98,109/204,95/204,5,6,2,12,5/10,4/7
2009-11-23,,Novak Djokovic,Nikolay Davydenko,"3-6, 6-4, 7-5",London,63/100,53/100,42/63,38/53,20/37,22/47,40/100,38/100,102/200,98/200,4,2,2,8,3/7,3/8
2009-11-25,,Robin Soderling,Novak Djokovic,"7-65, 6-1",London,40/60,41/71,32/40,25/41,12/20,16/30,30/71,16/60,74/131,57/131,0,1,10,2,3/8,0/2
2009-11-27,,Novak Djokovic,Rafael Nadal,"7-65, 6-3",London,37/73,55/71,29/37,33/55,19/36,8/16,30/71,25/73,78/144,66/144,3,1,2,4,3/5,2/6
2007-12-30,,Novak Djokovic,Yen-Hsun Lu,"7-5, 2-6, 6-3",Perth,,,,,,,,,,,,,,,,
2008-01-02,,Novak Djokovic,Arnaud Clement,"6-3, 6-3",Perth,,,,,,,,,,,,,,,,
2008-01-03,,Novak Djokovic,Juan Ignacio Chela,"6-2, 6-3",Perth,,,,,,,,,,,,,,,,
2008-01-04,fin,Novak Djokovic,Mardy Fish,"6-2, 6-74, 7-64",Perth,,,,,,,,,,,,,,,,
2008-01-15,1st round,Novak Djokovic,Benjamin Becker,"6-0, 6-2, 7-65",Melbourne,50/79,38/82,42/50,22/38,13/29,19/44,41/82,24/79,96/161,65/161,4,2,6,7,6/7,1/2
2008-01-17,2nd round,Novak Djokovic,Simone Bolelli,"6-1, 6-2, 6-2",Melbourne,45/73,38/64,34/45,19/38,18/28,11/26,34/64,21/73,86/137,51/137,3,2,12,5,6/8,0/2
2008-01-19,3rd round,Novak Djokovic,Sam Querrey,"6-3, 6-1, 6-3",Melbourne,48/63,57/92,36/48,35/57,12/15,11/35,46/92,15/63,94/155,61/155,1,5,5,8,7/14,1/4
2008-01-21,4th round,Novak Djokovic,Lleyton Hewitt,"7-5, 6-3, 6-3",Melbourne,62/104,47/90,45/62,28/47,19/42,18/43,44/90,40/104,108/194,86/194,6,4,13,6,7/12,3/7
2008-01-23,1/4,Novak Djokovic,David Ferrer,"6-0, 6-3, 7-5",Melbourne,58/93,51/91,44/58,29/51,18/35,17/40,45/91,31/93,107/184,77/184,3,4,7,4,6/14,1/9
2008-01-25,1/2,Novak Djokovic,Roger Federer,"7-5, 6-3, 7-65",Melbourne,77/113,67/109,60/77,48/67,15/36,18/42,43/109,38/113,118/222,104/222,6,2,13,10,4/11,2/9
2008-01-27,fin,Novak Djokovic,Jo-Wilfried Tsonga,"4-6, 6-4, 6-3, 7-62",Melbourne,68/122,96/136,53/68,68/96,34/54,19/40,49/136,35/122,136/258,122/258,2,2,11,15,4/12,2/5
2008-02-10,,Nikolay Davydenko,Novak Djokovic,"4-6, 3-6, 6-4,    - retired",Davis Cup,,,,,,,,,,,,,,,,
2008-02-13,1st round,Novak Djokovic,Ivan Dodig,"6-1, 6-4",Marseille,25/49,30/53,20/25,21/30,17/24,8/23,24/53,12/49,61/102,41/102,2,0,7,1,,
2008-02-14,2nd round,Gilles Simon,Novak Djokovic,"6-2, 6-76, 6-3",Marseille,60/107,52/81,43/60,40/52,32/47,14/29,27/81,32/107,102/188,86/188,3,3,8,5,3/5,0/6
2008-03-04,1st round,Novak Djokovic,Marin Cilic,"6-4, 6-3",Dubai,34/51,28/64,27/34,19/28,11/17,17/36,28/64,13/51,66/115,49/115,2,4,5,2,,
2008-03-05,2nd round,Novak Djokovic,Fabrice Santoro,"6-3, 7-63",Dubai,,,,,,,,,,,,,,,,
2008-03-06,1/4,Novak Djokovic,Igor Andreev,"6-2, 6-1",Dubai,24/38,34/44,19/24,16/34,10/14,3/10,25/44,9/38,54/82,28/82,1,1,1,1,5/6,0/2
2008-03-07,1/2,Andy Roddick,Novak Djokovic,"7-65, 6-3",Dubai,47/68,56/76,39/47,41/56,12/21,8/20,27/76,17/68,78/144,66/144,2,0,14,9,1/5,0/2
2008-03-15,2nd round,Novak Djokovic,Andreas Seppi,"6-3, 7-63",Indian Wells,39/62,40/79,31/39,30/40,13/23,15/39,34/79,18/62,78/141,63/141,3,3,1,2,3/9,2/3
2008-03-17,3rd round,Novak Djokovic,Philipp Kohlschreiber,"6-3, 6-2",Indian Wells,33/49,22/46,25/33,12/22,11/16,14/24,20/46,13/49,56/95,39/95,3,2,3,2,,
2008-03-19,4th round,Novak Djokovic,Guillermo Canas,"6-2, 6-3",Indian Wells,35/55,30/56,26/35,24/30,13/20,6/26,26/56,16/55,65/111,46/111,1,1,3,3,3/8,0/5
2008-03-21,1/4,Novak Djokovic,Stan Wawrinka,"7-62, 6-2",Indian Wells,43/66,53/87,32/43,27/53,10/23,18/34,42/87,24/66,84/153,69/153,1,1,7,1,5/15,3/6
2008-03-22,1/2,Novak Djokovic,Rafael Nadal,"6-3, 6-2",Indian Wells,31/50,31/51,25/31,18/31,11/19,8/20,25/51,14/50,61/101,40/101,0,2,8,2,4/7,1/3
2008-03-23,fin,Novak Djokovic,Mardy Fish,"6-2, 5-7, 6-3",Indian Wells,53/84,35/87,35/53,26/35,19/31,25/52,36/87,30/84,90/171,81/171,1,4,10,6,5/6,3/6
2008-03-28,2nd round,Kevin Anderson,Novak Djokovic,"7-61, 3-6, 6-4",Miami,70/107,50/89,51/70,34/50,19/37,22/39,33/89,37/107,103/196,93/196,5,1,6,4,2/5,3/6
2008-04-22,2nd round,Novak Djokovic,Ivan Ljubicic,"6-3, 6-3",Monte-Carlo,40/63,29/52,26/40,19/29,14/23,8/23,25/52,23/63,65/115,50/115,0,4,3,2,4/5,1/8
2008-04-24,3rd round,Novak Djokovic,Andy Murray,"6-0, 6-4",Monte-Carlo,20/45,25/60,14/20,14/25,17/25,14/35,32/60,14/45,63/105,42/105,0,5,0,3,5/10,1/5
2008-04-25,1/4,Novak Djokovic,Sam Querrey,"6-4, 6-0",Monte-Carlo,33/41,31/57,29/33,16/31,4/8,12/26,29/57,8/41,62/98,36/98,1,2,5,1,,
2008-04-26,1/2,Roger Federer,Novak Djokovic,"6-3, 3-2,    - retired",Monte-Carlo,22/42,37/62,18/22,22/37,10/20,10/25,30/62,14/42,58/104,46/104,0,3,1,2,3/5,1/4
2008-05-14,2nd round,Novak Djokovic,Juan Ignacio Chela,"6-3, 6-1",Hamburg,32/46,32/57,26/32,17/32,6/14,9/25,31/57,14/46,63/103,40/103,2,1,4,0,5/7,1/3
2008-05-15,3rd round,Novak Djokovic,Ivo Karlovic,"7-63, 6-3",Hamburg,54/78,41/64,39/54,30/41,14/24,10/23,24/64,25/78,77/142,65/142,2,0,4,12,2/3,1/4
2008-05-16,1/4,Novak Djokovic,Albert Montanes,"6-2, 6-3",Hamburg,48/62,37/56,33/48,20/37,8/14,8/19,28/56,21/62,69/118,49/118,0,2,4,0,4/7,1/4
2008-05-17,1/2,Rafael Nadal,Novak Djokovic,"7-5, 2-6, 6-2",Hamburg,82/110,60/93,47/82,35/60,14/28,15/33,43/93,49/110,104/203,99/203,2,0,3,0,5/9,4/19
2008-05-25,1st round,Novak Djokovic,Denis Gremelmayr,"4-6, 6-3, 7-5, 6-2",Paris,75/112,46/100,50/75,30/46,22/37,29/54,41/100,40/112,113/212,99/212,3,5,5,3,7/12,4/7
2008-05-28,2nd round,Novak Djokovic,Miguel-Angel Lopez Jaen,"6-1, 6-1, 6-3",Paris,45/68,46/69,36/45,26/46,15/23,6/23,37/69,17/68,88/137,49/137,2,2,3,6,,
2008-05-30,3rd round,Novak Djokovic,Wayne Odesnik,"7-5, 6-4, 6-2",Paris,59/85,62/119,42/59,37/62,15/26,24/57,58/119,28/85,115/204,89/204,0,3,10,10,7/12,3/6
2008-06-01,4th round,Novak Djokovic,Paul-Henri Mathieu,"6-4, 6-3, 6-4",Paris,54/77,63/111,45/54,45/63,11/23,18/48,48/111,21/77,104/188,84/188,1,4,14,8,5/12,1/8
2008-06-03,1/4,Novak Djokovic,Ernests Gulbis,"7-5, 7-63, 7-5",Paris,82/125,85/138,58/82,58/85,24/43,24/53,56/138,43/125,138/263,125/263,1,7,6,12,4/16,2/6
2008-06-06,1/2,Rafael Nadal,Novak Djokovic,"6-4, 6-2, 7-63",Paris,71/98,54/100,47/71,31/54,19/27,27/46,42/100,32/98,108/198,90/198,0,1,0,2,5/14,2/6
2008-06-11,2nd round,Novak Djokovic,Roko Karanusic,"6-2, 7-67",London,41/62,33/68,28/41,22/33,16/21,18/35,28/68,18/62,72/130,58/130,1,0,3,3,3/7,1/2
2008-06-12,3rd round,Novak Djokovic,Janko Tipsarevic,"2-6, 6-1, 6-4",London,60/87,51/73,47/60,33/51,10/27,10/22,30/73,30/87,87/160,73/160,4,0,15,8,4/7,3/8
2008-06-13,1/4,Novak Djokovic,Lleyton Hewitt,"6-2, 6-2",London,48/62,33/57,34/48,22/33,7/14,8/24,27/57,21/62,68/119,51/119,2,2,13,4,4/6,0/3
2008-06-14,1/2,Novak Djokovic,David Nalbandian,"6-1, 6-0",London,20/32,24/44,17/20,12/24,7/12,5/20,27/44,8/32,51/76,25/76,1,5,5,1,,
2008-06-15,fin,Rafael Nadal,Novak Djokovic,"7-66, 7-5",London,50/82,69/90,34/50,42/69,16/32,10/21,38/90,32/82,88/172,84/172,0,0,3,4,4/13,3/8
2008-06-23,1st round,Novak Djokovic,Michael Berrer,"7-5, 2-6, 6-3, 6-0",London,67/94,75/113,53/67,54/75,15/27,12/38,47/113,26/94,115/207,92/207,5,7,12,9,5/16,2/5
2008-06-25,2nd round,Marat Safin,Novak Djokovic,"6-4, 7-63, 6-2",London,53/95,63/97,44/53,46/63,24/42,12/34,39/97,27/95,107/192,85/192,3,10,7,4,4/12,1/1
2008-07-22,2nd round,Novak Djokovic,Frank Dancevic,"6-4, 6-4",Toronto,36/58,41/56,29/36,26/41,13/22,8/15,22/56,16/58,64/114,50/114,1,0,3,3,3/5,1/3
2008-07-24,3rd round,Novak Djokovic,Robin Soderling,"6-4, 6-4",Toronto,37/60,41/56,30/37,30/41,15/23,7/15,19/56,15/60,64/116,52/116,1,4,6,9,2/5,0/4
2008-07-25,1/4,Andy Murray,Novak Djokovic,"6-3, 7-63",Toronto,30/73,39/64,21/30,26/39,27/43,12/25,26/64,25/73,74/137,63/137,0,2,2,3,3/6,2/5
2008-07-30,2nd round,Novak Djokovic,Simone Bolelli,"7-62, 7-62",Cincinnati,54/97,49/72,45/54,37/49,21/43,11/23,24/72,31/97,90/169,79/169,5,0,9,2,2/2,2/12
2008-07-31,3rd round,Novak Djokovic,Andreas Seppi,"6-1, 6-2",Cincinnati,23/41,27/49,19/23,17/27,11/18,4/22,28/49,11/41,58/90,32/90,2,5,8,0,5/10,1/1
2008-08-01,1/4,Novak Djokovic,Ernests Gulbis,"6-3, 6-4",Cincinnati,43/64,42/68,33/43,27/42,12/21,14/26,27/68,19/64,72/132,60/132,4,1,3,6,2/5,0/3
2008-08-03,fin,Andy Murray,Novak Djokovic,"7-64, 7-65",Cincinnati,46/88,55/96,32/46,36/55,26/42,21/41,39/96,30/88,97/184,87/184,2,6,1,6,2/4,2/5
2008-08-03,1/2,Novak Djokovic,Rafael Nadal,"6-1, 7-5",Cincinnati,32/57,26/45,23/32,19/26,19/25,9/19,17/45,15/57,59/102,43/102,0,1,4,2,3/4,0/1
2008-08-11,1st round,Novak Djokovic,Robby Ginepri,"6-4, 6-4",Beijing,,,,,,,,,,,,,,,,
2008-08-12,2nd round,Novak Djokovic,Rainer Schuettler,"6-4, 6-2",Beijing,,,,,,,,,,,,,,,,
2008-08-13,3rd round,Novak Djokovic,Mikhail Youzhny,"7-63, 6-3",Beijing,,,,,,,,,,,,,,,,
2008-08-14,1/4,Novak Djokovic,Gael Monfils,"4-6, 6-1, 6-4",Beijing,,,,,,,,,,,,,,,,
2008-08-15,1/2,Rafael Nadal,Novak Djokovic,"6-4, 1-6, 6-4",Beijing,,,,,,,,,,,,,,,,
2008-08-16,bronze,Novak Djokovic,James Blake,"6-3, 7-64",Beijing,,,,,,,,,,,,,,,,
2008-08-27,1st round,Novak Djokovic,Arnaud Clement,"6-3, 6-3, 6-4",New York,53/85,48/84,43/53,31/48,20/32,20/36,33/84,22/85,96/169,73/169,2,3,14,6,4/7,0/4
2008-08-29,2nd round,Novak Djokovic,Robert Kendrick,"7-68, 6-4, 6-4",New York,75/106,58/101,54/75,47/58,22/31,20/43,34/101,30/106,110/207,97/207,0,7,10,19,2/3,0/4
2008-08-31,3rd round,Novak Djokovic,Marin Cilic,"6-77, 7-5, 6-4, 7-60",New York,102/149,81/161,73/102,65/81,27/47,32/80,64/161,49/149,164/310,146/310,3,12,8,19,6/13,4/10
2008-09-02,4th round,Novak Djokovic,Tommy Robredo,"4-6, 6-2, 6-3, 5-7, 6-3",New York,91/140,102/153,68/91,67/102,26/49,26/51,60/153,46/140,154/293,139/293,4,5,11,8,6/13,3/5
2008-09-04,1/4,Novak Djokovic,Andy Roddick,"6-2, 6-3, 3-6, 7-65",New York,69/108,80/116,50/69,56/80,27/39,17/36,43/116,31/108,120/224,104/224,2,7,15,15,5/5,3/10
2008-09-06,1/2,Roger Federer,Novak Djokovic,"6-3, 5-7, 7-5, 6-2",New York,80/125,80/124,61/80,57/80,27/45,20/44,47/124,37/125,135/249,114/249,1,5,20,6,5/12,2/4
2008-09-19,Rubber 1,Novak Djokovic,Dominik Hrbaty,"6-2, 6-4, 6-3",Davis Cup,,,,,,,,,,,,,,,,
2008-09-25,2nd round,Novak Djokovic,Simon Stadler,"6-1, 6-3",Bangkok,,,,,,,,,,,,,,,,
2008-09-26,1/4,Novak Djokovic,Robin Soderling,"6-4, 7-5",Bangkok,,,,,,,,,,,,,,,,
2008-09-27,1/2,Novak Djokovic,Tomas Berdych,"7-5, 6-1",Bangkok,,,,,,,,,,,,,,,,
2008-09-28,fin,Jo-Wilfried Tsonga,Novak Djokovic,"7-64, 6-4",Bangkok,,,,,,,,,,,,,,,,
2008-10-15,2nd round,Novak Djokovic,Victor Hanescu,"6-78, 7-66, 3-1,    - retired",Madrid,58/90,73/99,44/58,55/73,22/32,12/26,32/99,24/90,98/189,91/189,2,0,10,7,2/4,1/2
2008-10-16,3rd round,Ivo Karlovic,Novak Djokovic,"7-64, 7-65",Madrid,54/83,47/71,48/54,39/47,14/29,17/24,15/71,21/83,77/154,77/154,0,0,20,8,0/1,0/3
2008-10-28,2nd round,Novak Djokovic,Dmitry Tursunov,"6-2, 4-3,    - retired",Paris,26/39,26/44,21/26,15/26,7/13,9/18,20/44,11/39,48/83,35/83,1,1,8,0,3/7,1/1
2008-10-30,3rd round,Jo-Wilfried Tsonga,Novak Djokovic,"6-4, 1-6, 6-3",Paris,46/82,52/79,37/46,33/52,18/36,19/27,27/79,27/82,82/161,79/161,4,1,5,5,2/9,2/9
2008-11-09,,Novak Djokovic,Juan Martin Del Potro,"7-5, 6-3",Shanghai,39/72,41/66,29/39,24/41,17/33,13/25,29/66,26/72,75/138,63/138,4,1,8,2,4/11,2/5
2008-11-11,,Novak Djokovic,Nikolay Davydenko,"7-63, 0-6, 7-5",Shanghai,48/87,54/88,39/48,41/54,21/39,17/34,30/88,27/87,90/175,85/175,5,3,8,6,4/8,2/4
2008-11-11,,Novak Djokovic,Nikolay Davydenko,"7-63, 0-6, 7-5",Shanghai,48/87,54/88,39/48,41/54,21/39,17/34,30/88,27/87,90/175,85/175,5,3,8,6,4/8,2/4
2008-11-13,,Jo-Wilfried Tsonga,Novak Djokovic,"1-6, 7-5, 6-1",Shanghai,50/81,49/76,40/50,34/49,14/31,13/27,29/76,27/81,83/157,74/157,3,2,7,3,3/5,2/6
2008-11-15,1/2,Novak Djokovic,Gilles Simon,"4-6, 6-3, 7-5",Shanghai,67/106,58/109,48/67,41/58,22/39,25/51,43/109,36/106,113/215,102/215,1,5,8,4,3/14,2/8
2007-01-02,,Novak Djokovic,Jan Hajek,"6-0, 6-1",Adelaide,28/40,28/57,23/28,18/28,5/12,5/29,34/57,12/40,62/97,35/97,1,3,9,3,6/15,0/1
2007-01-03,,Novak Djokovic,Alun Jones,"6-1, 6-2",Adelaide,30/45,32/47,26/30,19/32,9/15,5/15,23/47,10/45,58/92,34/92,3,2,2,0,4/8,0/3
2007-01-05,1/4,Novak Djokovic,Paul Goldstein,"6-4, 7-5",Adelaide,48/72,45/74,34/48,28/45,11/24,10/29,36/74,27/72,81/146,65/146,3,3,8,2,5/7,3/7
2007-01-06,1/2,Novak Djokovic,Joachim Johansson,"6-3, 6-2",Adelaide,30/44,48/66,28/30,27/48,9/14,8/18,31/66,7/44,68/110,42/110,2,3,8,6,,
2007-01-07,fin,Novak Djokovic,Chris Guccione,"6-3, 6-76, 6-4",Adelaide,71/118,63/106,50/71,48/63,26/47,17/43,41/106,42/118,117/224,107/224,6,5,4,14,4/10,1/6
2007-01-15,1st round,Novak Djokovic,Nicolas Massu,"6-1, 6-1, 6-0",Melbourne,40/59,37/69,33/40,17/37,11/19,12/32,40/69,15/59,84/128,44/128,1,4,5,1,8/15,0/3
2007-01-17,2nd round,Novak Djokovic,Feliciano Lopez,"6-2, 7-5, 6-1",Melbourne,59/86,53/90,41/59,34/53,18/27,12/37,44/90,27/86,103/176,73/176,1,6,8,5,6/15,1/5
2007-01-19,3rd round,Novak Djokovic,Danai Udomchoke,"6-3, 6-4, 5-7, 6-1",Melbourne,90/121,64/121,61/90,41/64,17/31,27/57,53/121,43/121,131/242,111/242,1,4,15,1,7/15,3/9
2007-01-21,4th round,Roger Federer,Novak Djokovic,"6-2, 7-5, 6-3",Melbourne,50/80,62/101,40/50,38/62,20/30,18/39,45/101,20/80,105/181,76/181,1,2,12,7,5/8,1/2
2007-02-12,1st round,Mikhail Youzhny,Novak Djokovic,"6-4, 4-6, 7-60",Marseille,52/98,59/114,39/52,38/59,25/46,31/55,45/114,34/98,109/212,103/212,3,3,11,5,3/9,3/4
2007-02-19,1st round,Novak Djokovic,Florent Serra,"7-66, 6-4",Rotterdam,49/67,52/71,38/49,37/52,11/18,11/19,23/71,18/67,72/138,66/138,0,0,5,5,,
2007-02-21,2nd round,Novak Djokovic,Andrei Pavel,"6-78, 6-1, 6-3",Rotterdam,61/80,76/116,48/61,54/76,12/19,12/40,50/116,20/80,110/196,86/196,2,1,9,2,5/16,1/2
2007-02-23,1/4,Novak Djokovic,Tommy Robredo,"4-6, 6-4, 7-5",Rotterdam,65/93,54/94,49/65,38/54,11/28,20/40,36/94,33/93,96/187,91/187,2,0,4,6,4/10,3/5
2007-02-24,1/2,Mikhail Youzhny,Novak Djokovic,"3-6, 7-67, 7-5",Rotterdam,,,,,,,,,,,,,,,,
2007-02-27,1st round,Novak Djokovic,Kristof Vliegen,"4-6, 6-4, 6-3",Dubai,54/88,55/84,40/54,35/55,18/34,14/29,35/84,30/88,93/172,79/172,4,2,6,5,4/5,3/6
2007-02-28,2nd round,Novak Djokovic,Rainer Schuettler,"7-65, 6-3",Dubai,48/67,47/84,37/48,30/47,11/19,22/37,32/84,19/67,80/151,71/151,3,3,5,7,2/13,0/3
2007-03-01,1/4,Roger Federer,Novak Djokovic,"6-3, 6-76, 6-3",Dubai,62/100,63/98,46/62,42/63,22/38,17/35,39/98,32/100,107/198,91/198,1,4,8,6,4/7,2/5
2007-03-11,2nd round,Novak Djokovic,Robby Ginepri,"6-4, 6-4",Indian Wells,35/63,39/67,24/35,24/39,14/28,11/28,32/67,25/63,70/130,60/130,4,1,2,6,5/12,3/4
2007-03-12,3rd round,Novak Djokovic,Evgeny Korolev,"6-2, 6-1",Indian Wells,25/43,26/49,23/25,9/26,8/18,11/23,29/49,12/43,60/92,32/92,2,2,2,3,5/10,1/3
2007-03-14,4th round,Novak Djokovic,Julien Benneteau,"6-3, 6-1",Indian Wells,46/65,32/60,30/46,19/32,10/19,10/28,31/60,25/65,71/125,54/125,1,3,7,4,5/8,1/11
2007-03-16,1/4,Novak Djokovic,David Ferrer,"6-3, 6-4",Indian Wells,39/58,33/49,30/39,20/33,11/19,8/16,21/49,17/58,62/107,45/107,2,3,4,3,3/5,1/4
2007-03-17,1/2,Novak Djokovic,Andy Murray,"6-2, 6-3",Indian Wells,24/42,24/46,20/24,12/24,11/18,12/22,22/46,11/42,53/88,35/88,,,3,3,5/8,1/3
2007-03-18,fin,Rafael Nadal,Novak Djokovic,"6-2, 7-5",Indian Wells,44/65,26/51,32/44,20/26,14/21,11/25,20/51,19/65,66/116,50/116,1,2,2,3,3/4,/3
2007-03-23,2nd round,Novak Djokovic,Daniele Bracciali,"7-64, 6-4",Miami,45/66,47/72,36/45,34/47,15/21,16/25,22/72,15/66,73/138,65/138,1,0,13,8,1/4,0/3
2007-03-25,3rd round,Novak Djokovic,Michael Llodra,"6-4, 6-1",Miami,27/44,27/48,23/27,16/27,13/17,10/21,22/48,8/44,58/92,34/92,1,3,1,3,,
2007-03-27,4th round,Novak Djokovic,Feliciano Lopez,"6-0, 6-3",Miami,28/41,29/40,24/28,17/29,9/13,3/11,20/40,8/41,53/81,28/81,1,2,4,1,4/8,0/1
2007-03-28,1/4,Novak Djokovic,Rafael Nadal,"6-3, 6-4",Miami,45/65,40/54,29/45,28/40,15/20,5/14,21/54,21/65,65/119,54/119,0,1,7,1,3/7,1/5
2007-03-30,1/2,Novak Djokovic,Andy Murray,"6-1, 6-0",Miami,28/42,18/44,20/28,10/18,10/14,8/26,26/44,12/42,56/86,30/86,2,5,2,1,5/9,0/3
2007-04-01,fin,Novak Djokovic,Guillermo Canas,"6-3, 6-2, 6-4",Miami,64/96,37/69,44/64,24/37,23/32,16/32,29/69,29/96,96/165,69/165,1,5,7,6,4/7,0/5
2007-04-06,Rubber 1,Novak Djokovic,George Chantouria,"6-1, 5-0,    - retired",Davis Cup,,,,,,,,,,,,,,,,
2007-04-18,2nd round,Novak Djokovic,Gaston Gaudio,"6-1, 3-6, 6-1",Monte Carlo,36/66,57/85,27/36,24/57,13/30,14/28,47/85,26/66,87/151,64/151,2,4,3,1,7/15,4/8
2007-04-19,3rd round,David Ferrer,Novak Djokovic,"7-5, 6-4",Monte Carlo,46/74,50/81,31/46,30/50,13/28,13/31,38/81,30/74,82/155,73/155,5,3,2,3,5/11,3/4
2007-04-30,1st round,Novak Djokovic,Igor Andreev,"6-2, 4-6, 7-65",Estoril,65/99,62/102,45/65,39/62,22/34,25/40,38/102,32/99,105/201,96/201,3,3,2,3,3/8,2/4
2007-05-02,2nd round,Novak Djokovic,Santiago Ventura,"6-2, 6-2",Estoril,32/44,19/46,25/32,13/19,5/12,8/27,25/46,14/44,55/90,35/90,2,2,3,0,5/6,1/1
2007-05-04,1/4,Novak Djokovic,Guillermo Garcia-Lopez,"6-4, 1-6, 7-5",Estoril,61/109,59/104,35/61,34/59,24/48,21/45,49/104,50/109,108/213,105/213,4,2,5,4,5/15,6/12
2007-05-05,1/2,Novak Djokovic,Tommy Robredo,"7-5, 6-1",Estoril,32/58,47/60,24/32,27/47,15/26,6/13,27/60,19/58,66/118,52/118,4,0,1,0,4/10,1/2
2007-05-06,fin,Novak Djokovic,Richard Gasquet,"7-67, 0-6, 6-1",Estoril,60/96,42/69,39/60,31/42,14/36,11/27,27/69,43/96,80/165,85/165,4,5,3,4,4/6,5/12
2007-05-09,2nd round,Novak Djokovic,Robin Soderling,"3-6, 6-4, 6-3",Rome,56/90,55/83,38/56,35/55,16/34,12/28,36/83,36/90,90/173,83/173,3,1,4,4,5/6,4/13
2007-05-10,3rd round,Novak Djokovic,Marcos Baghdatis,"6-2, 7-5",Rome,35/63,27/65,20/35,17/27,16/28,14/38,34/65,27/63,70/128,58/128,1,2,4,4,6/10,3/5
2007-05-11,1/4,Rafael Nadal,Novak Djokovic,"6-2, 6-3",Rome,34/46,48/67,28/34,27/48,5/12,6/19,34/67,13/46,67/113,46/113,2,1,2,1,4/12,0/1
2007-05-17,3rd round,Novak Djokovic,Jarkko Nieminen,"7-5, 4-6, 6-4",Hamburg,79/123,68/101,44/79,45/68,22/44,13/33,43/101,57/123,109/224,115/224,0,0,2,3,7/11,6/20
2007-05-17,2nd round,Novak Djokovic,Julien Benneteau,"7-65, 6-3",Hamburg,44/63,46/77,32/44,28/46,13/19,17/31,32/77,18/63,77/140,63/140,1,3,9,3,3/6,1/4
2007-05-18,1/4,Carlos Moya,Novak Djokovic,"7-64, 4-6, 7-5",Hamburg,65/115,75/108,46/65,55/75,25/50,12/33,41/108,44/115,112/223,111/223,5,2,5,4,3/11,3/8
2007-05-30,1st round,Novak Djokovic,Santiago Giraldo,"6-3, 7-63, 6-4",Paris,78/117,61/95,55/78,39/61,18/39,15/34,41/95,44/117,114/212,98/212,6,2,7,5,4/11,2/11
2007-05-31,2nd round,Novak Djokovic,Laurent Recouderc,"6-3, 3-6, 6-3, 6-1",Paris,68/101,58/108,49/68,38/58,19/33,22/50,48/108,33/101,116/209,93/209,1,0,5,0,6/11,2/4
2007-06-02,3rd round,Novak Djokovic,Olivier Patience,"7-62, 2-6, 3-6, 7-64, 6-3",Paris,94/159,96/171,66/94,68/96,41/65,45/75,58/171,52/159,165/330,165/330,3,6,11,8,2/16,5/12
2007-06-04,4th round,Novak Djokovic,Fernando Verdasco,"6-3, 6-3, 7-61",Paris,81/113,86/116,55/81,55/86,19/32,12/30,49/116,39/113,123/229,106/229,1,2,9,3,4/19,1/7
2007-06-06,1/4,Novak Djokovic,Igor Andreev,"6-3, 6-3, 6-3",Paris,68/101,55/82,48/68,34/55,16/33,13/27,35/82,37/101,99/183,84/183,3,3,3,2,5/10,1/6
