pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,isInsideOut,isInsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement
30-15,4-3,0-0,1.0,1729439,1.0,,42,,1,Ad,Elise Wagle,Far,0.0,Body,-99.0,-287.0,0.0,Body,-102.0,-273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,1,Motka Komac,0,Double Fault,Body
30-30,4-3,0-0,1.0,1772426,,,43,,1,Deuce,Elise Wagle,Far,1.0,Body,66.0,-220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,Body
30-30,4-3,0-0,,1817531,,,43,,2,Deuce,Elise Wagle,Far,,,,,,,,,,114.0,-497.0,Down the Line,Backhand,,,,,,,,,,58.0,230.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
30-30,4-3,0-0,,1818650,,,43,,3,Ad,Elise Wagle,Far,,,,,,,,,,85.0,475.0,Crosscourt,Backhand,,,,,,,,,,-59.0,-337.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
30-30,4-3,0-0,,1819968,1.0,,43,,4,Ad,Elise Wagle,Far,,,,,,,,,,-83.0,-500.0,Down the Line,Backhand,,,,,,,,,,-62.0,-7.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,Elise Wagle,1,,
40-30,4-3,0-0,1.0,1821084,,,44,,1,Ad,Elise Wagle,Far,1.0,Body,-62.0,-201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,Body
40-30,4-3,0-0,,1849509,,,44,,2,Ad,Elise Wagle,Far,,,,,,,,,,-104.0,-481.0,Crosscourt,Forehand,1.0,,,,,,,,,53.0,435.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
40-30,4-3,0-0,,1852079,,,44,,3,Ad,Elise Wagle,Far,,,,,,,,,,85.0,491.0,Crosscourt,Forehand,,,,,,,,,,-86.0,-279.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
40-30,4-3,0-0,,1852769,,,44,,4,Ad,Elise Wagle,Far,,,,,,,,,,-179.0,-532.0,Crosscourt,Backhand,,,,,,,,,,29.0,334.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
40-30,4-3,0-0,,1852986,,,44,,6,Ad,Elise Wagle,Far,,,,,,,,,,-195.0,-529.0,Crosscourt,Backhand,,,,,,,,,,24.0,411.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
40-30,4-3,0-0,,1854040,,,44,,7,Ad,Elise Wagle,Far,,,,,,,,,,69.0,478.0,Down the Line,Backhand,,,,1.0,,,,,,77.0,-335.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
40-30,4-3,0-0,,1855068,,,44,,5,Ad,Elise Wagle,Far,,,,,,,,,,93.0,510.0,Crosscourt,Forehand,,,,,,,,,,-80.0,-271.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
40-30,4-3,0-0,,1858900,,,44,,8,Deuce,Elise Wagle,Far,,,,,,,,,,109.0,-574.0,Down the Line,Forehand,,,,,,,1.0,,,77.0,102.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
40-30,4-3,0-0,,1859870,,,44,,9,Ad,Elise Wagle,Far,,,,,,,,,,74.0,108.0,Down the Line,Backhand,,1.0,,,,,1.0,,,82.0,-324.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
40-30,4-3,0-0,,1862147,1.0,,44,,10,Deuce,Elise Wagle,Far,,,,,,,,,,80.0,-516.0,Down the Line,Forehand,,,,,,,,,,34.0,-74.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,Elise Wagle,1,,
0-0,5-3,0-0,1.0,1900964,,,45,,1,Deuce,Motka Komac,Near,0.0,T,24.0,-10.0,1.0,Wide,-147.0,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,2nd Serve In,Wide
0-0,5-3,0-0,,1919087,,,45,,2,Deuce,Motka Komac,Near,,,,,,,,,,-243.0,489.0,Down the Line,Forehand,,,,,,,,,,-19.0,-417.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-0,5-3,0-0,,1920510,,,45,,3,Deuce,Motka Komac,Near,,,,,,,,,,18.0,-513.0,Down the Line,Backhand,,,,,,,,,,24.0,358.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-0,5-3,0-0,,1921886,,,45,,4,Ad,Motka Komac,Near,,,,,,,,,,66.0,491.0,Crosscourt,Backhand,,,,,,,,,,-72.0,-399.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-0,5-3,0-0,,1923188,,,45,,5,Ad,Motka Komac,Near,,,,,,,,,,-91.0,-513.0,Down the Line,Forehand,,,,,,,,,,-99.0,323.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-0,5-3,0-0,,1923545,,,45,,6,Ad,Motka Komac,Near,,,,,,,,,,-91.0,-497.0,Down the Line,Forehand,,,,,,,,,,-128.0,334.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-0,5-3,0-0,,1924870,,,45,,7,Deuce,Motka Komac,Near,,,,,,,,,,-126.0,494.0,Crosscourt,Forehand,,,,,,,,,,106.0,-425.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-0,5-3,0-0,,1926403,,,45,,8,Deuce,Motka Komac,Near,,,,,,,,,,160.0,-508.0,Down the Line,Forehand,,,,,,,,,,69.0,422.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-0,5-3,0-0,,1927463,,,45,,9,Ad,Motka Komac,Near,,,,,,,,,,88.0,494.0,Down the Line,Backhand,,,,,,,,,,24.0,-399.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-0,5-3,0-0,,1929086,,,45,,10,Deuce,Motka Komac,Near,,,,,,,,,,21.0,-508.0,Down the Line,Forehand,,,,,,,,,,61.0,233.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-0,5-3,0-0,,1930677,,,45,,11,Ad,Motka Komac,Near,,,,,,,,,,109.0,473.0,Down the Line,Backhand,,,,,,,,,,16.0,-209.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-0,5-3,0-0,,1932292,,,45,,12,Deuce,Motka Komac,Near,,,,,,,,,,16.0,-380.0,Crosscourt,Forehand,,,,,,,,1.0,,-86.0,305.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-0,5-3,0-0,,1933925,1.0,,45,,13,Deuce,Motka Komac,Near,,,,,,,,,,-136.0,486.0,Down the Line,Forehand,,,,,,,,,,-197.0,-260.0,,1.0,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,Elise Wagle,1,,
15-0,5-3,0-0,1.0,1934906,,,46,,1,Ad,Motka Komac,Near,0.0,T,26.0,4.0,1.0,Body,58.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,2nd Serve In,Body
15-0,5-3,0-0,,1973779,,,46,,2,Ad,Motka Komac,Near,,,,,,,,,,98.0,473.0,Crosscourt,Backhand,,,,1.0,,,,,,-72.0,-343.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
15-0,5-3,0-0,,1975831,1.0,,46,,3,Ad,Motka Komac,Near,,,,,,,,,,-83.0,-487.0,Crosscourt,Forehand,,,,,,,,,,45.0,-10.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,Elise Wagle,1,,
15-15,5-3,0-0,1.0,1979239,,,47,,1,Deuce,Motka Komac,Near,1.0,T,-14.0,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,1st Serve In,T
15-15,5-3,0-0,,2007510,,,47,,2,Deuce,Motka Komac,Near,,,,,,,,,,-78.0,489.0,Down the Line,Backhand,,,,,,,,,,-72.0,-220.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
15-15,5-3,0-0,,2009009,1.0,,47,,3,Ad,Motka Komac,Near,,,,,,,,,,-64.0,-431.0,Down the Line,Forehand,,,,,,,,,,-179.0,339.0,,,1.0,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,Elise Wagle,1,,
30-15,5-3,0-0,1.0,2010170,,,48,,1,Ad,Motka Komac,Near,1.0,T,32.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,1st Serve In,T
30-15,5-3,0-0,,2040157,,,48,,2,Ad,Motka Komac,Near,,,,,,,,,,50.0,494.0,Crosscourt,Forehand,,,,,,,,,,-72.0,-271.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
30-15,5-3,0-0,,2041473,,,48,,3,Ad,Motka Komac,Near,,,,,,,,,,-136.0,-508.0,Crosscourt,Backhand,,,,,,,,,,74.0,406.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
30-15,5-3,0-0,,2043202,,,48,,4,Ad,Motka Komac,Near,,,,,,,,,,130.0,502.0,Crosscourt,Backhand,,,,,,,,,,-88.0,-273.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
30-15,5-3,0-0,,2044344,,,48,,5,Ad,Motka Komac,Near,,,,,,,,,,-118.0,-471.0,Crosscourt,Backhand,,,,,,,,,,21.0,265.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
30-15,5-3,0-0,,2045350,,,48,,6,Ad,Motka Komac,Near,,,,,,,,,,96.0,475.0,Down the Line,Backhand,,,,,,,,,,56.0,-287.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
30-15,5-3,0-0,,2046651,1.0,,48,,7,Deuce,Motka Komac,Near,,,,,,,,,,114.0,-492.0,Crosscourt,Forehand,,,,,,,,,,-62.0,-26.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,Elise Wagle,1,,
40-15,5-3,0-0,1.0,2047759,,,49,,1,Deuce,Motka Komac,Near,1.0,Body,-70.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,1st Serve In,Body
40-15,5-3,0-0,,2075033,,,49,,2,Deuce,Motka Komac,Near,,,,,,,,,,-168.0,486.0,Crosscourt,Forehand,,,,,,,,,,45.0,-353.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
40-15,5-3,0-0,,2076566,,,49,,3,Deuce,Motka Komac,Near,,,,,,,,,,66.0,-508.0,Crosscourt,Forehand,,,,,,,,,,-86.0,398.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
40-15,5-3,0-0,,2077831,,,49,,4,Deuce,Motka Komac,Near,,,,,,,,,,-131.0,494.0,Down the Line,Forehand,,,,,,,,,,-102.0,-273.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
40-15,5-3,0-0,,2079210,,,49,,5,Ad,Motka Komac,Near,,,,,,,,,,-115.0,-503.0,Crosscourt,Backhand,,,,,,,,,,50.0,270.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
40-15,5-3,0-0,,2081886,1.0,,49,,6,Ad,Motka Komac,Near,,,,,,,,,,141.0,507.0,Crosscourt,Backhand,,,,,,,,,,-195.0,-321.0,,1.0,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,Motka Komac,1,,
40-30,5-3,0-0,1.0,2081887,,,50,,1,Ad,Motka Komac,Near,1.0,T,10.0,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,1st Serve In,T
40-30,5-3,0-0,,2105616,,,50,,2,Ad,Motka Komac,Near,,,,,,,,,,0.0,481.0,Down the Line,Forehand,,,,,,,,,,18.0,-420.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
40-30,5-3,0-0,,2107003,,,50,,3,Deuce,Motka Komac,Near,,,,,,,,,,64.0,-492.0,Down the Line,Forehand,,,,,,,,,,112.0,220.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
40-30,5-3,0-0,,2108701,,,50,,4,Ad,Motka Komac,Near,,,,,,,,,,149.0,494.0,Crosscourt,Backhand,,1.0,,,,,,1.0,,-83.0,-287.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
40-30,5-3,0-0,,2110661,,,50,,5,Ad,Motka Komac,Near,,,,,,,,,,-67.0,-287.0,Down the Line,Backhand,,,,,,,,1.0,,-51.0,417.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
40-30,5-3,0-0,,2111641,1.0,,50,,6,Deuce,Motka Komac,Near,,,,,,,,,,-35.0,494.0,Down the Line,Forehand,,,,,,,,,,-208.0,-324.0,,1.0,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,Motka Komac,1,,
40-40,5-3,0-0,1.0,2114176,,,51,1.0,1,Ad,Motka Komac,Near,0.0,T,-6.0,401.0,1.0,Body,58.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,2nd Serve In,Body
40-40,5-3,0-0,,2151995,,,51,,2,Ad,Motka Komac,Near,,,,,,,,,,69.0,483.0,Down the Line,Forehand,,,,,,,,,,2.0,-180.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
40-40,5-3,0-0,,2153646,,,51,,3,Ad,Motka Komac,Near,,,,,,,,,,-62.0,-481.0,Down the Line,Backhand,,,,,,,,,,-88.0,347.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
40-40,5-3,0-0,,2155268,,,51,,4,Deuce,Motka Komac,Near,,,,,,,,,,-91.0,505.0,Down the Line,Forehand,,,,,,,,,,-94.0,-183.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
40-40,5-3,0-0,,2157049,,,51,,5,Ad,Motka Komac,Near,,,,,,,,,,-126.0,-484.0,Crosscourt,Backhand,,,,,,,,,,37.0,230.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
40-40,5-3,0-0,,2158248,,,51,,6,Ad,Motka Komac,Near,,,,,,,,,,88.0,475.0,Crosscourt,Backhand,,,,,,,,,,-48.0,-364.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
40-40,5-3,0-0,,2159476,,,51,,7,Ad,Motka Komac,Near,,,,,,,,,,-94.0,-487.0,Crosscourt,Backhand,,,,,,,,,,66.0,289.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
40-40,5-3,0-0,,2161243,,,51,,8,Ad,Motka Komac,Near,,,,,,,,,,114.0,473.0,Crosscourt,Backhand,,,,,,,,,,-126.0,-153.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
40-40,5-3,0-0,,2162800,,,51,,9,Ad,Motka Komac,Near,,,,,,,,,,-181.0,-505.0,Crosscourt,Backhand,,,,,,,,,,18.0,387.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
40-40,5-3,0-0,,2164152,,,51,,10,Ad,Motka Komac,Near,,,,,,,,,,64.0,483.0,Crosscourt,Forehand,,,,,,,,,,-96.0,-193.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
40-40,5-3,0-0,,2166062,,,51,,11,Ad,Motka Komac,Near,,,,,,,,,,-200.0,-497.0,Crosscourt,Backhand,,,,,,,,,,13.0,414.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
40-40,5-3,0-0,,2167919,,,51,,12,Ad,Motka Komac,Near,,,,,,,,,,61.0,481.0,Crosscourt,Forehand,,,,,,,,,,-112.0,-223.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
40-40,5-3,0-0,,2170167,,,51,,13,Ad,Motka Komac,Near,,,,,,,,,,-272.0,-537.0,Crosscourt,Backhand,,,,,,,,,,77.0,217.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
40-40,5-3,0-0,,2171516,,,51,,14,Ad,Motka Komac,Near,,,,,,,,,,165.0,409.0,Crosscourt,Backhand,,,,,,,,,,-102.0,-327.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
40-40,5-3,0-0,,2173125,,,51,,15,Ad,Motka Komac,Near,,,,,,,,,,-118.0,-465.0,Down the Line,Backhand,,,,,,,,,,-94.0,430.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
40-40,5-3,0-0,,2174495,,,51,,16,Deuce,Motka Komac,Near,,,,,,,,,,-96.0,505.0,Down the Line,Forehand,,,,,,,,,,-22.0,-265.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
40-40,5-3,0-0,,2176854,1.0,,51,,17,Ad,Motka Komac,Near,,,,,,,,,,-43.0,-297.0,Crosscourt,Forehand,,,,,,,,,,130.0,217.0,1.0,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,Motka Komac,0,,
0-0,5-4,0-0,1.0,2288253,,,52,,1,Deuce,Elise Wagle,Near,1.0,Wide,-142.0,238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,Wide
0-0,5-4,0-0,,2295085,,,52,,2,Deuce,Elise Wagle,Near,,,,,,,,,,-208.0,518.0,Down the Line,Forehand,,,,,,,,,,-115.0,-87.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
0-0,5-4,0-0,,2297589,1.0,,52,,3,Ad,Elise Wagle,Near,,,,,,,,,,-115.0,-103.0,Down the Line,Backhand,,,,,,,,,,-83.0,-12.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,Motka Komac,1,,
0-15,5-4,0-0,1.0,2298532,,,53,,1,Ad,Elise Wagle,Near,1.0,Body,74.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,Body
0-15,5-4,0-0,,2319869,1.0,,53,,2,Ad,Elise Wagle,Near,,,,,,,,,,122.0,483.0,Down the Line,Backhand,,,,,,,,,,48.0,12.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,Elise Wagle,1,,
15-15,5-4,0-0,1.0,2321957,,,54,,1,Deuce,Elise Wagle,Near,1.0,T,-43.0,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,T
15-15,5-4,0-0,,2349041,,,54,,2,Deuce,Elise Wagle,Near,,,,,,,,,,-46.0,475.0,Down the Line,Backhand,,,,,,,,,,-139.0,-316.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
15-15,5-4,0-0,,2350628,,,54,,3,Ad,Elise Wagle,Near,,,,,,,,,,-139.0,-361.0,Down the Line,Backhand,,,,1.0,,,,,,-75.0,377.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
15-15,5-4,0-0,,2352433,1.0,,54,,4,Deuce,Elise Wagle,Near,,,,,,,,,,-70.0,494.0,Crosscourt,Forehand,,,,,,,,,,80.0,-289.0,1.0,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,Motka Komac,0,,
15-30,5-4,0-0,1.0,2353469,,,55,,1,Ad,Elise Wagle,Near,0.0,Body,88.0,-7.0,1.0,Body,66.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,2nd Serve In,Body
15-30,5-4,0-0,,2400329,,,55,,2,Ad,Elise Wagle,Near,,,,,,,,,,72.0,502.0,Down the Line,Forehand,,,,,,,,,,69.0,-297.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
15-30,5-4,0-0,,2402134,,,55,,3,Deuce,Elise Wagle,Near,,,,,,,,,,120.0,-487.0,Crosscourt,Forehand,,,,,,,,,,-32.0,425.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
15-30,5-4,0-0,,2403944,,,55,,4,Deuce,Elise Wagle,Near,,,,,,,,,,-56.0,499.0,Down the Line,Forehand,,,,,,,,,,-112.0,-412.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
15-30,5-4,0-0,,2404878,,,55,,5,Ad,Elise Wagle,Near,,,,,,,,,,-179.0,-569.0,Down the Line,Backhand,,,,,,,,,,-46.0,369.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
15-30,5-4,0-0,,2408303,,,55,,6,Deuce,Elise Wagle,Near,,,,,,,,,,-14.0,502.0,Down the Line,Forehand,,,,,,,,,,-91.0,-279.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
15-30,5-4,0-0,,2410105,,,55,,7,Ad,Elise Wagle,Near,,,,,,,,,,-213.0,-548.0,Down the Line,Backhand,,,,,,,,,,-8.0,393.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
15-30,5-4,0-0,,2410710,1.0,,55,,8,Ad,Elise Wagle,Near,,,,,,,,,,13.0,510.0,Crosscourt,Forehand,,,,,,,,,,-136.0,-305.0,1.0,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,Motka Komac,0,,
15-40,5-4,0-0,1.0,2411756,,,56,,1,Deuce,Elise Wagle,Near,1.0,Body,-96.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,Body
15-40,5-4,0-0,,2439616,,,56,,2,Deuce,Elise Wagle,Near,,,,,,,,,,-147.0,483.0,Down the Line,Backhand,1.0,,,,,,,,,-136.0,-417.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
15-40,5-4,0-0,,2441667,,,56,,3,Ad,Elise Wagle,Near,,,,,,,,,,-136.0,-508.0,Crosscourt,Forehand,,,,,,,,,,37.0,268.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
15-40,5-4,0-0,,2443523,,,56,,4,Ad,Elise Wagle,Near,,,,,,,,,,109.0,483.0,Crosscourt,Backhand,,,,,,,,,,-30.0,-289.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
