pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,isInsideOut,isInsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement
0-40,0-0,1-0,,3589449,,,76,,9,Ad,Elise Wagle,Far,,,,,,,,,,29.0,470.0,Down the Line,Forehand,,,,,,,,,,61.0,-339.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
0-40,0-0,1-0,,3590106,1.0,,76,,10,Deuce,Elise Wagle,Far,,,,,,,,,,24.0,-519.0,Crosscourt,Forehand,,,,,,,,,,-64.0,519.0,,,,,1.0,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,Elise Wagle,1,,
15-40,0-0,1-0,1.0,3598907,,,77,,1,Deuce,Elise Wagle,Far,1.0,Wide,152.0,-163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,Wide
15-40,0-0,1-0,,3618133,1.0,,77,,2,Deuce,Elise Wagle,Far,,,,,,,,,,218.0,-457.0,Crosscourt,Forehand,,,,,,,,,,-80.0,521.0,,,,,1.0,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,Elise Wagle,1,,
30-40,0-0,1-0,1.0,3619811,1.0,,78,,1,Ad,Elise Wagle,Far,0.0,Body,-91.0,-254.0,0.0,Body,-104.0,-252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,1,Motka Komac,0,Double Fault,Body
0-0,0-1,1-0,1.0,3723064,,,79,,1,Deuce,Motka Komac,Far,1.0,Wide,133.0,-222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,1st Serve In,Wide
0-0,0-1,1-0,,3726799,,,79,,2,Deuce,Motka Komac,Far,,,,,,,,,,226.0,-457.0,Down the Line,Forehand,1.0,,,,,,,,,61.0,204.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-0,0-1,1-0,,3728757,1.0,,79,,3,Ad,Motka Komac,Far,,,,,,,,,,13.0,321.0,Crosscourt,Forehand,,,,,,,,,,-115.0,-233.0,1.0,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,Motka Komac,0,,
0-15,0-1,1-0,1.0,3729246,,,80,,1,Ad,Motka Komac,Far,1.0,Wide,-120.0,-230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,1st Serve In,Wide
0-15,0-1,1-0,,3764961,,,80,,2,Ad,Motka Komac,Far,,,,,,,,,,-139.0,-465.0,Down the Line,Backhand,,,,,,,,,,-94.0,399.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-15,0-1,1-0,,3766222,,,80,,3,Deuce,Motka Komac,Far,,,,,,,,,,-72.0,473.0,Crosscourt,Forehand,,,,,,,,,,29.0,-262.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-15,0-1,1-0,,3767497,,,80,,4,Ad,Motka Komac,Far,,,,,,,,,,-6.0,-500.0,Down the Line,Forehand,,,,,,,,,,-72.0,425.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-15,0-1,1-0,,3768703,,,80,,5,Deuce,Motka Komac,Far,,,,,,,,,,-88.0,499.0,Down the Line,Forehand,,,,,,,,,,-14.0,-201.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-15,0-1,1-0,,3770368,,,80,,6,Ad,Motka Komac,Far,,,,,,,,,,-24.0,-465.0,Down the Line,Forehand,,,,,,,,,,-54.0,412.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-15,0-1,1-0,,3771482,,,80,,7,Deuce,Motka Komac,Far,,,,,,,,,,-46.0,483.0,Down the Line,Forehand,,,,,,,,,,-51.0,-233.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-15,0-1,1-0,,3772936,,,80,,8,Ad,Motka Komac,Far,,,,,,,,,,-96.0,-479.0,Down the Line,Forehand,,,,,,,,,,-54.0,439.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-15,0-1,1-0,,3774002,,,80,,9,Deuce,Motka Komac,Far,,,,,,,,,,-30.0,504.0,Down the Line,Forehand,,,,,,,,,,-6.0,-382.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-15,0-1,1-0,,3775914,,,80,,10,Ad,Motka Komac,Far,,,,,,,,,,-40.0,-505.0,Crosscourt,Forehand,,,,,,,,,,138.0,452.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-15,0-1,1-0,,3777499,,,80,,11,Ad,Motka Komac,Far,,,,,,,,,,136.0,507.0,Crosscourt,Backhand,,,,,,,,,,-30.0,-230.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-15,0-1,1-0,,3779132,,,80,,12,Ad,Motka Komac,Far,,,,,,,,,,-102.0,-425.0,Down the Line,Forehand,,,,,,,,,,-48.0,417.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-15,0-1,1-0,,3780306,1.0,,80,,13,Deuce,Motka Komac,Far,,,,,,,,,,-8.0,502.0,Down the Line,Forehand,,,,,,,,,,-104.0,436.0,1.0,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,Elise Wagle,1,,
15-15,1-0,1-0,1.0,3806856,,,81,,1,Deuce,Motka Komac,Far,1.0,Body,70.0,-198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,1st Serve In,Body
15-15,1-0,1-0,,3810451,,,81,,2,Deuce,Motka Komac,Far,,,,,,,,,,166.0,-479.0,Crosscourt,Forehand,,,,,,,,,,-23.0,444.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
15-15,1-0,1-0,,3811515,,,81,,3,Deuce,Motka Komac,Far,,,,,,,,,,-31.0,473.0,Crosscourt,Forehand,,,,,,,,,,7.0,-278.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
15-15,1-0,1-0,,3813389,,,81,,4,Ad,Motka Komac,Far,,,,,,,,,,-12.0,-489.0,Crosscourt,Forehand,,,,,,,,,,105.0,375.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
15-15,1-0,1-0,,3814298,,,81,,5,Ad,Motka Komac,Far,,,,,,,,,,84.0,502.0,Down the Line,Backhand,,,,,,,,,,28.0,-190.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
15-15,1-0,1-0,,3815982,,,81,,6,Ad,Motka Komac,Far,,,,,,,,,,-57.0,-471.0,Down the Line,Forehand,,,,,,,,,,-60.0,433.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
15-15,1-0,1-0,,3817192,,,81,,7,Deuce,Motka Komac,Far,,,,,,,,,,-57.0,502.0,Crosscourt,Forehand,,,,,,,,,,92.0,-118.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
15-15,1-0,1-0,,3818739,,,81,,8,Deuce,Motka Komac,Far,,,,,,,,,,150.0,-468.0,Crosscourt,Forehand,,,,,,,,,,-105.0,186.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
15-15,1-0,1-0,,3820450,1.0,,81,,9,Deuce,Motka Komac,Far,,,,,,,,,,-228.0,467.0,Down the Line,Forehand,,,,,,,,,,-73.0,2.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,Elise Wagle,1,,
30-15,1-0,1-0,1.0,3820989,1.0,,82,,1,Ad,Motka Komac,Far,0.0,T,-44.0,-259.0,0.0,Wide,12.0,-191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,1,Elise Wagle,0,Double Fault,Wide
40-15,1-0,1-0,1.0,3870914,,,83,,1,Deuce,Motka Komac,Far,1.0,Wide,116.0,-179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,1st Serve In,Wide
40-15,1-0,1-0,,3894531,,,83,,2,Deuce,Motka Komac,Far,,,,,,,,,,190.0,-465.0,Down the Line,Forehand,,,,,,,,,,44.0,441.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
40-15,1-0,1-0,,3896336,,,83,,3,Ad,Motka Komac,Far,,,,,,,,,,23.0,488.0,Crosscourt,Backhand,,,,,,,,,,-55.0,-211.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
40-15,1-0,1-0,,3897355,1.0,,83,,4,Ad,Motka Komac,Far,,,,,,,,,,-36.0,-465.0,Down the Line,Backhand,,,,,,,,,,-73.0,-14.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,Motka Komac,1,,
40-30,1-0,1-0,1.0,3898059,,,84,,1,Ad,Motka Komac,Far,0.0,T,9.0,-94.0,1.0,Body,-84.0,-124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,2nd Serve In,Body
40-30,1-0,1-0,,3932289,,,84,,2,Ad,Motka Komac,Far,,,,,,,,,,-95.0,-441.0,Crosscourt,Backhand,,,,,,,,,,9.0,431.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
40-30,1-0,1-0,,3933450,,,84,,3,Ad,Motka Komac,Far,,,,,,,,,,31.0,486.0,Crosscourt,Forehand,,,,,,,,,,-25.0,-283.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
40-30,1-0,1-0,,3935312,,,84,,4,Ad,Motka Komac,Far,,,,,,,,,,-49.0,-495.0,Down the Line,Backhand,,,,,,,,,,-25.0,428.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
40-30,1-0,1-0,,3936510,,,84,,5,Deuce,Motka Komac,Far,,,,,,,,,,-1.0,494.0,Crosscourt,Forehand,,,,,,,,,,20.0,-155.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
40-30,1-0,1-0,,3938317,,,84,,6,Ad,Motka Komac,Far,,,,,,,,,,-4.0,-372.0,Crosscourt,Forehand,,,,,,,,,,9.0,218.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
40-30,1-0,1-0,,3940637,1.0,,84,,7,Ad,Motka Komac,Far,,,,,,,,,,54.0,270.0,Crosscourt,Forehand,,,,1.0,1.0,,,,,-143.0,-395.0,1.0,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,Motka Komac,0,,
40-40,1-0,1-0,1.0,3941510,1.0,,85,1.0,1,Deuce,Motka Komac,Far,0.0,T,-76.0,228.0,0.0,T,-148.0,465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,1,Elise Wagle,0,Double Fault,T
0-0,2-0,1-0,1.0,4016610,,,86,,1,Deuce,Elise Wagle,Near,1.0,Body,-73.0,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,Body
0-0,2-0,1-0,,4019384,,,86,,2,Deuce,Elise Wagle,Near,,,,,,,,,,-148.0,470.0,Down the Line,Backhand,1.0,,,,,,,,,-9.0,-409.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
0-0,2-0,1-0,,4020965,,,86,,3,Ad,Elise Wagle,Near,,,,,,,,,,-33.0,-501.0,Down the Line,Forehand,,,,,,,,,,-55.0,230.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
0-0,2-0,1-0,,4022606,,,86,,4,Deuce,Elise Wagle,Near,,,,,,,,,,-60.0,477.0,Crosscourt,Forehand,,,,,,,,,,31.0,-155.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
0-0,2-0,1-0,,4024143,,,86,,5,Deuce,Elise Wagle,Near,,,,,,,,,,47.0,-484.0,Down the Line,Forehand,,,,,,,,,,89.0,231.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
0-0,2-0,1-0,,4025637,,,86,,6,Ad,Elise Wagle,Near,,,,,,,,,,31.0,480.0,Down the Line,Backhand,,,,,,,,,,20.0,-259.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
0-0,2-0,1-0,,4027039,1.0,,86,,7,Ad,Elise Wagle,Near,,,,,,,,,,-71.0,-487.0,Down the Line,Forehand,,,,,,,,,,-81.0,-9.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,Motka Komac,1,,
0-15,2-0,1-0,1.0,4028025,,,87,,1,Ad,Elise Wagle,Near,0.0,T,-17.0,2.0,1.0,Body,79.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,2nd Serve In,Body
0-15,2-0,1-0,,4071529,,,87,,2,Ad,Elise Wagle,Near,,,,,,,,,,127.0,483.0,Crosscourt,Forehand,1.0,,,,,,,,,-9.0,-270.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
0-15,2-0,1-0,,4073095,,,87,,3,Ad,Elise Wagle,Near,,,,,,,,,,-73.0,-489.0,Crosscourt,Forehand,1.0,,,,,,,,,125.0,436.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
0-15,2-0,1-0,,4074528,,,87,,4,Ad,Elise Wagle,Near,,,,,,,,,,130.0,491.0,Crosscourt,Backhand,,,,,,,,,,-43.0,-262.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
0-15,2-0,1-0,,4076145,1.0,,87,,5,Ad,Elise Wagle,Near,,,,,,,,,,-91.0,-436.0,Down the Line,Forehand,,,,,,,,,,-139.0,401.0,1.0,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,Elise Wagle,0,,
15-15,2-0,1-0,1.0,4077392,,,88,,1,Deuce,Elise Wagle,Near,1.0,Wide,-127.0,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,Wide
15-15,2-0,1-0,,4104323,,,88,,2,Deuce,Elise Wagle,Near,,,,,,,,,,-164.0,470.0,Crosscourt,Forehand,,,,,,,,,,12.0,-321.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
15-15,2-0,1-0,,4105850,,,88,,3,Deuce,Elise Wagle,Near,,,,,,,,,,9.0,-476.0,Crosscourt,Forehand,,,,,,,,,,-71.0,322.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
15-15,2-0,1-0,,4107480,,,88,,4,Deuce,Elise Wagle,Near,,,,,,,,,,-103.0,491.0,Crosscourt,Forehand,,,,,,,,,,76.0,-233.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
15-15,2-0,1-0,,4108889,1.0,,88,,5,Deuce,Elise Wagle,Near,,,,,,,,,,70.0,-484.0,Crosscourt,Forehand,,,,,,,,,,-15.0,-1.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,Motka Komac,1,,
15-30,2-0,1-0,1.0,4111663,,,89,,1,Ad,Elise Wagle,Near,0.0,Body,73.0,-1.0,1.0,Body,84.0,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,2nd Serve In,Body
15-30,2-0,1-0,,4153954,,,89,,2,Ad,Elise Wagle,Near,,,,,,,,,,76.0,441.0,Crosscourt,Backhand,,,,,,,,,,-44.0,-107.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
15-30,2-0,1-0,,4155484,,,89,,3,Ad,Elise Wagle,Near,,,,,,,,,,-135.0,-433.0,Down the Line,Backhand,,,,,,,,,,-127.0,433.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
15-30,2-0,1-0,,4157012,,,89,,4,Deuce,Elise Wagle,Near,,,,,,,,,,-132.0,488.0,Crosscourt,Forehand,,,,,,,,,,52.0,-379.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
15-30,2-0,1-0,,4158705,1.0,,89,,5,Deuce,Elise Wagle,Near,,,,,,,,,,86.0,-503.0,Down the Line,Forehand,,,,,,,,,,52.0,505.0,,,,,1.0,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,Motka Komac,1,,
15-40,2-0,1-0,1.0,4164387,,,90,,1,Deuce,Elise Wagle,Near,0.0,T,-36.0,2.0,1.0,Body,-73.0,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,2nd Serve In,Body
15-40,2-0,1-0,,4204286,,,90,,2,Deuce,Elise Wagle,Near,,,,,,,,,,-108.0,470.0,Crosscourt,Forehand,,,,,,,,,,94.0,-270.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
15-40,2-0,1-0,,4205747,,,90,,3,Deuce,Elise Wagle,Near,,,,,,,,,,156.0,-487.0,Crosscourt,Forehand,,,,,,,,,,-28.0,417.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
15-40,2-0,1-0,,4207738,,,90,,4,Deuce,Elise Wagle,Near,,,,,,,,,,-68.0,480.0,Crosscourt,Forehand,,,,,,,,,,54.0,-302.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
15-40,2-0,1-0,,4209013,,,90,,5,Deuce,Elise Wagle,Near,,,,,,,,,,142.0,-500.0,Down the Line,Forehand,,,,,,,,,,113.0,369.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
15-40,2-0,1-0,,4210971,,,90,,6,Ad,Elise Wagle,Near,,,,,,,,,,86.0,446.0,Down the Line,Backhand,1.0,,,,,,,,,94.0,-126.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
15-40,2-0,1-0,,4213074,1.0,,90,,7,Deuce,Elise Wagle,Near,,,,,,,,,,62.0,-260.0,Down the Line,Forehand,,,,,,,,,,97.0,431.0,1.0,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,Elise Wagle,0,,
30-40,2-0,1-0,1.0,4213970,,,91,,1,Ad,Elise Wagle,Near,1.0,Wide,116.0,231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,Wide
30-40,2-0,1-0,,4243338,,,91,,2,Ad,Elise Wagle,Near,,,,,,,,,,140.0,478.0,Crosscourt,Backhand,,,,,,,,,,-9.0,-283.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
30-40,2-0,1-0,,4245037,,,91,,3,Ad,Elise Wagle,Near,,,,,,,,,,-71.0,-508.0,Crosscourt,Forehand,,,,,,,,,,47.0,388.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
30-40,2-0,1-0,,4246511,,,91,,4,Ad,Elise Wagle,Near,,,,,,,,,,52.0,504.0,Crosscourt,Backhand,,,,,,,,,,-4.0,-161.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
30-40,2-0,1-0,,4248587,,,91,,5,Ad,Elise Wagle,Near,,,,,,,,,,-65.0,-356.0,Crosscourt,Forehand,,,,,,,,,,20.0,345.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
30-40,2-0,1-0,,4249790,1.0,,91,,6,Ad,Elise Wagle,Near,,,,,,,,,,17.0,494.0,Crosscourt,Backhand,,,,,,,,,,-41.0,2.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,Elise Wagle,1,,
40-40,2-0,1-0,1.0,4251214,,,92,1.0,1,Deuce,Elise Wagle,Near,1.0,T,-15.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,T
40-40,2-0,1-0,,4283215,1.0,,92,,2,Deuce,Elise Wagle,Near,,,,,,,,,,-105.0,483.0,Down the Line,Backhand,,,,,,,,,,-52.0,2.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,Elise Wagle,1,,
0-0,3-0,1-0,1.0,4390915,1.0,,93,,1,Deuce,Motka Komac,Near,0.0,T,-36.0,276.0,0.0,Body,-76.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,1,Elise Wagle,0,Double Fault,Body
0-15,3-0,1-0,1.0,4408843,,,94,,1,Ad,Elise Wagle,Near,1.0,Body,73.0,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,Body
0-15,3-0,1-0,,4431979,,,94,,2,Ad,Elise Wagle,Near,,,,,,,,,,54.0,475.0,Crosscourt,Backhand,,,,,,,,,,-52.0,-254.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
0-15,3-0,1-0,,4433058,,,94,,3,Ad,Elise Wagle,Near,,,,,,,,,,-73.0,-489.0,Crosscourt,Backhand,,,,,,,,,,145.0,401.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
0-15,3-0,1-0,,4434787,,,94,,4,Ad,Elise Wagle,Near,,,,,,,,,,172.0,502.0,Crosscourt,Backhand,,1.0,,,,,,1.0,,-23.0,-262.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
0-15,3-0,1-0,,4437232,,,94,,5,Ad,Elise Wagle,Near,,,,,,,,,,-25.0,-279.0,Down the Line,Forehand,,,,,,,,,,-41.0,361.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
0-15,3-0,1-0,,4437976,,,94,,6,Deuce,Elise Wagle,Near,,,,,,,,,,-31.0,539.0,Down the Line,Forehand,,1.0,,,,,,,,-17.0,-145.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
0-15,3-0,1-0,,4440430,1.0,,94,,7,Ad,Elise Wagle,Near,,,,,,,,,,-28.0,-255.0,Crosscourt,Forehand,,,,,,,,,,28.0,-9.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,Motka Komac,1,,
0-30,3-0,1-0,1.0,4440431,,,95,,1,Deuce,Elise Wagle,Near,1.0,Body,-71.0,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,Body
0-30,3-0,1-0,,4471894,,,95,,2,Deuce,Elise Wagle,Near,,,,,,,,,,-137.0,473.0,Down the Line,Forehand,,,,,,,,,,-76.0,-259.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
