pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
30-0,2-4,0-0,1.0,1609893,,,35,,1,Deuce,Govind Nanda,Near,0.0,T,88.0,216.0,0.0,T,83.0,80.0,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,Double Fault,T,
30-0,2-4,0-0,,1645174,,,35,,2,Deuce,Govind Nanda,Near,,,,,,,,,,-165.0,410.0,Crosscourt,Forehand,,,,,,,,,,70.0,-402.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,,,,,Deep
30-0,2-4,0-0,,1646071,,,35,,3,Deuce,Govind Nanda,Near,,,,,,,,,,78.0,-464.0,Down the Line,Forehand,,,,,,,,,,109.0,245.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Short
30-0,2-4,0-0,,1647512,,,35,,4,Ad,Govind Nanda,Near,,,,,,,,,,46.0,466.0,Crosscourt,Backhand,1.0,,,,,,,,,-98.0,-306.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,,,,,Short
30-0,2-4,0-0,,1649398,,,35,,5,Ad,Govind Nanda,Near,,,,,,,,,,-170.0,-442.0,Down the Line,Forehand,,,,,,,,,,-96.0,258.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,1.0,,,,,,Short
30-0,2-4,0-0,,1650601,,,35,,6,Deuce,Govind Nanda,Near,,,,,,,,,,-80.0,477.0,Crosscourt,Forehand,,,,,,,,,,144.0,-352.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,,,,,Deep
30-0,2-4,0-0,,1651987,,,35,,7,Deuce,Govind Nanda,Near,,,,,,,,,,176.0,-472.0,Down the Line,Forehand,,,,,,,,,,48.0,256.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Short
30-0,2-4,0-0,,1653362,,,35,,8,Deuce,Govind Nanda,Near,,,,,,,,,,-5.0,466.0,Down the Line,Backhand,,,,,,,,,,-122.0,-304.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,1.0,,,,,,Short
30-0,2-4,0-0,,1654294,,,35,,9,Ad,Govind Nanda,Near,,,,,,,,,,-176.0,-536.0,Crosscourt,Backhand,,,,,,,,,,38.0,221.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Short
30-0,2-4,0-0,,1655828,,,35,,10,Ad,Govind Nanda,Near,,,,,,,,,,38.0,221.0,Down the Line,Backhand,1.0,,,,,,,1,,123.0,-448.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,,,,,Deep
30-0,2-4,0-0,,1656916,,,35,,11,Deuce,Govind Nanda,Near,,,,,,,,,,229.0,-586.0,Down the Line,Forehand,,,,,,,,,,72.0,242.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Short
30-0,2-4,0-0,,1658776,,,35,,12,Ad,Govind Nanda,Near,,,,,,,,,,83.0,234.0,Crosscourt,Backhand,,1.0,,,,,,1,,-96.0,-242.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,,,,,Short
30-0,2-4,0-0,,1659682,,,35,,13,Ad,Govind Nanda,Near,,,,,,,,,,-192.0,-464.0,Crosscourt,Backhand,,,,,,,,1.0,,46.0,237.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Short
30-0,2-4,0-0,,1660804,1.0,,35,,14,Ad,Govind Nanda,Near,,,,,,,,,,48.0,234.0,Down the Line,Backhand,1.0,1.0,,,,,,1,,72.0,-232.0,1.0,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,Nishesh Basavareddy,,,,Short
30-15,2-4,0-0,1.0,1661767,,,36,,1,Ad,Govind Nanda,Near,1.0,T,16.0,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,1st Serve In,T,
30-15,2-4,0-0,,1698121,,,36,,2,Ad,Govind Nanda,Near,,,,,,,,,,0.0,461.0,Down the Line,Forehand,1.0,,,,,,,,,-125.0,-237.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,1.0,,,,,,Short
30-15,2-4,0-0,,1699557,,,36,,4,Ad,Govind Nanda,Near,,,,,,,,,,88.0,469.0,Crosscourt,Backhand,,,,,,,,,,-37.0,-269.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,,,,,Short
30-15,2-4,0-0,,1699689,,,36,,3,Ad,Govind Nanda,Near,,,,,,,,,,-120.0,-352.0,Crosscourt,Backhand,1.0,,,,,,,,,59.0,264.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Short
30-15,2-4,0-0,,1700860,,,36,,5,Ad,Govind Nanda,Near,,,,,,,,,,-50.0,-437.0,Down the Line,Backhand,,,,,,,,,,-45.0,352.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Deep
30-15,2-4,0-0,,1702225,,,36,,6,Deuce,Govind Nanda,Near,,,,,,,,,,-34.0,456.0,Crosscourt,Forehand,,,,,,,,,,59.0,-229.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,,,,,Short
30-15,2-4,0-0,,1703155,,,36,,7,Deuce,Govind Nanda,Near,,,,,,,,,,117.0,-472.0,Crosscourt,Forehand,,,,,,,,,,-5.0,298.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Short
30-15,2-4,0-0,,1704363,,,36,,8,Ad,Govind Nanda,Near,,,,,,,,,,16.0,480.0,Crosscourt,Forehand,,,,,,,,,,-146.0,-274.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,1.0,,,,,,,Short
30-15,2-4,0-0,,1706078,,,36,,9,Ad,Govind Nanda,Near,,,,,,,,,,-184.0,-498.0,Crosscourt,Backhand,1.0,,,,,,,,,64.0,258.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Short
30-15,2-4,0-0,,1707274,,,36,,10,Ad,Govind Nanda,Near,,,,,,,,,,131.0,448.0,Down the Line,Forehand,,,,,,,,,,123.0,-306.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,1.0,,,,,,Short
30-15,2-4,0-0,,1708566,,,36,,11,Deuce,Govind Nanda,Near,,,,,,,,,,160.0,-536.0,Crosscourt,Forehand,,,,,,,,,,-74.0,274.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Short
30-15,2-4,0-0,,1709981,,,36,,12,Deuce,Govind Nanda,Near,,,,,,,,,,-64.0,464.0,Down the Line,Forehand,,,,,,,,,,-152.0,-104.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,,,,,Short
30-15,2-4,0-0,,1711280,,,36,,13,Ad,Govind Nanda,Near,,,,,,,,,,-162.0,-498.0,Crosscourt,Backhand,1.0,,,,,,,,,27.0,357.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Deep
30-15,2-4,0-0,,1713148,,,36,,14,Ad,Govind Nanda,Near,,,,,,,,,,102.0,453.0,Down the Line,Forehand,,,,,,,,,,141.0,-328.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,1.0,,,,,,Short
30-15,2-4,0-0,,1714354,1.0,,36,,15,Deuce,Govind Nanda,Near,,,,,,,,,,208.0,-530.0,Down the Line,Forehand,,,,,,,,,,184.0,429.0,,1.0,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,Nishesh Basavareddy,1,,,
30-30,2-4,0-0,1.0,1716534,,,37,,1,Deuce,Govind Nanda,Near,0.0,Body,-90.0,0.0,1.0,Wide,-114.0,216.0,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,2nd Serve In,Wide,
30-30,2-4,0-0,,1772893,,,37,,2,Deuce,Govind Nanda,Near,,,,,,,,,,-162.0,464.0,Crosscourt,Forehand,,,,,,,,,,51.0,-405.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,,,,,Deep
30-30,2-4,0-0,,1773849,,,37,,3,Deuce,Govind Nanda,Near,,,,,,,,,,38.0,-458.0,Down the Line,Forehand,,,,,,,,,,94.0,232.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Short
30-30,2-4,0-0,,1775364,,,37,,4,Ad,Govind Nanda,Near,,,,,,,,,,91.0,464.0,Crosscourt,Backhand,,,,,,,,,,-90.0,-410.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,,,,,Deep
30-30,2-4,0-0,,1776571,1.0,,37,,5,Ad,Govind Nanda,Near,,,,,,,,,,-141.0,-522.0,Crosscourt,Backhand,,,,,,,,,,56.0,0.0,,,,1.0,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,Nishesh Basavareddy,1,,,
30-40,2-4,0-0,1.0,1833363,,,38,,1,Deuce,Govind Nanda,Near,0.0,T,184.0,274.0,0.0,T,78.0,234.0,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,Double Fault,T,
30-40,2-4,0-0,,1844119,,,38,,2,Deuce,Govind Nanda,Near,,,,,,,,,,-69.0,418.0,Crosscourt,Backhand,,,,,,,,,,24.0,-357.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,1.0,,,,,,,Deep
30-40,2-4,0-0,,1844120,,,38,,3,Deuce,Govind Nanda,Near,,,,,,,,,,78.0,-418.0,Down the Line,Backhand,,,,,,,,,,80.0,416.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,1.0,,,,,,Deep
30-40,2-4,0-0,,1845663,,,38,,4,Ad,Govind Nanda,Near,,,,,,,,,,22.0,493.0,Crosscourt,Backhand,,,,,,,,,,-96.0,-234.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,,,,,Short
30-40,2-4,0-0,,1846775,,,38,,5,Ad,Govind Nanda,Near,,,,,,,,,,-146.0,-448.0,Crosscourt,Backhand,,,,,,,,,,94.0,258.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Short
30-40,2-4,0-0,,1847952,,,38,,6,Ad,Govind Nanda,Near,,,,,,,,,,54.0,464.0,Down the Line,Backhand,,,,,,,,,,131.0,-336.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,,,,,Short
30-40,2-4,0-0,,1849188,1.0,,38,,7,Deuce,Govind Nanda,Near,,,,,,,,,,189.0,-536.0,Down the Line,Forehand,,,,,,,,,,277.0,237.0,,1.0,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,Nishesh Basavareddy,1,,,
0-0,2-5,0-0,1.0,1958821,1.0,,39,,1,Deuce,Nishesh Basavareddy,Near,0.0,T,-18.0,264.0,0.0,T,-13.0,0.0,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,1,Govind Nanda,,Double Fault,T,
15-0,2-5,0-0,1.0,1969250,,,40,,1,Ad,Nishesh Basavareddy,Near,1.0,Body,102.0,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,1st Serve In,Body,
15-0,2-5,0-0,,2001161,,,40,,2,Ad,Nishesh Basavareddy,Near,,,,,,,,,,133.0,469.0,Crosscourt,Backhand,,,,,,,,,1.0,-13.0,-453.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Deep
15-0,2-5,0-0,,2003714,,,40,,3,Ad,Nishesh Basavareddy,Near,,,,,,,,,,-128.0,-560.0,Crosscourt,Forehand,,,,,,,,,,54.0,365.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,1.0,,,,,,,Deep
15-0,2-5,0-0,,2005143,,,40,,4,Ad,Nishesh Basavareddy,Near,,,,,,,,,,62.0,474.0,Crosscourt,Backhand,,,,,,,,,,-34.0,-344.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
15-0,2-5,0-0,,2006562,,,40,,5,Ad,Nishesh Basavareddy,Near,,,,,,,,,,-122.0,-498.0,Crosscourt,Forehand,,,,,,,,,,78.0,232.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,1.0,,,,,,,Short
15-0,2-5,0-0,,2008190,,,40,,6,Ad,Nishesh Basavareddy,Near,,,,,,,,,,75.0,461.0,Crosscourt,Backhand,,,,,,,,,,-45.0,-354.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Deep
15-0,2-5,0-0,,2009488,,,40,,7,Ad,Nishesh Basavareddy,Near,,,,,,,,,,-72.0,-501.0,Down the Line,Backhand,,,,,,,,,,-136.0,237.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Short
15-0,2-5,0-0,,2010956,,,40,,8,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,-173.0,482.0,Crosscourt,Forehand,,,,,,,,,,40.0,-256.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
15-0,2-5,0-0,,2012359,,,40,,9,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,88.0,-448.0,Down the Line,Forehand,,,,,,,,,,78.0,272.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Short
15-0,2-5,0-0,,2013661,1.0,,40,,10,Ad,Nishesh Basavareddy,Near,,,,,,,,,,94.0,474.0,Crosscourt,Backhand,1.0,,,,,,,,,-157.0,-480.0,,,,,1.0,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,Nishesh Basavareddy,1,,,Long
15-15,2-5,0-0,1.0,2015811,,,41,,1,Deuce,Nishesh Basavareddy,Near,0.0,Wide,-178.0,242.0,1.0,Wide,-117.0,218.0,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,2nd Serve In,Wide,
15-15,2-5,0-0,,2056908,,,41,,2,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,-133.0,440.0,Down the Line,Forehand,,,,,,,,,,-32.0,-344.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
15-15,2-5,0-0,,2057683,,,41,,3,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,0.0,-410.0,Down the Line,Backhand,,,,,,,,,,78.0,384.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,1.0,,,,,,Deep
15-15,2-5,0-0,,2058636,,,41,,4,Ad,Nishesh Basavareddy,Near,,,,,,,,,,104.0,472.0,Down the Line,Backhand,,,,,,,,,1.0,78.0,-27.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
15-15,2-5,0-0,,2060546,1.0,,41,,5,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,16.0,-163.0,Crosscourt,Forehand,,,,1.0,,,,1,,-146.0,229.0,1.0,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,Nishesh Basavareddy,,,,Short
15-30,2-5,0-0,1.0,2065257,,,42,,1,Ad,Nishesh Basavareddy,Near,1.0,T,38.0,229.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,1st Serve In,T,
15-30,2-5,0-0,,2098558,,,42,,2,Ad,Nishesh Basavareddy,Near,,,,,,,,,,51.0,461.0,Down the Line,Forehand,,,,,,,,,,14.0,-386.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,1.0,,,,,,Deep
15-30,2-5,0-0,,2099432,,,42,,3,Ad,Nishesh Basavareddy,Near,,,,,,,,,,-2.0,-506.0,Down the Line,Forehand,,,,,,,,,,-98.0,261.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,1.0,,,,,,Short
15-30,2-5,0-0,,2100846,,,42,,4,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,-122.0,466.0,Down the Line,Forehand,,,,,,,,,,-69.0,-248.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
15-30,2-5,0-0,,2101863,,,42,,5,Ad,Nishesh Basavareddy,Near,,,,,,,,,,-21.0,-496.0,Crosscourt,Backhand,,,,,,,,,,78.0,301.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Short
15-30,2-5,0-0,,2103185,,,42,,6,Ad,Nishesh Basavareddy,Near,,,,,,,,,,56.0,477.0,Crosscourt,Backhand,1.0,,,,,,,,,-42.0,-245.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
15-30,2-5,0-0,,2104919,,,42,,7,Ad,Nishesh Basavareddy,Near,,,,,,,,,,-64.0,-384.0,Crosscourt,Backhand,,,,,,,,,,123.0,269.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Short
15-30,2-5,0-0,,2106236,,,42,,8,Ad,Nishesh Basavareddy,Near,,,,,,,,,,149.0,469.0,Crosscourt,Backhand,,,,,,,,,,-82.0,-218.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
15-30,2-5,0-0,,2107743,,,42,,9,Ad,Nishesh Basavareddy,Near,,,,,,,,,,-176.0,-333.0,Down the Line,Backhand,1.0,,,,,,,,,-128.0,213.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Short
15-30,2-5,0-0,,2110179,1.0,,42,,10,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,-117.0,264.0,Down the Line,Forehand,,,,,,,,,,-77.0,0.0,,,,1.0,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,Nishesh Basavareddy,1,,,
