Player,Shot,Type,Stroke,Spin,Speed (MPH),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time
Ferguson,6,in_play,Forehand,Topspin,55.908752,76,0,0,service_box,ad,near,-1.57566,7.058609,out,ad,far,1.498482,25.51248,0.663662,inside out,In,false,21:31:47,1935.589966
Aadarsh,7,in_play,Backhand,Slice,38.769978,76,0,0,no_mans_land,deuce,far,-1.870337,18.614895,no_mans_land,ad,near,-2.518989,-0.042003,0.433892,down the line,In,false,21:31:49,1937.050049
Ferguson,8,in_play,Forehand,Topspin,49.819382,76,0,0,no_mans_land,deuce,near,2.715614,2.578826,no_mans_land,deuce,far,-1.55764,23.394434,0.728207,cross court,In,false,21:31:50,1938.650024
Aadarsh,9,in_play,Forehand,Flat,55.971729,76,0,0,service_box,ad,far,2.922804,15.443244,out,deuce,near,3.787768,-2.038878,1.151347,down the line,In,false,21:31:52,1940.069946
Ferguson,10,in_play,Backhand,Slice,40.382034,76,0,0,no_mans_land,ad,near,-1.1031,3.880412,no_mans_land,ad,far,1.784749,24.450579,0.788152,cross court,In,false,21:31:53,1941.369995
Aadarsh,11,in_play,Backhand,Slice,37.811172,76,0,0,no_mans_land,deuce,far,-2.224263,20.810505,no_mans_land,ad,near,-1.782898,-0.225908,0.746134,down the line,In,false,21:31:55,1943.109985
Ferguson,12,in_play,Forehand,Topspin,53.137329,76,0,0,service_box,deuce,near,2.377822,5.542054,out,deuce,far,-2.005067,25.104086,0.781641,cross court,In,false,21:31:57,1945.209961
Aadarsh,13,in_play,Forehand,Topspin,48.89854,76,0,0,no_mans_land,deuce,far,-1.636356,21.898499,out,deuce_alley,near,4.461129,-1.259045,0.711313,down the line,In,false,21:31:58,1946.709961
Ferguson,14,in_play,Forehand,Topspin,62.599392,76,0,0,no_mans_land,ad,near,-2.865696,3.399843,out,deuce,far,-2.191047,26.08988,1.515338,down the line,In,false,21:32:00,1948.420044
Aadarsh,15,in_play,Backhand,Flat,42.636703,76,0,0,out,ad,far,1.105871,25.694525,out,ad,near,-3.440151,-2.619095,0.772168,cross court,Out,false,21:32:01,1949.839966
Ferguson,16,in_play,Forehand,Topspin,60.110687,76,0,0,no_mans_land,ad,near,-2.836081,0.910519,no_mans_land,ad,far,0.645206,23.967653,1.228068,inside out,In,false,21:32:04,1952.319946
Aadarsh,17,in_play,Backhand,Slice,34.603691,76,0,0,no_mans_land,ad,far,1.181135,18.846149,no_mans_land,ad_alley,near,-4.179133,0.065155,1.77068,down the line,In,false,21:32:05,1953.939941
Ferguson,18,in_play,Forehand,Topspin,72.626244,76,0,0,service_box,deuce_alley,far,-4.836035,12.478586,no_mans_land,ad,far,2.112219,23.799234,0.887162,inside in,Net,false,21:32:08,1956.160034
Ferguson,1,serve,Serve,Flat,119.298187,77,0,0,service_box,deuce,near,0.630604,5.558846,service_box,deuce,far,-0.768777,23.439278,2.692662,down the T,In,false,21:37:48,2296.540039
Ferguson,1,serve,Serve,Flat,94.05497,78,0,0,service_box,deuce,near,2.54483,6.327456,service_box,deuce,far,-0.539208,23.516712,2.821939,out wide,In,false,21:38:01,2309.51001
Aadarsh,2,return,Forehand,Topspin,37.625515,78,0,0,out,deuce_alley,far,-4.901815,25.578909,out,deuce_alley,near,4.478297,-1.384286,1.61574,cross court,Out,false,21:38:02,2310.469971
Ferguson,1,serve,Serve,Flat,113.071945,80,0,0,service_box,ad,near,-2.041558,6.315198,no_mans_land,ad,far,1.034145,24.073643,2.552612,down the T,In,false,21:38:27,2335.5
Aadarsh,2,return,Forehand,Topspin,60.811337,80,0,0,service_box,deuce,far,-0.741593,17.126675,out,ad,near,-3.812586,-2.184012,1.003456,inside in,In,false,21:38:28,2336.320068
Ferguson,3,serve_plus_one,Forehand,Flat,74.940903,80,0,0,no_mans_land,deuce,near,2.57456,3.387261,no_mans_land,ad,far,0.174646,23.203716,1.043117,inside in,In,false,21:38:29,2337.73999
Aadarsh,4,return_plus_one,Backhand,Topspin,15.766312,80,0,0,service_box,ad,far,0.683471,16.375132,service_box,deuce,near,1.082935,11.658333,6.182285,inside in,In,false,21:38:32,2340.570068
Ferguson,5,in_play,FH Volley,Flat,22.516716,80,0,0,out,deuce,near,0.762073,-0.404038,service_box,ad,far,0.762073,14.516966,0.691508,down the line,Out,false,21:38:33,2341.449951
Ferguson,1,serve,Serve,Kick,108.080238,81,0,0,service_box,deuce,near,2.634713,6.666368,service_box,deuce,far,0.324583,23.763651,2.698412,out wide,In,false,21:38:57,2365.139893
Aadarsh,2,return,Forehand,Flat,61.427067,81,0,0,out,ad,far,0.454615,24.789993,out,deuce_alley,near,4.473296,-1.484058,1.190269,down the line,Out,false,21:38:58,2366.159912
Ferguson,3,serve_plus_one,Forehand,Topspin,52.566753,81,0,0,no_mans_land,ad,near,-1.22604,4.031294,out,deuce,far,-0.124148,25.743681,1.810574,down the line,In,false,21:38:59,2367.620117
Aadarsh,4,return_plus_one,Backhand,Topspin,59.815495,81,0,0,no_mans_land,deuce,far,-2.303097,19.334412,no_mans_land,ad,near,-1.487648,0.119739,0.855559,down the line,In,false,21:39:00,2368.97998
Ferguson,5,in_play,Forehand,Topspin,54.796215,81,0,0,service_box,deuce,near,2.267673,6.00696,out,deuce,far,-1.846518,26.304924,0.934928,cross court,In,false,21:39:02,2370.26001
Aadarsh,6,in_play,Forehand,Topspin,62.106747,81,0,0,no_mans_land,deuce,far,-0.70813,20.553978,no_mans_land,deuce,near,3.117231,-0.175243,1.023508,cross court,In,false,21:39:03,2371.540039
