pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isLet
15-0,4-4,0-0,NA,2465167,NA,NA,NA,NA,4,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-48,546,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,-332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,4-4,0-0,NA,2466217,NA,NA,NA,NA,5,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,120,-494,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,4-4,0-0,NA,2467723,NA,NA,NA,NA,6,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,118,506,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,-284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,4-4,0-0,NA,2468821,NA,NA,NA,NA,7,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,198,-532,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-125,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,4-4,0-0,NA,2469948,1,2471215,NA,NA,8,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-205,514,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,4-4,0-0,1,2493098,NA,NA,NA,NA,1,Deuce,Player2,Near,1,Body,-69,196,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,4-4,0-0,NA,2495912,1,2497505,NA,NA,2,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-173,503,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-176,185,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,4-4,0-0,1,2518415,NA,NA,NA,NA,1,Ad,Player2,Near,1,Wide,110,140,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,4-4,0-0,NA,2520917,NA,NA,NA,NA,2,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,139,522,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67,-116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,4-4,0-0,NA,2522511,1,2523863,NA,NA,3,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-168,-244,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-133,340,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,4-5,0-0,1,2591798,NA,NA,NA,NA,1,Deuce,Player1,Near,1,T,-20,216,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,4-5,0-0,NA,2619974,1,2620899,NA,NA,2,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-54,554,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-84,21,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-0,4-5,0-0,1,2623861,NA,NA,NA,NA,1,Ad,Player1,Near,0,T,18,267,1,Wide,148,227,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-0,4-5,0-0,NA,2653315,NA,NA,NA,NA,2,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,154,543,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,-398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-0,4-5,0-0,NA,2654277,NA,NA,NA,NA,3,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,164,-557,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-57,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-0,4-5,0-0,NA,2655640,NA,NA,NA,NA,4,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-81,552,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,-375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-0,4-5,0-0,NA,2656500,NA,NA,NA,NA,5,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,106,-512,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-0,4-5,0-0,NA,2659732,1,2660601,NA,NA,6,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,119,150,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,28,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30-0,4-5,0-0,1,2664160,NA,NA,NA,NA,1,Deuce,Player1,Near,1,Wide,-126,221,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30-0,4-5,0-0,NA,2687686,1,2692794,NA,NA,2,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-190,564,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-129,-473,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-0,4-5,0-0,1,2695332,NA,NA,NA,NA,1,Ad,Player1,Near,0,T,-18,261,1,Wide,121,224,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-0,4-5,0-0,NA,2716617,NA,NA,NA,NA,2,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,137,511,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,-286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-0,4-5,0-0,NA,2717563,NA,NA,NA,NA,3,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-7,-503,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-0,4-5,0-0,NA,2719053,1,2720255,NA,NA,4,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,135,549,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,-227,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,5-5,0-0,1,2731886,NA,NA,NA,NA,1,Deuce,Player2,Far,1,Wide,129,-211,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,5-5,0-0,NA,2750267,NA,NA,NA,NA,2,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,188,-503,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,5-5,0-0,NA,2751489,NA,NA,NA,NA,3,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-111,532,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,-347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,5-5,0-0,NA,2752572,NA,NA,NA,NA,4,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,92,-505,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-143,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,5-5,0-0,NA,2753578,NA,NA,NA,NA,5,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-188,517,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,-414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,5-5,0-0,NA,2754979,NA,NA,NA,NA,6,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,76,-519,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,5-5,0-0,NA,2756242,NA,NA,NA,NA,7,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,28,516,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,-334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,5-5,0-0,NA,2757743,1,2760165,NA,NA,8,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,244,-495,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,357,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-0,5-5,0-0,1,2765771,NA,NA,NA,NA,1,Ad,Player2,Far,0,Wide,-116,-272,1,Wide,-119,-203,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-0,5-5,0-0,NA,2798819,NA,NA,NA,NA,2,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-178,-297,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-0,5-5,0-0,NA,2800782,NA,NA,NA,NA,3,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,111,487,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,-358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-0,5-5,0-0,NA,2801709,NA,NA,NA,NA,4,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,108,-428,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-0,5-5,0-0,NA,2803107,NA,NA,NA,NA,5,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,140,532,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,1,NA,NA,-76,-94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-0,5-5,0-0,NA,2803644,NA,NA,NA,NA,6,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-76,-87,Down the Line,Backhand,NA,1,NA,NA,NA,NA,NA,NA,NA,-39,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-0,5-5,0-0,NA,2805096,1,2808245,NA,NA,7,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-50,439,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,-493,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-15,5-5,0-0,1,2809432,NA,NA,NA,NA,1,Deuce,Player2,Far,1,T,36,-221,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-15,5-5,0-0,NA,2835639,NA,NA,NA,NA,2,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,84,-487,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-15,5-5,0-0,NA,2836912,NA,NA,NA,NA,3,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,164,511,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71,-272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-15,5-5,0-0,NA,2838153,NA,NA,NA,NA,4,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-218,-502,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-15,5-5,0-0,NA,2839441,NA,NA,NA,NA,5,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,76,424,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,-274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-15,5-5,0-0,NA,2840485,1,2845852,NA,NA,6,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,183,-539,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,489,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30-15,5-5,0-0,1,2847192,NA,NA,NA,NA,1,Ad,Player2,Far,0,Body,-60,-261,1,T,-23,-208,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30-15,5-5,0-0,NA,2885904,1,2887052,NA,NA,2,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-66,-359,Down the Line,Forehand,1,NA,NA,NA,NA,NA,NA,NA,NA,-26,-32,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-15,5-5,0-0,1,2898995,NA,NA,NA,NA,1,Deuce,Player2,Far,1,Wide,137,-219,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-15,5-5,0-0,NA,2907562,1,2909864,NA,NA,2,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,193,-481,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-196,365,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,5-6,0-0,1,2923458,NA,NA,NA,NA,1,Deuce,Player1,Far,0,T,-36,24,1,T,23,-220,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,5-6,0-0,NA,3007467,NA,NA,NA,NA,2,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,74,-385,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-38,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,5-6,0-0,NA,3008535,NA,NA,NA,NA,3,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-97,498,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-140,-425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,5-6,0-0,NA,3010013,NA,NA,NA,NA,4,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-190,-528,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,1,NA,NA,42,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,5-6,0-0,NA,3011513,1,3013650,NA,NA,5,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,55,64,Down the Line,Forehand,NA,1,NA,NA,NA,NA,NA,NA,NA,130,-330,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-0,5-6,0-0,1,3016692,1,3048129,NA,NA,1,Ad,Player1,Far,0,Body,-84,11,0,Wide,26,-205,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-15,5-6,0-0,1,3050299,NA,NA,NA,NA,1,Deuce,Player1,Far,0,Wide,132,23,1,T,39,-222,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-15,5-6,0-0,NA,3084045,NA,NA,NA,NA,2,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,52,-366,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-134,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-15,5-6,0-0,NA,3084853,NA,NA,NA,NA,3,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-204,527,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-92,-283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-15,5-6,0-0,NA,3086287,NA,NA,NA,NA,4,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-97,-383,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-15,5-6,0-0,NA,3087569,NA,NA,NA,NA,5,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,162,556,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-89,-277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-15,5-6,0-0,NA,3088824,NA,NA,NA,NA,6,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-113,-375,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-15,5-6,0-0,NA,3090159,1,3101144,NA,NA,7,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-129,521,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-169,-376,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-30,5-6,0-0,1,3117687,NA,NA,NA,NA,1,Ad,Player1,Far,0,Body,-78,-270,1,Wide,-132,-221,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-30,5-6,0-0,NA,3129876,NA,NA,NA,NA,2,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-172,-347,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-30,5-6,0-0,NA,3130898,NA,NA,NA,NA,3,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-49,528,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,-275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-30,5-6,0-0,NA,3131956,NA,NA,NA,NA,4,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,148,-429,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-30,5-6,0-0,NA,3133424,1,3136430,NA,NA,5,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-33,411,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-132,-369,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30-30,5-6,0-0,1,3147428,NA,NA,NA,NA,1,Deuce,Player1,Far,1,Wide,122,-212,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30-30,5-6,0-0,NA,3165625,NA,NA,NA,NA,2,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,180,-500,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-52,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30-30,5-6,0-0,NA,3166666,NA,NA,NA,NA,3,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-73,490,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-148,-266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30-30,5-6,0-0,NA,3167443,NA,NA,NA,NA,4,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-172,-538,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30-30,5-6,0-0,NA,3169333,NA,NA,NA,NA,5,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,151,527,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,-330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30-30,5-6,0-0,NA,3170431,NA,NA,NA,NA,6,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,148,-551,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30-30,5-6,0-0,NA,3171596,NA,NA,NA,NA,7,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-54,441,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-124,-336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30-30,5-6,0-0,NA,3172726,1,3175266,NA,NA,8,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-145,-532,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-84,-24,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-30,5-6,0-0,1,3198125,NA,NA,NA,NA,1,Ad,Player1,Far,1,Wide,-132,-225,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-30,5-6,0-0,NA,3207414,NA,NA,NA,NA,2,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-190,-505,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
