pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isLet
30-15,1-3,0-0,NA,1328049,1,1328059,NA,NA,4,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-172,517,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,-385,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-30,1-3,0-0,1,1347502,1,1361028,NA,NA,1,Deuce,Player2,Near,0,T,-47,278,0,Body,-84,270,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,1-3,0-0,1,1380971,NA,NA,NA,NA,1,Ad,Player2,Near,1,T,46,238,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,1-3,0-0,NA,1384906,NA,NA,NA,NA,2,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,9,504,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,-217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,1-3,0-0,NA,1386321,NA,NA,NA,NA,3,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,11,-274,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,1-3,0-0,NA,1387866,NA,NA,NA,NA,4,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,145,549,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,1,-13,-260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,1-3,0-0,NA,1388853,1,1389601,NA,NA,5,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-13,-261,Down the Line,Forehand,NA,NA,1,NA,NA,NA,NA,NA,NA,-79,350,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-40,1-3,0-0,1,1424203,NA,NA,NA,1,1,Ad,Player2,Near,1,Body,62,236,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-40,1-3,0-0,NA,1427087,NA,NA,NA,NA,2,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,94,520,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-39,-292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-40,1-3,0-0,NA,1428796,NA,NA,NA,NA,3,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-71,-469,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-40,1-3,0-0,NA,1430873,NA,NA,NA,NA,4,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,134,506,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-103,-297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-40,1-3,0-0,NA,1431548,NA,NA,NA,NA,5,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-210,-493,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-39,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-40,1-3,0-0,NA,1433344,NA,NA,NA,NA,6,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-31,477,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-124,-342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-40,1-3,0-0,NA,1433648,1,1435166,NA,NA,7,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-154,-512,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-45,-7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,2-3,0-0,1,1526475,NA,NA,NA,NA,1,Deuce,Player1,Near,1,Wide,-120,202,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,2-3,0-0,NA,1529230,NA,NA,NA,NA,2,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-72,554,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,2-3,0-0,NA,1530418,NA,NA,NA,NA,3,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,48,-492,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,2-3,0-0,NA,1531753,NA,NA,NA,NA,4,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,128,573,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,-300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,2-3,0-0,NA,1533006,NA,NA,NA,NA,5,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,59,-302,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,2-3,0-0,NA,1534456,NA,NA,NA,NA,6,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-24,517,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,-290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,2-3,0-0,NA,1535712,NA,NA,NA,NA,7,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,107,-537,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,2-3,0-0,NA,1536676,NA,NA,NA,NA,8,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,158,511,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,-292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,2-3,0-0,NA,1538115,NA,NA,NA,NA,9,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,203,-524,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,2-3,0-0,NA,1539132,NA,NA,NA,NA,10,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,69,330,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69,-252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,2-3,0-0,NA,1540321,NA,NA,NA,NA,11,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-64,-516,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,2-3,0-0,NA,1541713,NA,NA,NA,NA,12,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,32,549,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,-287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,2-3,0-0,NA,1543136,1,1544435,NA,NA,13,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,80,-537,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-141,161,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,2-3,0-0,1,1587392,NA,NA,NA,NA,1,Ad,Player1,Near,0,Body,83,300,1,Wide,110,119,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,2-3,0-0,NA,1599468,1,1600417,NA,NA,2,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,96,359,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-530,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,2-3,0-0,1,1624943,NA,NA,NA,NA,1,Deuce,Player1,Near,1,Body,-88,175,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,2-3,0-0,NA,1627843,NA,NA,NA,NA,2,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-133,565,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,-92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,2-3,0-0,NA,1629178,1,1631988,NA,NA,3,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,118,-121,Down the Line,Forehand,NA,NA,NA,1,NA,NA,NA,NA,NA,134,524,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-15,2-3,0-0,1,1651782,NA,NA,NA,NA,1,Ad,Player1,Near,1,T,32,116,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-15,2-3,0-0,NA,1654477,1,1656943,NA,NA,2,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,43,530,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,-274,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-15,2-3,0-0,1,1684985,NA,NA,NA,NA,1,Deuce,Player1,Near,0,T,-8,2,1,Body,-69,175,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-15,2-3,0-0,NA,1698024,NA,NA,NA,NA,2,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-45,389,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-15,2-3,0-0,NA,1699251,NA,NA,NA,NA,3,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-45,-516,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-15,2-3,0-0,NA,1700717,NA,NA,NA,NA,4,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,75,511,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,-194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-15,2-3,0-0,NA,1701780,NA,NA,NA,NA,5,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,102,-350,Down the Line,Forehand,NA,NA,NA,1,NA,NA,NA,NA,NA,59,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-15,2-3,0-0,NA,1702693,NA,NA,NA,NA,6,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,99,525,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,-55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-15,2-3,0-0,NA,1705462,NA,NA,NA,NA,7,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,120,-86,Crosscourt,Forehand,NA,1,NA,NA,NA,NA,NA,NA,NA,-133,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-15,2-3,0-0,NA,1707163,NA,NA,NA,NA,8,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-197,98,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,1,NA,-120,-290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-15,2-3,0-0,NA,1708912,1,1708922,NA,NA,9,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-123,-340,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-264,521,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,2-3,0-0,1,1741597,NA,NA,NA,NA,1,Ad,Player1,Near,1,Wide,107,154,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,2-3,0-0,NA,1744618,NA,NA,NA,NA,2,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,136,583,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-43,-284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,2-3,0-0,NA,1746094,NA,NA,NA,NA,3,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-32,-537,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,2-3,0-0,NA,1747547,NA,NA,NA,NA,4,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-16,538,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,-292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,2-3,0-0,NA,1748495,NA,NA,NA,NA,5,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-19,-569,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,2-3,0-0,NA,1750339,NA,NA,NA,NA,6,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,53,391,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,-330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,2-3,0-0,NA,1751137,NA,NA,NA,NA,7,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,139,-476,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-93,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,2-3,0-0,NA,1752450,NA,NA,NA,NA,8,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-131,501,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,2-3,0-0,NA,1754279,NA,NA,NA,NA,9,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,75,-340,Down the Line,Forehand,NA,NA,NA,1,NA,NA,NA,NA,NA,67,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,2-3,0-0,NA,1755548,NA,NA,NA,NA,10,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,102,559,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,1,NA,NA,-43,-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,2-3,0-0,NA,1757507,NA,NA,NA,NA,11,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-37,-38,Down the Line,Backhand,NA,1,NA,NA,NA,NA,NA,NA,NA,-67,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,2-3,0-0,NA,1758495,NA,NA,NA,NA,12,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,16,349,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,1,-61,-148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-30,2-3,0-0,NA,1761171,1,1761181,NA,NA,13,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-80,-113,Crosscourt,Forehand,NA,NA,1,NA,NA,NA,NA,NA,NA,112,353,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,3-3,0-0,1,1796663,NA,NA,NA,NA,1,Deuce,Player2,Far,0,T,43,-276,1,Body,91,-118,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,3-3,0-0,NA,1813401,1,1815305,NA,NA,2,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,99,-316,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,580,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,3-3,0-0,1,1836166,NA,NA,NA,NA,1,Ad,Player2,Far,1,Wide,-117,-84,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,3-3,0-0,NA,1839175,NA,NA,NA,NA,2,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-123,-502,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-0,3-3,0-0,NA,1840489,1,1842024,NA,NA,3,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,43,314,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,-316,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,3-3,0-0,1,1861296,NA,NA,NA,NA,1,Deuce,Player2,Far,1,Body,99,-92,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,3-3,0-0,NA,1869554,NA,NA,NA,NA,2,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,152,-513,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,3-3,0-0,NA,1870669,NA,NA,NA,NA,3,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-19,370,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,-343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,3-3,0-0,NA,1871681,NA,NA,NA,NA,4,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,166,-558,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,3-3,0-0,NA,1872780,NA,NA,NA,NA,5,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,40,362,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-104,-356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-0,3-3,0-0,NA,1874001,1,1875323,NA,NA,6,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-109,-513,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64,-76,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,3-3,0-0,1,1902873,NA,NA,NA,NA,1,Ad,Player2,Far,1,Wide,-125,-172,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,3-3,0-0,NA,1911820,NA,NA,NA,NA,2,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,-232,-457,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,3-3,0-0,NA,1913006,NA,NA,NA,NA,3,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,102,186,Down the Line,Forehand,NA,NA,NA,NA,1,NA,NA,NA,NA,107,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,3-3,0-0,NA,1916057,NA,NA,NA,NA,4,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,120,-134,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,1,-133,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,3-3,0-0,NA,1918652,NA,NA,NA,NA,5,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,13,541,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,1,NA,1,35,-103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-0,3-3,0-0,NA,1921291,1,1921301,NA,NA,6,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,35,-118,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,319,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-15,3-3,0-0,1,1944761,NA,NA,NA,NA,1,Deuce,Player2,Far,1,T,35,-182,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-15,3-3,0-0,NA,1946802,NA,NA,NA,NA,2,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,118,-492,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-15,3-3,0-0,NA,1948175,NA,NA,NA,NA,3,Ad,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,75,381,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,-306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40-15,3-3,0-0,NA,1949556,NA,NA,NA,NA,4,Deuce,Player2,Far,NA,,NA,NA,NA,,NA,NA,NA,80,-566,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
