pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWide,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,Player,Shot,Type,Stroke,Spin,Speed (MPH),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,PlayerServer
15 - 0,1 - 0,1 - 0,0,2781000,0,,61.0,,4,Deuce,Player2,,,,,,,,,,0,124.24460301830852,-479.7817530618694,Down the Line,Forehand,,,,,,,,,,96.12636701657325,443.24319225698883,,,,,,,,,,,,,,,,,,,,Matka Komac,4,return_plus_one,Forehand,Topspin,51.565025,63,12,1,deep,ad,far,2.51137,23.467245,out,deuce,near,3.245979,-0.647441,0.842764,down the line,In,False,03:26:05,,Matka KomacForehand
15 - 0,1 - 0,1 - 0,0,2783000,0,,61.0,,5,Ad,Player1,,,,,,,,,,0,81.90390419943274,576.3562226593699,Crosscourt,Backhand,,,,,,,,,,-54.46499890635856,-169.71149387567786,,,,,,,,,,,,,,,,,,,,Elise Wagle,5,in_play,Backhand,Topspin,61.058617,63,12,1,short,ad,near,-1.422937,7.453366,out,ad,far,2.139798,26.944918,1.431436,cross court,In,False,03:26:07,,Elise WagleBackhand
15 - 0,1 - 0,1 - 0,0,2784000,0,,61.0,,6,Ad,Player2,,,,,,,,,,0,-87.16534886259714,-439.7300251528787,Down the Line,Backhand,,,,,,,,,,-71.29286417319152,361.1425853016507,,,,,,,,,,,,,,,,,,,,Matka Komac,6,in_play,Backhand,Topspin,71.836403,63,12,1,deep,deuce,far,-1.862577,21.322308,deep,ad,near,-2.277257,0.398939,0.740746,down the line,In,False,03:26:08,,Matka KomacBackhand
15 - 0,1 - 0,1 - 0,0,2785000,0,,61.0,,7,Deuce,Player1,,,,,,,,,,0,-52.929768153953404,540.4525918632379,Down the Line,Forehand,,,,,,,,,,-125.50428149599816,-368.4007983375175,,,,,,,,,,,,,,,,,,,,Elise Wagle,7,in_play,Forehand,Topspin,56.261349,63,12,1,deep,ad,near,-3.278889,2.262466,out,deuce,far,-1.382828,26.00691,0.962051,down the line,In,False,03:26:09,,Elise WagleForehand
15 - 0,1 - 0,1 - 0,0,2787000,0,,61.0,,8,Ad,Player2,,,,,,,,,,0,-124.64788385820331,-526.1437390635953,Crosscourt,Backhand,,,,,,,,,,46.066338582653366,-30.390786307945824,,,1,,,,,,,,,,,,,,,,,Matka Komac,8,in_play,Backhand,Flat,34.208382,63,12,1,short,deuce,near,1.203516,11.093219,out,ad,near,-3.256515,-1.858681,0.839108,down the line,Net,False,03:26:11,,Matka KomacBackhand
15 - 0,1 - 0,1 - 0,0,2796000,0,,61.0,,0,Deuce,Player2,,,,,,,,,,0,91.53016732278735,-173.2913003061222,Down the Line,,,,,,,,,,,45.2805993000641,189.78608377068068,,,,,,,,,,,,,,,,,,,,Matka Komac,0,none,Feed,Flat,22.409645,64,12,1,short,ad,far,1.182988,16.845497,short,deuce,near,2.391291,7.359841,1.507336,---,In,False,03:26:20,,Matka KomacFeed
15 - 0,1 - 0,1 - 0,0,2800000,1,2800000,61.0,,1,Ad,Player2,,,,,,,,,,0,-37.29130577425895,-130.6177110672991,Down the Line,,,,,,,,,,,-47.52570538055288,250.52019356942438,1,,,,,,,,,,,,,,,,,,,Matka Komac,1,none,Feed,Flat,22.859974,64,12,1,deep,deuce,far,-1.241643,18.432219,short,ad,near,-0.974262,8.474719,1.859242,---,In,False,03:26:24,,Matka KomacFeed
30 - 0,1 - 0,1 - 0,1,2814000,0,,62.0,,1,Deuce,Player1,Far,1,Body,87.12634514431195,-225.10871609787148,,,,,0,-36.092180664898244,422.3802602797468,Crosscourt,,,,,,,,,,,87.12634514431195,-225.10871609787148,,,,,,,,,,,,,,,,,,,,Elise Wagle,1,first_serve,Serve,Flat,77.810867,64,12,1,short,deuce,near,2.276238,6.006074,deep,deuce,far,-0.942934,22.922186,2.663968,down the T,In,False,03:26:38,,Elise WagleServe
30 - 0,1 - 0,1 - 0,0,2815000,0,,62.0,,2,Deuce,Player2,,,,,,,,,,0,92.0093121171878,-434.897583114386,Crosscourt,Backhand,1,,,,,,,,,-79.84225721780652,519.9865868326273,,,,1,,,,,,,,,,,,,,,,Matka Komac,2,first_return,Backhand,Slice,36.760273,64,12,1,out,deuce,far,-2.085936,25.472221,deep,deuce,near,2.403809,0.52519,0.932017,inside out,Out,False,03:26:39,,Matka KomacBackhand
30 - 0,1 - 0,1 - 0,0,2818000,0,,62.0,,3,Deuce,Player1,,,,,,,,,,0,-101.79093941377069,562.6947779962097,Crosscourt,Forehand,,,,,,,,,,126.33208661410796,-309.95906605408305,,,,,,,,,,,,,,,,,,,,Elise Wagle,3,serve_plus_one,Forehand,Topspin,64.025131,64,12,1,deep,deuce,near,3.300516,3.789298,out,deuce,far,-2.659361,26.588003,1.211112,cross court,In,False,03:26:42,,Elise WagleForehand
30 - 0,1 - 0,1 - 0,0,2819000,0,,62.0,,4,Deuce_Alley,Player2,,,,,,,,,,0,158.75363079606848,-513.5936515745378,Crosscourt,Forehand,,,,,,,,,,-57.85269575675052,442.8282370951343,,,,,,,,,,,,,,,,,,,,Matka Komac,4,return_plus_one,Forehand,Topspin,61.241898,64,12,1,deep,deuce,far,-1.511443,23.456404,out,deuce_alley,near,4.147552,-1.530801,1.087296,down the line,In,False,03:26:43,,Matka KomacForehand
30 - 0,1 - 0,1 - 0,0,2821000,0,,62.0,,5,Deuce,Player1,,,,,,,,,,0,-85.42059273836357,481.0936023619562,Down the Line,Forehand,,,,,,,,,,-82.9075513997822,-288.4290135606559,,,,,,,,,,,,,,,,,,,,Elise Wagle,5,in_play,Forehand,Topspin,54.875229,64,12,1,deep,ad,near,-2.166019,4.351786,deep,deuce,far,-2.231674,24.456114,0.960414,down the line,In,False,03:26:45,,Elise WagleForehand
30 - 0,1 - 0,1 - 0,0,2822000,0,,62.0,,6,Ad,Player2,,,,,,,,,,0,-85.25332458438291,-531.111603236821,Crosscourt,Backhand,,,,,,,,,,78.56504811894455,322.89631999108434,,,,,,,,,,,,,,,,,,,,Matka Komac,6,in_play,Backhand,Topspin,54.711998,64,12,1,deep,ad,far,2.052568,20.323097,out,ad,near,-2.227304,-1.98847,0.781831,cross court,In,False,03:26:46,,Matka KomacBackhand
30 - 0,1 - 0,1 - 0,0,2824000,0,,62.0,,7,Ad,Player1,,,,,,,,,,0,123.91959755024219,524.3670603671832,Crosscourt,Backhand,,,,,,,,,,-145.84872047236559,-351.8251367014805,,,,,,,,,,,,,,,,,,,,Elise Wagle,7,in_play,Backhand,Topspin,65.160416,64,12,1,deep,ad,near,-3.810402,2.695517,out,ad,far,3.237488,25.586664,0.805913,cross court,In,False,03:26:48,,Elise WagleBackhand
30 - 0,1 - 0,1 - 0,0,2825000,0,,62.0,,8,Ad_Alley,Player2,,,,,,,,,,0,-175.07234251959457,-514.5395395885356,Down the Line,Backhand,1,,,,,,,,,-98.16500984246898,-180.2517607173172,,,1,,,,,,,,,,,,,,,,,Matka Komac,8,in_play,Backhand,Slice,62.726986,64,12,1,short,ad,near,-2.564631,7.177994,out,ad_alley,near,-4.57389,-1.555513,0.770194,down the line,Net,False,03:26:49,,Matka KomacBackhand
30 - 0,1 - 0,1 - 0,0,2838000,1,2838000,62.0,,0,Deuce,Player2,,,,,,,,,,0,61.50373468938205,-84.15115376198627,Down the Line,,,,,,,,,,,64.10044838141921,288.48045713020963,1,,,,,,,,,,,,,,,,,,,Matka Komac,0,none,Feed,Flat,20.784662,65,12,1,deep,ad,far,1.67467,19.423958,short,deuce,near,1.606829,9.688691,4.648416,---,In,False,03:27:02,,Matka KomacFeed
40 - 0,1 - 0,1 - 0,1,2853000,0,,63.0,,1,Ad,Player1,Far,1,Wide,-146.63323490806073,-160.96761811015307,,,,,0,13.010744750649447,439.60287073468106,Crosscourt,,,,,,,,,,,-146.63323490806073,-160.96761811015307,,,,,,,,,,,,,,,,,,,,Elise Wagle,1,first_serve,Serve,Flat,64.638336,65,12,1,short,ad,near,-3.830898,7.681806,deep,ad,far,0.339915,23.372139,2.229467,out wide,In,False,03:27:17,,Elise WagleServe
40 - 0,1 - 0,1 - 0,0,2854000,0,,63.0,,2,Ad_Alley,Player2,,,,,,,,,,0,-177.93105861758087,-513.0618766401549,Crosscourt,Backhand,,,,,,,,,,93.3159175415091,489.3986001747253,,,,1,,,,,,,,,,,,,,,,Matka Komac,2,first_return,Backhand,Flat,51.853008,65,12,1,out,ad,far,2.437945,24.673088,out,ad_alley,near,-4.648576,-1.516908,1.248404,down the line,Out,False,03:27:18,,Matka KomacBackhand
40 - 0,1 - 0,1 - 0,0,2864000,1,2864000,63.0,,0,Deuce,Player1,,,,,,,,,,0,-31.92433289587152,403.01715332437624,Crosscourt,,,,,,,,,,,44.556944444421426,-89.28647747151992,1,,,,,,,,,,,,,,,,,,,Elise Wagle,0,none,Feed,Flat,21.650688,66,13,1,short,deuce,near,1.164082,9.554527,deep,deuce,far,-0.834046,22.416311,3.164921,---,In,False,03:27:28,,Elise WagleFeed
0 - 0,2 - 0,1 - 0,1,2886000,0,,64.0,,1,Deuce,Player2,Near,1,Body,-80.74795494309039,227.06996391064388,,,,,0,56.59198381449395,-421.2524442255042,Crosscourt,,1,,,,,,,,,-80.74795494309039,227.06996391064388,,,,,,,,,,,,,,,,,,,,Matka Komac,1,first_serve,Serve,Slice,79.040344,66,13,1,short,deuce,far,-2.109598,17.819565,deep,deuce,near,1.478506,0.881679,2.34077,down the T,In,False,03:27:50,,Matka KomacServe
0 - 0,2 - 0,1 - 0,0,2887000,0,,64.0,,2,Deuce_Alley,Player1,,,,,,,,,,0,-188.62508202089995,514.3787401572146,Down the Line,Forehand,,,,,,,,,,-150.80774278207434,-230.54091207337171,,,,,,,,,,,,,,,,,,,,Elise Wagle,2,first_return,Forehand,Topspin,51.238487,66,13,1,short,ad,near,-3.93996,5.864154,out,deuce_alley,far,-4.927965,25.325712,1.122512,down the line,In,False,03:27:51,,Elise WagleForehand
0 - 0,2 - 0,1 - 0,0,2888000,0,,64.0,,3,Ad,Player2,,,,,,,,,,0,-155.00200131225589,-514.3989501309678,Crosscourt,Backhand,,,,,,,,,,95.02813867011713,365.0104604110101,,,,,,,,,,,,,,,,,,,,Matka Komac,3,serve_plus_one,Backhand,Topspin,61.36388,66,13,1,deep,ad,far,2.482678,21.423359,out,ad,near,-4.049538,-1.55184,0.538662,cross court,In,False,03:27:52,,Matka KomacBackhand
0 - 0,2 - 0,1 - 0,0,2890000,0,,64.0,,4,Ad,Player1,,,,,,,,,,0,142.3824803148871,514.4870242779494,Down the Line,Backhand,,,,,,,,,,89.2914916884928,-303.75395341191654,,,,,,,,,,,,,,,,,,,,Elise Wagle,4,return_plus_one,Backhand,Flat,69.061676,66,13,1,deep,deuce,near,2.332804,3.951411,out,ad,far,3.719844,25.328541,1.292527,down the line,In,False,03:27:54,,Elise WagleBackhand
0 - 0,2 - 0,1 - 0,0,2891000,0,,64.0,,5,Deuce,Player2,,,,,,,,,,0,92.82322287834224,-497.69349300061776,Down the Line,Forehand,,,,,,,,,,93.08400043739724,-45.73616579175237,,,1,,,,,,,,,,,,,,,,,Matka Komac,5,in_play,Forehand,Topspin,39.865337,66,13,1,short,deuce,near,2.431886,10.69231,out,deuce,near,2.425073,-1.115398,0.792449,cross court,Net,False,03:27:55,,Matka KomacForehand
0 - 0,2 - 0,1 - 0,0,2909000,1,2909000,64.0,,0,Ad,Player2,,,,,,,,,,0,-33.16016513559092,-427.6649770338998,Down the Line,,,,,,,,,,,-49.24305555553012,329.8056813209145,1,,,,,,,,,,,,,,,,,,,Matka Komac,0,none,Feed,Flat,24.248772,67,13,1,deep,deuce,far,-1.28651,20.503609,deep,ad,near,-0.866333,0.714147,0.835069,---,In,False,03:28:13,,Matka KomacFeed
15 - 0,2 - 0,1 - 0,1,2924000,0,,65.0,,1,Ad,Player1,Far,1,Body,-95.54888998245283,-202.3239993437275,,,,,0,15.291371391068218,493.77987751505555,Crosscourt,,,,,,,,,,,-95.54888998245283,-202.3239993437275,,,,,,,,,,,,,,,,,,,,Elise Wagle,1,first_serve,Serve,Flat,69.22525,67,13,1,short,ad,near,-2.496283,6.601341,deep,ad,far,0.399498,24.787552,2.541099,out wide,In,False,03:28:28,,Elise WagleServe
15 - 0,2 - 0,1 - 0,0,2925000,0,,65.0,,2,Ad,Player2,,,,,,,,,,0,-126.6920002186572,-461.6031113295953,Down the Line,Backhand,,,,,,,,,,-71.2563101486946,483.8861001747282,,,,1,,,,,,,,,,,,,,,,Matka Komac,2,first_return,Backhand,Flat,52.667027,67,13,1,out,deuce,far,-1.861622,24.52907,deep,ad,near,-3.309919,-0.172511,1.174999,down the line,Out,False,03:28:29,,Matka KomacBackhand
15 - 0,2 - 0,1 - 0,0,2926000,0,,65.0,,3,Deuce,Player1,,,,,,,,,,0,-76.23068132104548,573.7471073925295,Down the Line,Forehand,,,,,,,,,,-4.071467629044266,-258.62489063853656,,,,,,,,,,,,,,,,,,,,Elise Wagle,3,serve_plus_one,Forehand,Topspin,33.39344,67,13,1,deep,ad,near,-0.10637,5.13044,out,deuce,far,-1.991581,26.876753,1.480853,down the line,In,False,03:28:30,,Elise WagleForehand
15 - 0,2 - 0,1 - 0,0,2929000,1,2929000,65.0,,4,Deuce,Player2,,,,,,,,,,0,22.605927384065314,-499.1065835517981,Down the Line,Forehand,,,,,,,,,,46.93326224844469,249.07150590538313,1,,,,,,,,,,,,,,,,,,,Matka Komac,4,return_plus_one,Forehand,Topspin,35.220818,67,13,1,deep,ad,far,1.226165,18.394371,out,deuce,near,0.590596,-1.152316,0.610783,down the line,In,False,03:28:33,,Matka KomacForehand
30 - 0,2 - 0,1 - 0,1,2944000,0,,66.0,,1,Deuce,Player1,Far,0,Body,96.63858267711542,220.0286253279704,,,,,0,-43.550617891491065,451.77291119836684,Crosscourt,,,,,,,,,,,96.63858267711542,220.0286253279704,,,1,,,,,,,,,,,,,,,,,Elise Wagle,1,first_serve,Serve,Flat,46.412708,68,13,1,short,ad,far,2.524752,17.635605,deep,deuce,far,-1.137791,23.69009,2.738091,out wide,Net,False,03:28:48,,Elise WagleServe
30 - 0,2 - 0,1 - 0,0,2959000,0,,66.0,,1,Deuce,Player1,Far,0,Body,100.78576115480358,-113.00946522303875,1,Body,100.78576115480358,-113.00946522303875,0,-16.304204943123686,442.48493547658677,Crosscourt,,1,,,,,,,,,100.78576115480358,-113.00946522303875,,,,,,,,,,,,,,,,,,,,Elise Wagle,1,second_serve,Serve,Slice,59.101597,68,13,1,short,deuce,near,2.6331,8.934747,deep,deuce,far,-0.425959,23.447435,2.188444,out wide,In,False,03:29:03,,Elise WagleServe
30 - 0,2 - 0,1 - 0,0,2960000,0,,66.0,,2,Deuce,Player2,,,,,,,,,,0,143.128335520486,-458.0319936568062,Crosscourt,Forehand,,,,,,,,,,-205.41333114600064,454.40954724385966,,1,,,,,,,,,,,,,,,,,,Matka Komac,2,second_return,Forehand,Topspin,65.104591,68,13,1,deep,deuce_alley,far,-5.36657,23.758974,deep,deuce,near,3.73933,-0.079213,1.381603,down the line,Out,False,03:29:04,,Matka KomacForehand
30 - 0,2 - 0,1 - 0,0,2965000,0,,66.0,,0,Deuce,Player1,,,,,,,,,,0,-124.33198818891215,309.25489391935037,Down the Line,,,,,,,,,,,-97.90748578297655,-60.409410542400984,,,,,,,,,,,,,,,,,,,,Elise Wagle,0,none,Feed,Flat,20.784662,69,13,1,short,ad,near,-2.557903,10.308961,deep,deuce,far,-3.248262,19.966705,2.145694,---,In,False,03:29:09,,Elise WagleFeed
30 - 0,2 - 0,1 - 0,0,2973000,1,2973000,66.0,,1,Ad,Player1,,,,,,,,,,0,46.65885826769243,278.6089949692349,Down the Line,,,,,,,,,,,34.592087707768655,-146.88157261584715,1,,,,,,,,,,,,,,,,,,,Elise Wagle,1,none,Feed,Flat,24.248772,69,13,1,short,deuce,near,0.903743,8.049814,short,ad,far,1.218996,19.166059,3.104882,---,In,False,03:29:17,,Elise WagleFeed
40 - 0,2 - 0,1 - 0,1,2990000,0,,67.0,,1,Ad,Player2,Near,1,T,36.63980205597407,240.07171369191443,,,,,0,-44.021265310563436,-475.48338254568614,Crosscourt,,1,,,,,,,,,36.63980205597407,240.07171369191443,,,,,,,,,,,,,,,,,,,,Matka Komac,1,first_serve,Serve,Slice,80.51062,69,13,1,short,ad,far,0.957241,18.159245,out,ad,near,-1.150087,-0.535143,2.603419,down the T,In,False,03:29:34,,Matka KomacServe
40 - 0,2 - 0,1 - 0,0,2991000,0,,67.0,,2,Ad,Player1,,,,,,,,,,0,44.79008639542743,511.6017060364812,Crosscourt,Forehand,,,,,,,,,,-42.50073272088793,-428.3135717408111,,,,,,,,,,,,,,,,,,,,Elise Wagle,2,first_return,Forehand,Topspin,41.28978,69,13,1,deep,ad,near,-1.110362,0.697202,out,ad,far,1.170173,25.25316,1.386846,inside out,In,False,03:29:35,,Elise WagleForehand
40 - 0,2 - 0,1 - 0,0,2993000,0,,67.0,,3,Ad,Player2,,,,,,,,,,0,-38.779111985981714,-521.6365704284269,Crosscourt,Forehand,,,,,,,,,,129.60304024490245,263.12053805760684,,,,,,,,,,,,,,,,,,,,Matka Komac,3,serve_plus_one,Forehand,Flat,68.515549,69,13,1,deep,ad,far,3.385972,18.761412,out,ad,near,-1.013132,-1.740928,1.340738,inside out,In,False,03:29:37,,Matka KomacForehand
40 - 0,2 - 0,1 - 0,0,2995000,0,,67.0,,4,Ad,Player1,,,,,,,,,,0,149.2138342081469,500.9698436130395,Down the Line,Backhand,,,,,,,,,,102.72477034115428,-406.8869805334731,,,,,,,,,,,,,,,,,,,,Elise Wagle,4,return_plus_one,Backhand,Flat,54.417412,69,13,1,deep,deuce,near,2.683758,1.256987,deep,ad,far,3.898318,24.975395,0.806146,down the line,In,False,03:29:39,,Elise WagleBackhand
40 - 0,2 - 0,1 - 0,0,2996000,0,,67.0,,5,Deuce,Player2,,,,,,,,,,0,96.71486767274094,-485.06922572153417,Crosscourt,Forehand,,,,,,,,,,-93.63548775148269,182.53296150471758,,,,,,,,,,,,,,,,,,,,Matka Komac,5,in_play,Forehand,Topspin,47.147835,69,13,1,short,deuce,far,-2.446294,16.656004,out,deuce,near,2.526745,-0.78558,0.786947,cross court,In,False,03:29:40,,Matka KomacForehand
40 - 0,2 - 0,1 - 0,0,2998000,0,,67.0,,6,Deuce,Player1,,,,,,,,,,0,-144.76840551173623,478.0933781712316,Crosscourt,Forehand,1,,,,,,,,,2.285985345580621,-134.62322834638712,,,,,,,,,,,,,,,,,,,,Elise Wagle,6,in_play,Forehand,Slice,34.759834,69,13,1,short,deuce,near,0.059723,8.370072,deep,deuce,far,-3.782178,24.377731,0.755136,cross court,In,False,03:29:42,,Elise WagleForehand
40 - 0,2 - 0,1 - 0,0,2999000,0,,67.0,,7,Deuce,Player2,,,,,,,,,,0,28.186061898498124,-292.07055992985784,Crosscourt,Forehand,,,,,,,,,,-118.50921916004376,447.46259842496573,,,,,,,,,,,,,,,,,,,,Matka Komac,7,in_play,Forehand,Flat,59.190292,69,13,1,deep,deuce,far,-3.096138,23.57748,deep,deuce,near,0.736381,4.256648,0.870698,cross court,In,False,03:29:43,,Matka KomacForehand
40 - 0,2 - 0,1 - 0,0,3000000,1,3000000,67.0,,8,Deuce,Player1,,,,,,,,,,0,-73.99502952752083,470.23269356931087,Down the Line,Forehand,1,,,,,,,,,-162.42595144348564,-447.90044291315445,,1,,,,,,,,,,,,,,,,,,Elise Wagle,8,in_play,Forehand,Slice,37.854748,69,13,1,deep,ad_alley,near,-4.243494,0.185481,deep,deuce,far,-1.933173,24.172365,0.950115,down the line,Out,False,03:29:44,,Elise WagleForehand
40 - 15,2 - 0,1 - 0,1,3029000,0,,68.0,,1,Deuce,Player2,Near,1,Body,-99.33837489058736,200.56163604539074,,,,,0,73.09702537179076,-460.08751640396184,Crosscourt,,,,,,,,,,,-99.33837489058736,200.56163604539074,,,,,,,,,,,,,,,,,,,,Matka Komac,1,first_serve,Serve,Flat,71.926888,70,13,1,short,deuce,far,-2.595286,17.127016,deep,deuce,near,1.909712,-0.132915,2.545085,out wide,In,False,03:30:13,,Matka KomacServe
40 - 15,2 - 0,1 - 0,0,3030000,0,,68.0,,2,Deuce_Out,Player1,,,,,,,,,,0,-210.3819991250007,542.4296095797723,Crosscourt,Forehand,,,,,,,,,,36.841404199456036,-201.6129757216806,,,,,,,,,,,,,,,,,,,,Elise Wagle,2,first_return,Forehand,Topspin,42.281879,70,13,1,short,deuce,near,0.962508,6.619917,out,deuce_out,far,-5.49638,26.058561,0.9021,down the line,In,False,03:30:14,,Elise WagleForehand
40 - 15,2 - 0,1 - 0,0,3032000,0,,68.0,,3,Deuce,Player2,,,,,,,,,,0,85.19809164475039,-434.20879811876085,Down the Line,Forehand,,,,,,,,,,62.415135608016755,-23.307152230959115,,,1,,,,,,,,,,,,,,,,,Matka Komac,3,serve_plus_one,Forehand,Topspin,41.687031,70,13,1,short,deuce,near,1.63064,11.278284,deep,deuce,near,2.225861,0.543185,1.125291,cross court,Net,False,03:30:16,,Matka KomacForehand
40 - 15,2 - 0,1 - 0,0,3035000,0,,68.0,,0,Deuce,Player2,,,,,,,,,,0,35.73479330706815,-188.83162182842386,Down the Line,,,,,,,,,,,55.75885826768773,148.65415573045692,,,,,,,,,,,,,,,,,,,,Matka Komac,0,none,Feed,Flat,22.341837,71,13,1,short,ad,far,1.45674,15.770896,short,deuce,near,0.933597,6.953839,1.764107,---,In,False,03:30:19,,Matka KomacFeed
40 - 15,2 - 0,1 - 0,0,3049000,1,3049000,68.0,,1,Ad,Player2,,,,,,,,,,0,-61.68462926506,-372.897594050551,Crosscourt,,,,,,,,,,,33.84604111984253,244.1842136919124,1,,,,,,,,,,,,,,,,,,,Matka Komac,1,none,Feed,Flat,25.114799,71,13,1,short,ad,far,0.884252,18.266687,deep,ad,near,-1.611555,2.144984,1.091207,---,In,False,03:30:33,,Matka KomacFeed
0 - 0,3 - 0,1 - 0,1,3060000,0,,69.0,,1,Ad,Player1,Far,1,Wide,-127.75424868759804,-180.22531167969694,,,,,0,11.607874015742034,447.02437117212247,Crosscourt,,,,,,,,,,,-127.75424868759804,-180.22531167969694,,,,,,,,,,,,,,,,,,,,Elise Wagle,1,first_serve,Serve,Flat,67.109688,71,13,1,short,ad,near,-3.337671,7.178685,short,ad,far,0.303264,23.566031,3.283984,out wide,In,False,03:30:44,,Elise WagleServe
0 - 0,3 - 0,1 - 0,0,3061000,0,,69.0,,2,Ad_Alley,Player2,,,,,,,,,,0,-167.43913495179453,-479.16381780377696,Crosscourt,Backhand,,,,,,,,,,119.41989282583508,454.02793088340496,,,,,,,,,,,,,,,,,,,,Matka Komac,2,first_return,Backhand,Flat,62.951683,71,13,1,deep,ad,far,3.11993,23.749004,out,ad_alley,near,-4.374467,-0.631297,1.209682,down the line,In,False,03:30:45,,Matka KomacBackhand
0 - 0,3 - 0,1 - 0,0,3062000,0,,69.0,,3,Ad,Player1,,,,,,,,,,0,126.06970144350443,478.3621172350984,Down the Line,Backhand,,,,,,,,,,90.0290791775563,-185.43722659657962,,,,,,,,,,,,,,,,,,,,Elise Wagle,3,serve_plus_one,Backhand,Topspin,45.867077,71,13,1,short,deuce,near,2.352074,7.04252,deep,ad,far,3.293661,24.384752,1.000455,down the line,In,False,03:30:46,,Elise WagleBackhand
0 - 0,3 - 0,1 - 0,0,3064000,0,,69.0,,4,Deuce,Player2,,,,,,,,,,0,57.81395997372342,-397.10952537162336,Down the Line,Forehand,,,,,,,,,,105.99752296582452,314.56016513544546,,,,,,,,,,,,,,,,,,,,Matka Komac,4,return_plus_one,Forehand,Topspin,61.230484,71,13,1,deep,ad,far,2.769261,20.105309,deep,deuce,near,1.510431,1.51243,0.751722,down the line,In,False,03:30:48,,Matka KomacForehand
0 - 0,3 - 0,1 - 0,0,3066000,0,,69.0,,5,Ad,Player1,,,,,,,,,,0,154.77329943124113,402.51852580906586,Down the Line,Backhand,,,,,,,,,,151.66597769021035,-332.20576880997714,,,,,,,,,,,,,,,,,,,,Elise Wagle,5,in_play,Backhand,Topspin,81.060181,71,13,1,deep,deuce,near,3.962382,3.208087,deep,ad,far,4.043563,22.403284,0.32407,down the line,In,False,03:30:50,,Elise WagleBackhand
0 - 0,3 - 0,1 - 0,0,3081000,1,3081000,69.0,,0,Ad,Player2,,,,,,,,,,0,-81.48814523180393,-363.22138013979486,Down the Line,Backhand,,,,,,,,,,-47.695384951856376,-160.4079013559976,,,1,,,,,,,,,,,,,,,,,Matka Komac,0,none,Backhand,Topspin,39.876865,72,13,1,short,ad,near,-1.246076,7.696429,deep,ad,near,-2.128936,2.397782,2.151958,cross court,Net,False,03:31:05,,Matka KomacBackhand
0 - 15,3 - 0,1 - 0,1,3127000,0,,70.0,,1,Deuce,Player1,Near,0,T,-31.212428915119485,-17.976695100603145,,,,,0,24.934667541544425,-467.20146544157836,Crosscourt,,,,,,,,,,,-31.212428915119485,-17.976695100603145,,,1,,,,,,,,,,,,,,,,,Elise Wagle,1,first_serve,Serve,Flat,53.280254,73,13,1,short,ad,near,-0.815447,11.417546,deep,deuce,near,0.651436,-0.318772,2.604979,down the T,Net,False,03:31:51,,Elise WagleServe
0 - 15,3 - 0,1 - 0,0,3138000,0,,70.0,,1,Deuce,Player1,Near,0,Body,-75.30948162725768,231.35543525797328,1,Body,-75.30948162725768,231.35543525797328,0,29.126514654403152,-469.58367782127976,Crosscourt,,1,,,,,,,,,-75.30948162725768,231.35543525797328,,,,,,,,,,,,,,,,,,,,Elise Wagle,1,second_serve,Serve,Slice,66.878052,73,13,1,short,deuce,far,-1.967514,17.931526,deep,deuce,near,0.760951,-0.381009,2.66486,down the T,In,False,03:32:02,,Elise WagleServe
0 - 15,3 - 0,1 - 0,0,3139000,0,,70.0,,2,Deuce,Player2,,,,,,,,,,0,-112.5274879701956,443.7867946191933,Down the Line,Forehand,,,,,,,,,,-87.23172025367322,-329.01810476798397,,,,,,,,,,,,,,,,,,,,Matka Komac,2,second_return,Forehand,Topspin,71.878799,73,13,1,deep,ad,near,-2.278991,3.291367,deep,deuce,far,-2.939861,23.481447,1.55453,down the line,In,False,03:32:03,,Matka KomacForehand
0 - 15,3 - 0,1 - 0,0,3140000,0,,70.0,,3,Ad,Player1,,,,,,,,,,0,-98.46555664911799,-501.07139107585664,Crosscourt,Backhand,1,,,,,,,,,57.714173228316646,375.3317475938569,,,,,,,,,,,,,,,,,,,,Elise Wagle,3,serve_plus_one,Backhand,Slice,36.307781,73,13,1,deep,ad,far,1.507824,21.69301,out,ad,near,-2.572483,-1.203648,0.669871,cross court,In,False,03:32:04,,Elise WagleBackhand
