pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,isInsideOut,isInsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
15-30,4-5,0-0,,3018207.0,,,68,,3,Ad,Yuta Shimizu,Near,,,,,,,,,,-7.0,-400.0,Crosscourt,Forehand,,,,,,,,,,51.0,200.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
15-30,4-5,0-0,,3019781.0,,,68,,4,Ad,Yuta Shimizu,Near,,,,,,,,,,59.0,514.0,Crosscourt,Backhand,,,,,,,,,,-66.0,-163.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
15-30,4-5,0-0,,3020553.0,1.0,,68,,5,Ad,Yuta Shimizu,Near,,,,,,,,,,-146.0,-493.0,Down the Line,Forehand,,,,,,,,,,-98.0,501.0,,,,,1.0,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,Rudy Quan,1,,,Long
30-30,4-5,0-0,1.0,3022064.0,,,69,,1,Deuce,Yuta Shimizu,Near,1.0,T,-45.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,1st Serve In,T,
30-30,4-5,0-0,,3055749.0,,,69,,2,Deuce,Yuta Shimizu,Near,,,,,,,,,,-21.0,549.0,Crosscourt,Backhand,,,,,,,,,,102.0,-187.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,1,,,,0,,,Short
30-30,4-5,0-0,,3057169.0,,,69,,3,Deuce,Yuta Shimizu,Near,,,,,,,,,,54.0,-376.0,Crosscourt,Forehand,,,,,,,,,,-95.0,200.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,1,,,,0,,,Short
30-30,4-5,0-0,,3058651.0,,,69,,4,Deuce,Yuta Shimizu,Near,,,,,,,,,,-199.0,576.0,Down the Line,Forehand,,,,,,,,,,-100.0,-136.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
30-30,4-5,0-0,,3059907.0,,,69,,5,Ad,Yuta Shimizu,Near,,,,,,,,,,-63.0,-586.0,Crosscourt,Forehand,,,,,,,,,,17.0,192.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
30-30,4-5,0-0,,3061205.0,,,69,,6,Ad,Yuta Shimizu,Near,,,,,,,,,,19.0,490.0,Down the Line,Forehand,,,,,,,,,,99.0,-328.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,1,,,0,,,Short
30-30,4-5,0-0,,3062695.0,,,69,,7,Deuce,Yuta Shimizu,Near,,,,,,,,,,110.0,-522.0,Crosscourt,Backhand,,,,,,,,,,-26.0,112.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
30-30,4-5,0-0,,3063625.0,,,69,,8,Deuce,Yuta Shimizu,Near,,,,,,,,,,-92.0,549.0,Crosscourt,Forehand,,,,,,,,,,83.0,-205.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
30-30,4-5,0-0,,3065605.0,,,69,,9,Deuce,Yuta Shimizu,Near,,,,,,,,,,78.0,-405.0,Down the Line,Backhand,,,,,,,,,,81.0,155.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
30-30,4-5,0-0,,3066617.0,,,69,,10,Ad,Yuta Shimizu,Near,,,,,,,,,,46.0,546.0,Down the Line,Backhand,,,,,,,,,,129.0,-160.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
30-30,4-5,0-0,,3068486.0,1.0,,69,,11,Deuce,Yuta Shimizu,Near,,,,,,,,,,147.0,-568.0,Crosscourt,Backhand,,,,,,,,,,-52.0,-107.0,,,,1.0,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,Rudy Quan,1,,,
40-30,4-5,0-0,1.0,3069292.0,,,70,,1,Ad,Yuta Shimizu,Near,0.0,T,46.0,-112.0,1.0,Body,89.0,149.0,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,2nd Serve In,Body,
40-30,4-5,0-0,,3107633.0,,,70,,2,Ad,Yuta Shimizu,Near,,,,,,,,,,81.0,378.0,Crosscourt,Backhand,,,,,,,,,,-79.0,-274.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
40-30,4-5,0-0,,3108436.0,,,70,,3,Ad,Yuta Shimizu,Near,,,,,,,,,,-146.0,-525.0,Crosscourt,Forehand,,,,,,,,,,81.0,208.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
40-30,4-5,0-0,,3110263.0,,,70,,4,Ad,Yuta Shimizu,Near,,,,,,,,,,78.0,525.0,Down the Line,Backhand,,,,,,,,,,54.0,-125.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
40-30,4-5,0-0,,3111759.0,,,70,,5,Ad,Yuta Shimizu,Near,,,,,,,,,,-31.0,-554.0,Down the Line,Forehand,,,,,,,,,,-82.0,157.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
40-30,4-5,0-0,,3112788.0,,,70,,6,Deuce,Yuta Shimizu,Near,,,,,,,,,,-100.0,533.0,Crosscourt,Forehand,,,,,,,,,,89.0,-160.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
40-30,4-5,0-0,,3114139.0,,,70,,7,Deuce,Yuta Shimizu,Near,,,,,,,,,,195.0,-365.0,Crosscourt,Backhand,,,,,,,,,,-82.0,365.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Deep
40-30,4-5,0-0,,3115567.0,,,70,,8,Deuce,Yuta Shimizu,Near,,,,,,,,,,-228.0,517.0,Crosscourt,Forehand,,,,,,,,,,73.0,-91.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
40-30,4-5,0-0,,3117045.0,,,70,,9,Ad,Yuta Shimizu,Near,,,,,,,,,,-34.0,-512.0,Crosscourt,Forehand,,,,,,,,,,46.0,179.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
40-30,4-5,0-0,,3118391.0,,,70,,10,Deuce,Yuta Shimizu,Near,,,,,,,,,,-15.0,517.0,Crosscourt,Backhand,,,,,,,,,,62.0,-133.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,1,,,,0,,,Short
40-30,4-5,0-0,,3119765.0,,,70,,11,Deuce,Yuta Shimizu,Near,,,,,,,,,,91.0,-504.0,Down the Line,Backhand,,,,,,,,,,27.0,376.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Deep
40-30,4-5,0-0,,3121240.0,,,70,,12,Deuce,Yuta Shimizu,Near,,,,,,,,,,-42.0,493.0,Down the Line,Backhand,,,,,,,,,,-119.0,-131.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,1,,,0,,,Short
40-30,4-5,0-0,,3122303.0,,,70,,13,Ad,Yuta Shimizu,Near,,,,,,,,,,-39.0,-368.0,Down the Line,Forehand,,,,,,,,,,-34.0,360.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Deep
40-30,4-5,0-0,,3123949.0,1.0,,70,,14,Deuce,Yuta Shimizu,Near,,,,,,,,,,-52.0,573.0,Down the Line,Forehand,,,,,,,,,,-196.0,-509.0,,1.0,,,1.0,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,Yuta Shimizu,1,,,
40-40,4-5,0-0,1.0,3125618.0,,,71,1.0,1,Deuce,Yuta Shimizu,Near,1.0,Wide,-116.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,1st Serve In,Wide,
40-40,4-5,0-0,,3152020.0,,,71,,2,Deuce,Yuta Shimizu,Near,,,,,,,,,,-183.0,365.0,Crosscourt,Forehand,,,,,,,,,,78.0,-168.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
40-40,4-5,0-0,,3152665.0,,,71,,3,Deuce,Yuta Shimizu,Near,,,,,,,,,,174.0,-397.0,Crosscourt,Backhand,,,,,,,,,,-21.0,397.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Deep
40-40,4-5,0-0,,3154310.0,,,71,,4,Ad,Yuta Shimizu,Near,,,,,,,,,,57.0,533.0,Crosscourt,Backhand,,,,,,,,,,-87.0,-67.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
40-40,4-5,0-0,,3155653.0,,,71,,5,Ad,Yuta Shimizu,Near,,,,,,,,,,-130.0,-504.0,Down the Line,Forehand,,,,,,,,,,-100.0,179.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
40-40,4-5,0-0,,3156981.0,,,71,,6,Deuce,Yuta Shimizu,Near,,,,,,,,,,-71.0,536.0,Crosscourt,Forehand,,,,,,,,,,97.0,-349.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
40-40,4-5,0-0,,,1.0,,71,,7,Deuce,Yuta Shimizu,Near,,,,,,,,,,-133.0,487.0,Crosscourt,Backhand,,,,,,,,,,-114.0,473.0,,,,,1.0,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,Rudy Quan,1,,,Long
A-40,4-5,0-0,1.0,3189112.0,,,72,,1,Ad,Yuta Shimizu,Near,1.0,Wide,142.0,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,1st Serve In,Wide,
A-40,4-5,0-0,,3190540.0,,,72,,2,Ad,Yuta Shimizu,Near,,,,,,,,,,235.0,487.0,Crosscourt,Backhand,,,,,,,,,1.0,-31.0,-202.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
A-40,4-5,0-0,,3192568.0,1.0,,72,,3,Ad,Yuta Shimizu,Near,,,,,,,,,,-28.0,-217.0,Down the Line,Forehand,,1.0,,1.0,,,,,,-98.0,438.0,1.0,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,Yuta Shimizu,0,,,Deep
40-40,4-5,0-0,1.0,3193285.0,,,73,,1,Deuce,Yuta Shimizu,Near,0.0,Wide,-162.0,201.0,1.0,Body,-71.0,228.0,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,2nd Serve In,Body,
40-40,4-5,0-0,,3230156.0,,,73,,2,Deuce,Yuta Shimizu,Near,,,,,,,,,,-52.0,487.0,Crosscourt,Forehand,,,,,,,,,,86.0,-212.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
40-40,4-5,0-0,,3230811.0,,,73,,2,Deuce,Yuta Shimizu,Near,,,,,,,,,,-52.0,484.0,Crosscourt,Forehand,,,,,,,,,,86.0,-212.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
40-40,4-5,0-0,,3232131.0,,,73,,3,Deuce,Yuta Shimizu,Near,,,,,,,,,,203.0,-497.0,Down the Line,Backhand,,,,,,,,,,41.0,438.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Deep
40-40,4-5,0-0,,3233395.0,1.0,,73,,4,Ad,Yuta Shimizu,Near,,,,,,,,,,57.0,487.0,Down the Line,Forehand,,,,,,,,,,174.0,-385.0,,,1.0,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,1,,Yuta Shimizu,1,,,
40-A,4-5,0-0,1.0,3247288.0,,,74,,1,Ad,Yuta Shimizu,Near,1.0,T,54.0,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,1st Serve In,T,
40-A,4-5,0-0,,3257236.0,1.0,,74,,2,Ad,Yuta Shimizu,Near,,,,,,,,,,107.0,487.0,Crosscourt,Backhand,,,,,,,,,,-212.0,-44.0,,1.0,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,Yuta Shimizu,1,,,
0-0,0-0,0-1,1.0,3402672.0,,,75,,1,Deuce,Rudy Quan,Far,0.0,Body,86.0,-258.0,1.0,Body,78.0,-91.0,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,2nd Serve In,Body,
0-0,0-0,0-1,,3416543.0,,,75,,2,Deuce,Rudy Quan,Far,,,,,,,,,,102.0,-397.0,Crosscourt,Backhand,,,,,,,,,,-133.0,354.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
0-0,0-0,0-1,,3418054.0,,,75,,3,Deuce,Rudy Quan,Far,,,,,,,,,,-162.0,496.0,Crosscourt,Forehand,,,,,,,,,,19.0,-226.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Short
0-0,0-0,0-1,,3419186.0,,,75,,4,Deuce,Rudy Quan,Far,,,,,,,,,,117.0,-429.0,Down the Line,Forehand,,,,,,,,,,94.0,442.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,1,,,0,,,Deep
0-0,0-0,0-1,,3420651.0,,,75,,5,Ad,Rudy Quan,Far,,,,,,,,,,86.0,466.0,Crosscourt,Backhand,,,,,,,,,,-72.0,-240.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Short
0-0,0-0,0-1,,3421807.0,,,75,,6,Ad,Rudy Quan,Far,,,,,,,,,,-53.0,-429.0,Crosscourt,Forehand,,,,,,,,,,86.0,418.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
0-0,0-0,0-1,,3423903.0,,,75,,7,Ad,Rudy Quan,Far,,,,,,,,,,86.0,472.0,Down the Line,Backhand,,,,,,,,,,30.0,-418.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Deep
0-0,0-0,0-1,,3425073.0,,,75,,8,Deuce,Rudy Quan,Far,,,,,,,,,,46.0,-490.0,Crosscourt,Backhand,,,,,,,,,,-82.0,405.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
0-0,0-0,0-1,,3425971.0,,,75,,9,Deuce,Rudy Quan,Far,,,,,,,,,,-112.0,472.0,Crosscourt,Forehand,,,,,,,,,,46.0,-338.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Short
0-0,0-0,0-1,,3427229.0,,,75,,10,Deuce,Rudy Quan,Far,,,,,,,,,,56.0,-477.0,Down the Line,Backhand,,,,,,,,,,147.0,384.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
0-0,0-0,0-1,,3434461.0,1.0,,75,,11,Ad,Rudy Quan,Far,,,,,,,,,,147.0,485.0,Down the Line,Backhand,,,,,,,,,,213.0,0.0,,,1.0,1.0,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,Yuta Shimizu,1,,,
0-15,0-0,0-1,1.0,3434462.0,,,76,,1,Ad,Rudy Quan,Far,1.0,Body,-77.0,-176.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,1st Serve In,Body,
0-15,0-0,0-1,,3455051.0,1.0,,76,,2,Ad,Rudy Quan,Far,,,,,,,,,,-74.0,-466.0,Down the Line,Backhand,,,,,,,,,,-133.0,365.0,1.0,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,1,,Yuta Shimizu,0,,,Deep
0-30,0-0,0-1,1.0,3455808.0,,,77,,1,Deuce,Rudy Quan,Far,1.0,Body,80.0,-181.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,1st Serve In,Body,
0-30,0-0,0-1,,3474311.0,1.0,,77,,2,Deuce,Rudy Quan,Far,,,,,,,,,,115.0,-482.0,Crosscourt,Backhand,,,,,,,,,,-232.0,0.0,,,1.0,1.0,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,Rudy Quan,1,,,
15-30,0-0,0-1,1.0,3474312.0,,,78,,1,Ad,Rudy Quan,Far,1.0,Body,-69.0,-237.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,1st Serve In,Body,
15-30,0-0,0-1,,3499903.0,,,78,,2,Ad,Rudy Quan,Far,,,,,,,,,,-96.0,-501.0,Crosscourt,Forehand,,,,,,,,,,19.0,442.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
15-30,0-0,0-1,,3501506.0,,,78,,3,Ad,Rudy Quan,Far,,,,,,,,,,30.0,464.0,Crosscourt,Forehand,,,,,,,,,,0.0,-405.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,1,,,,0,,,Deep
15-30,0-0,0-1,,3502460.0,,,78,,4,Ad,Rudy Quan,Far,,,,,,,,,,-2.0,-498.0,Crosscourt,Forehand,,,,,,,,,,109.0,376.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
15-30,0-0,0-1,,3504103.0,,,78,,5,Ad,Rudy Quan,Far,,,,,,,,,,147.0,501.0,Crosscourt,Backhand,,,,,,,,,,-40.0,-248.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Short
15-30,0-0,0-1,,3505890.0,,,78,,6,Ad,Rudy Quan,Far,,,,,,,,,,-24.0,-440.0,Down the Line,Forehand,,,,,,,,,,-112.0,237.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Short
15-30,0-0,0-1,,3507887.0,1.0,,78,,7,Deuce,Rudy Quan,Far,,,,,,,,,,-160.0,469.0,Down the Line,Forehand,,,,,,,,,,-234.0,0.0,,1.0,,1.0,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,Yuta Shimizu,1,,,
15-40,0-0,0-1,1.0,3507888.0,,,79,,1,Deuce,Rudy Quan,Far,1.0,Body,91.0,-232.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,1st Serve In,Body,
15-40,0-0,0-1,,3530796.0,,,79,,2,Deuce,Rudy Quan,Far,,,,,,,,,,176.0,-466.0,Down the Line,Backhand,,,,,,,,,,67.0,261.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Short
15-40,0-0,0-1,,3532541.0,,,79,,3,Deuce,Rudy Quan,Far,,,,,,,,,,-10.0,437.0,Down the Line,Backhand,,,,,,,,,,-66.0,-242.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,1,,,0,,,Short
15-40,0-0,0-1,,3533561.0,1.0,,79,,4,Ad,Rudy Quan,Far,,,,,,,,,,-56.0,-488.0,Down the Line,Forehand,,,,,,,,,,-184.0,107.0,,,1.0,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,Rudy Quan,1,,,
