pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,isInsideOut,isInsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
30-40,0-0,0-1,1.0,3535076.0,,,80,,1,Ad,Rudy Quan,Far,1.0,Wide,-125.0,-234.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,1st Serve In,Wide,
30-40,0-0,0-1,,3560111.0,,,80,,2,Ad,Rudy Quan,Far,,,,,,,,,,-170.0,-517.0,Crosscourt,Forehand,,,,,,,1.0,,,80.0,19.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Short
30-40,0-0,0-1,,3565531.0,1.0,,80,,3,Ad,Rudy Quan,Far,,,,,,,,,,78.0,19.0,Down the Line,Backhand,,1.0,,,,,,,,184.0,-434.0,,,1.0,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,Yuta Shimizu,1,,,
0-0,0-1,0-1,1.0,3632265.0,,,81,,1,Deuce,Yuta Shimizu,Far,0.0,Wide,184.0,0.0,1.0,Wide,152.0,-128.0,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,2nd Serve In,Wide,
0-0,0-1,0-1,,3698779.0,,,81,,2,Deuce,Yuta Shimizu,Far,,,,,,,,,,64.0,-549.0,Crosscourt,Forehand,,,,,,,,,,-2.0,301.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
0-0,0-1,0-1,,3700032.0,,,81,,3,Deuce,Yuta Shimizu,Far,,,,,,,,,,-58.0,474.0,Crosscourt,Forehand,,,,,,,,,,30.0,-448.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,1,,,,0,,,Deep
0-0,0-1,0-1,,3701042.0,,,81,,4,Deuce,Yuta Shimizu,Far,,,,,,,,,,59.0,-554.0,Down the Line,Forehand,,,,,,,,,,11.0,288.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
0-0,0-1,0-1,,3702778.0,,,81,,5,Deuce,Yuta Shimizu,Far,,,,,,,,,,-58.0,488.0,Down the Line,Forehand,,,,,,,,,,-80.0,-296.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,1,,,0,,,Short
0-0,0-1,0-1,,3703462.0,,,81,,6,Ad,Yuta Shimizu,Far,,,,,,,,,,-141.0,-552.0,Crosscourt,Backhand,,,,,,,,,,51.0,426.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Deep
0-0,0-1,0-1,,3705005.0,,,81,,7,Ad,Yuta Shimizu,Far,,,,,,,,,,88.0,514.0,Down the Line,Forehand,,,,,,,,,,54.0,-234.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
0-0,0-1,0-1,,3706045.0,,,81,,8,Ad,Yuta Shimizu,Far,,,,,,,,,,-42.0,-509.0,Down the Line,Forehand,,,,,,,,,,-93.0,224.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,1,,,0,,,Short
0-0,0-1,0-1,,3707982.0,,,81,,9,Deuce,Yuta Shimizu,Far,,,,,,,,,,-138.0,466.0,Crosscourt,Backhand,,,,,,,,,,22.0,-237.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
0-0,0-1,0-1,,3709006.0,,,81,,10,Deuce,Yuta Shimizu,Far,,,,,,,,,,32.0,-472.0,Crosscourt,Forehand,,,,,,,,,,-77.0,226.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
0-0,0-1,0-1,,3709968.0,,,81,,11,Deuce,Yuta Shimizu,Far,,,,,,,,,,-130.0,512.0,Down the Line,Backhand,,,,,,,,,,-80.0,-437.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Deep
0-0,0-1,0-1,,3712007.0,,,81,,12,Ad,Yuta Shimizu,Far,,,,,,,,,,-69.0,-480.0,Crosscourt,Backhand,,,,,,,,,,16.0,298.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
0-0,0-1,0-1,,3712633.0,1.0,,81,,13,Deuce,Yuta Shimizu,Far,,,,,,,,,,-18.0,480.0,Crosscourt,Forehand,,,,,,,,,,136.0,-269.0,1.0,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,1,,,Yuta Shimizu,0,,,Short
0-15,0-1,0-1,1.0,3714447.0,,,82,,1,Ad,Yuta Shimizu,Far,1.0,Wide,-141.0,-133.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,1st Serve In,Wide,
0-15,0-1,0-1,,3737517.0,1.0,,82,,2,Ad,Yuta Shimizu,Far,,,,,,,,,,-237.0,-522.0,Down the Line,Backhand,,,,,,,,,,-88.0,477.0,,,,,1.0,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,Yuta Shimizu,1,,,Long
0-30,0-1,0-1,1.0,3740209.0,,,83,,1,Deuce,Yuta Shimizu,Far,1.0,Body,96.0,-240.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,1st Serve In,Body,
0-30,0-1,0-1,,3753395.0,,,83,,2,Deuce,Yuta Shimizu,Far,,,,,,,,,,176.0,-586.0,Crosscourt,Forehand,,,,,,,,,,-98.0,280.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
0-30,0-1,0-1,,3754950.0,1.0,,83,,3,Deuce,Yuta Shimizu,Far,,,,,,,,,,-117.0,448.0,Crosscourt,Forehand,,,,,,,,,,197.0,0.0,,,1.0,1.0,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,1,,,Rudy Quan,1,,,
15-30,0-1,0-1,1.0,3756427.0,,,84,,1,Ad,Yuta Shimizu,Far,1.0,T,-24.0,-179.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,1st Serve In,T,
15-30,0-1,0-1,,3780422.0,,,84,,2,Ad,Yuta Shimizu,Far,,,,,,,,,,-104.0,-504.0,Crosscourt,Forehand,,,,,,,,,,43.0,437.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,1,,,,0,,,Deep
15-30,0-1,0-1,,3781886.0,1.0,,84,,3,Ad,Yuta Shimizu,Far,,,,,,,,,,35.0,482.0,Crosscourt,Forehand,,,,,,,,,,-165.0,-338.0,,1.0,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,Rudy Quan,1,,,
30-30,0-1,0-1,1.0,3785403.0,,,85,,1,Deuce,Yuta Shimizu,Far,0.0,Wide,229.0,0.0,1.0,Body,102.0,-234.0,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,2nd Serve In,Body,
30-30,0-1,0-1,,3827289.0,,,85,,2,Deuce,Yuta Shimizu,Far,,,,,,,,,,171.0,-522.0,Crosscourt,Forehand,,,,,,,,,,-34.0,402.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Deep
30-30,0-1,0-1,,3828771.0,,,85,,3,Deuce,Yuta Shimizu,Far,,,,,,,,,,-141.0,501.0,Down the Line,Forehand,,,,,,,,,,-82.0,-293.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,1,,,0,,,Short
30-30,0-1,0-1,,3830183.0,,,85,,4,Ad,Yuta Shimizu,Far,,,,,,,,,,-114.0,-501.0,Crosscourt,Backhand,,,,,,,,,,80.0,213.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
30-30,0-1,0-1,,3831605.0,,,85,,5,Ad,Yuta Shimizu,Far,,,,,,,,,,88.0,466.0,Crosscourt,Backhand,1.0,,,,,,,,,-85.0,-304.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,1,,,,0,,,Short
30-30,0-1,0-1,,3832757.0,,,85,,6,Ad,Yuta Shimizu,Far,,,,,,,,,,-128.0,-400.0,Down the Line,Forehand,,,,,,,,,,-125.0,384.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,1,,,0,,,Deep
30-30,0-1,0-1,,3834720.0,1.0,,85,,7,Deuce,Yuta Shimizu,Far,,,,,,,,,,-141.0,485.0,Crosscourt,Backhand,,,,,,,,,,80.0,-490.0,,,,,1.0,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,Rudy Quan,1,,,Long
40-30,0-1,0-1,1.0,3835698.0,,,86,,1,Ad,Yuta Shimizu,Far,1.0,Wide,-106.0,-237.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,1st Serve In,Wide,
40-30,0-1,0-1,,3863800.0,,,86,,2,Ad,Yuta Shimizu,Far,,,,,,,,,,-242.0,-501.0,Down the Line,Backhand,,,,,,,,,,-2.0,384.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Deep
40-30,0-1,0-1,,3865531.0,,,86,,3,Deuce,Yuta Shimizu,Far,,,,,,,,,,-16.0,504.0,Crosscourt,Forehand,,,,,,,,,,144.0,-421.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,1,,,,0,,,Deep
40-30,0-1,0-1,,3866890.0,,,86,,4,Deuce,Yuta Shimizu,Far,,,,,,,,,,307.0,-549.0,Crosscourt,Forehand,,,,,,,,,,-64.0,218.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
40-30,0-1,0-1,,3868096.0,1.0,,86,,5,Deuce,Yuta Shimizu,Far,,,,,,,,,,-48.0,253.0,Down the Line,Backhand,,,,1.0,1.0,,,,,-101.0,-11.0,1.0,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,Yuta Shimizu,0,,,Short
40-40,0-1,0-1,1.0,3886340.0,,,87,,1,Deuce,Yuta Shimizu,Far,1.0,T,1.0,-236.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,1st Serve In,T,
40-40,0-1,0-1,,3891350.0,,,87,,2,Deuce,Yuta Shimizu,Far,,,,,,,,,,1.0,-563.0,Crosscourt,Backhand,,,,,,,,,,-76.0,366.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,1,,,,0,,,Deep
40-40,0-1,0-1,,3893600.0,1.0,,87,,3,Deuce,Yuta Shimizu,Far,,,,,,,,,,-71.0,354.0,Crosscourt,Forehand,,,,,,,,,,171.0,-316.0,,,1.0,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,1,,,Rudy Quan,1,,,
A-40,0-1,0-1,1.0,3898647.0,,,88,,1,Ad,Yuta Shimizu,Far,0.0,T,-12.0,-255.0,1.0,Body,-98.0,-222.0,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,2nd Serve In,Body,
A-40,0-1,0-1,,3926581.0,,,88,,2,Ad,Yuta Shimizu,Far,,,,,,,,,,-172.0,-435.0,Crosscourt,Backhand,,,,,,,,,,11.0,259.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
A-40,0-1,0-1,,3928855.0,,,88,,3,Ad,Yuta Shimizu,Far,,,,,,,,,,9.0,465.0,Crosscourt,Forehand,,,,,,,,,,-103.0,-380.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Deep
A-40,0-1,0-1,,3929595.0,,,88,,4,Ad,Yuta Shimizu,Far,,,,,,,,,,-148.0,-515.0,Crosscourt,Backhand,,,,,,,,,,129.0,233.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
A-40,0-1,0-1,,3930920.0,,,88,,5,Ad,Yuta Shimizu,Far,,,,,,,,,,171.0,473.0,Crosscourt,Forehand,,,,,,,,,,-151.0,-338.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
A-40,0-1,0-1,,3932295.0,,,88,,6,Ad,Yuta Shimizu,Far,,,,,,,,,,-202.0,-465.0,Down the Line,Backhand,,,,,,,,,,-74.0,435.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Deep
A-40,0-1,0-1,,3934229.0,,,88,,7,Deuce,Yuta Shimizu,Far,,,,,,,,,,-50.0,492.0,Crosscourt,Backhand,,,,,,,,,,30.0,-449.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Deep
A-40,0-1,0-1,,3935041.0,,,88,,8,Deuce,Yuta Shimizu,Far,,,,,,,,,,30.0,-547.0,Down the Line,Forehand,,,,,,,,,,129.0,259.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
A-40,0-1,0-1,,3936490.0,,,88,,9,Ad,Yuta Shimizu,Far,,,,,,,,,,129.0,476.0,Crosscourt,Forehand,,,,,,,,,,-52.0,-236.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
A-40,0-1,0-1,,3937686.0,,,88,,10,Ad,Yuta Shimizu,Far,,,,,,,,,,-98.0,-483.0,Down the Line,Backhand,,,,,,,,,,-108.0,235.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
A-40,0-1,0-1,,3939675.0,,,88,,11,Deuce,Yuta Shimizu,Far,,,,,,,,,,-92.0,492.0,Crosscourt,Backhand,,,,,,,,,,33.0,-287.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Short
A-40,0-1,0-1,,3941699.0,,,88,,12,Deuce,Yuta Shimizu,Far,,,,,,,,,,54.0,-475.0,Crosscourt,Forehand,,,,,,,,,,-84.0,233.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
A-40,0-1,0-1,,3942233.0,,,88,,13,Deuce,Yuta Shimizu,Far,,,,,,,,,,-127.0,535.0,Crosscourt,Backhand,,,,,,,,,,54.0,-359.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Deep
A-40,0-1,0-1,,3943328.0,,,88,,14,Deuce,Yuta Shimizu,Far,,,,,,,,,,73.0,-457.0,Down the Line,Forehand,,,,,,,,,,105.0,302.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Short
A-40,0-1,0-1,,3944651.0,,,88,,15,Ad,Yuta Shimizu,Far,,,,,,,,,,99.0,487.0,Crosscourt,Forehand,,,,,,,,,,-76.0,-415.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,,0,,,Deep
A-40,0-1,0-1,,3946217.0,,,88,,16,Ad,Yuta Shimizu,Far,,,,,,,,,,-74.0,-486.0,Crosscourt,Backhand,,,,,,,,,,83.0,438.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Rudy Quan,,,,,0,,,Deep
A-40,0-1,0-1,,3947518.0,1.0,,88,,17,Ad,Yuta Shimizu,Far,,,,,,,,,,78.0,487.0,Crosscourt,Forehand,,,,,,,,,,-167.0,-393.0,,1.0,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Rudy Quan,Yuta Shimizu,,,,Rudy Quan,1,,,
0-0,1-1,0-1,1.0,3984401.0,,,89,,1,Deuce,Rudy Quan,Near,1.0,Body,-100.0,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,1st Serve In,Body,
0-0,1-1,0-1,,3985462.0,,,89,,2,Deuce,Rudy Quan,Near,,,,,,,,,,-182.0,491.0,Crosscourt,Backhand,,,,,,,,,,63.0,-218.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Short
0-0,1-1,0-1,,3986875.0,,,89,,3,Deuce,Rudy Quan,Near,,,,,,,,,,87.0,-383.0,Down the Line,Forehand,,,,,,,,,,36.0,384.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Deep
0-0,1-1,0-1,,3987657.0,,,89,,4,Deuce,Rudy Quan,Near,,,,,,,,,,-4.0,491.0,Down the Line,Forehand,,,,,,,,,,-81.0,-266.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,1,,,0,,,Short
0-0,1-1,0-1,,3988844.0,,,89,,5,Ad,Rudy Quan,Near,,,,,,,,,,-73.0,-468.0,Crosscourt,Backhand,,,,,,,,,,52.0,414.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Deep
0-0,1-1,0-1,,3990626.0,,,89,,6,Ad,Rudy Quan,Near,,,,,,,,,,74.0,493.0,Down the Line,Forehand,,,,,,,,,,42.0,-263.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Short
0-0,1-1,0-1,,3991888.0,,,89,,7,Ad,Rudy Quan,Near,,,,,,,,,,-12.0,-495.0,Down the Line,Forehand,,,,,,,,,,-81.0,427.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,1,,,0,,,Deep
0-0,1-1,0-1,,3993135.0,1.0,,89,,8,Deuce,Rudy Quan,Near,,,,,,,,,,-113.0,488.0,Crosscourt,Backhand,,,,,,,,,,52.0,-487.0,,,,,1.0,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,Rudy Quan,1,,,Long
15-0,1-1,1-1,1.0,3994663.0,,,90,,1,Ad,Rudy Quan,Near,1.0,Body,68.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,1st Serve In,Body,
15-0,1-1,1-1,,4023523.0,,,90,,2,Ad,Rudy Quan,Near,,,,,,,,,,100.0,496.0,Down the Line,Backhand,,,,,,,,,,55.0,-271.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,1,,,0,,,Short
15-0,1-1,1-1,,4024636.0,,,90,,3,Deuce,Rudy Quan,Near,,,,,,,,,,31.0,-471.0,Down the Line,Forehand,,,,,,,,,,12.0,360.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,,,Deep
15-0,1-1,1-1,,4025746.0,1.0,,90,,4,Deuce,Rudy Quan,Near,,,,,,,,,,-36.0,493.0,Crosscourt,Forehand,,,,,,,,,,7.0,-479.0,,,,,1.0,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,1,,,Rudy Quan,1,,,Long
30-0,1-1,1-1,1.0,4027627.0,,,91,,1,Deuce,Rudy Quan,Near,1.0,Wide,-102.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,,0,1st Serve In,Wide,
30-0,1-1,1-1,,4055838.0,,,91,,2,Deuce,Rudy Quan,Near,,,,,,,,,,-177.0,488.0,Crosscourt,Backhand,,,,,,,,,,26.0,-418.0,,,,,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Yuta Shimizu,,,,,0,,,Deep
30-0,1-1,1-1,,4083109.0,1.0,,91,,3,Deuce,Rudy Quan,Near,,,,,,,,,,4.0,-484.0,Down the Line,Forehand,,,,,,,,,,74.0,-10.0,,,,1.0,,UCLA,5/31/24,,Little Rock Challenger,,,,,Rudy Quan,Yuta Shimizu,Right,Left,Quarter-final,Hard,,,Yuta Shimizu,Rudy Quan,,,,Yuta Shimizu,1,,,
