Name,pointNumber,setNum,gameNumber,player1Name,player2Name,pointScore,gameScore,setScore,tiebreakScore,side,serverName,returnerName,Position,pointEndPosition,Duration,pointWonBy,rallyCount,rallyCountFreq,firstServeIn,secondServeIn,serveResult,serveInPlacement,firstServeZone,secondServeZone,isAce,serverFarNear,firstServeXCoord,firstServeYCoord,secondServeXCoord,secondServeYCoord,returnDirection,returnFhBh,errorType,returnError,lastShotDirection,lastShotFhBh,lastShotHitBy,lastShotResult,isBreakPoint,atNetPlayer1,atNetPlayer2,isExcitingPoint,player1SetScore,player2SetScore,player1GameScore,player2GameScore,player1PointScore,player2PointScore,player1TiebreakScore,player2TiebreakScore,player1ServeResult,player1ServePlacement,player1ReturnPlacement,player1ReturnFhBh,player1LastShotPlacement,player1LastShotFhBh,player1LastShotResult,player2ServeResult,player2ServePlacement,player2ReturnPlacement,player2ReturnFhBh,player2LastShotPlacement,player2LastShotFhBh,player2LastShotResult,clientTeam,opponentTeam
"Set 1: 2-4, 0-0 Rudy Quan Serving",49,1,7,Rudy Quan,Yuta Shimizu,0-0,2-4,0-0,,Deuce,Rudy Quan,Yuta Shimizu,2157494.0,,,Rudy Quan,10,9 - 12,1,0,1st Serve In,Wide,Wide,,False,Far,128.0,-193.0,,,Down the Line,Backhand,Net,,Down the Line,Forehand,Yuta Shimizu,Error,False,,,,0,0,2,4,0,0,,,1st Serve In,Deuce: Wide,,,,,,,,Down the Line,Backhand,Down the Line,Forehand,Error,UCLA,
"Set 1: 2-4, 15-0 Rudy Quan Serving",50,1,7,Rudy Quan,Yuta Shimizu,15-0,2-4,0-0,,Ad,Rudy Quan,Yuta Shimizu,2180762.0,,,Rudy Quan,4,1 - 4,1,0,1st Serve In,Body,Body,,False,Far,-72.0,-174.0,,,Down the Line,Forehand,Wide Right,,Down the Line,Backhand,Yuta Shimizu,Error,False,,,,0,0,2,4,15,0,,,1st Serve In,Ad: Body,,,,,,,,Down the Line,Forehand,Down the Line,Backhand,Error,UCLA,
"Set 1: 2-4, 30-0 Rudy Quan Serving",51,1,7,Rudy Quan,Yuta Shimizu,30-0,2-4,0-0,,Deuce,Rudy Quan,Yuta Shimizu,2210040.0,,,Rudy Quan,3,1 - 4,1,0,1st Serve In,Wide,Wide,,False,Far,141.0,-153.0,,,Crosscourt,Backhand,,,Down the Line,Forehand,Rudy Quan,Winner,False,,,,0,0,2,4,30,0,,,1st Serve In,Deuce: Wide,,,Down the Line,Forehand,Winner,,,Crosscourt,Backhand,,,,UCLA,
"Set 1: 2-4, 40-0 Rudy Quan Serving",52,1,7,Rudy Quan,Yuta Shimizu,40-0,2-4,0-0,,Ad,Rudy Quan,Yuta Shimizu,2233530.0,,,Rudy Quan,4,1 - 4,1,0,1st Serve In,Body,Body,,False,Far,-75.0,-187.0,,,Crosscourt,Forehand,Net,,Crosscourt,Backhand,Yuta Shimizu,Error,False,,,,0,0,2,4,40,0,,,1st Serve In,Ad: Body,,,,,,,,Crosscourt,Forehand,Crosscourt,Backhand,Error,UCLA,
"Set 1: 3-4, 0-0 Yuta Shimizu Serving",53,1,8,Rudy Quan,Yuta Shimizu,0-0,3-4,0-0,,Deuce,Yuta Shimizu,Rudy Quan,2359606.0,,,Yuta Shimizu,7,5 - 8,1,0,1st Serve In,Body,Body,,False,Far,67.0,-174.0,,,Down the Line,Backhand,,,Crosscourt,Forehand,Yuta Shimizu,Winner,False,,,,0,0,3,4,0,0,,,,,Down the Line,Backhand,,,,1st Serve In,Deuce: Body,,,Crosscourt,Forehand,Winner,UCLA,
"Set 1: 3-4, 0-15 Yuta Shimizu Serving",54,1,8,Rudy Quan,Yuta Shimizu,0-15,3-4,0-0,,Ad,Yuta Shimizu,Rudy Quan,2371378.0,,,Rudy Quan,5,5 - 8,0,1,2nd Serve In,Wide,Wide,Wide,False,Far,-165.0,-190.0,-107.0,-210.0,Crosscourt,Backhand,Long,,Crosscourt,Forehand,Yuta Shimizu,Error,False,,,,0,0,3,4,0,15,,,,,Crosscourt,Backhand,,,,2nd Serve In,Ad: Wide,,,Crosscourt,Forehand,Error,UCLA,
"Set 1: 3-4, 15-15 Yuta Shimizu Serving",55,1,8,Rudy Quan,Yuta Shimizu,15-15,3-4,0-0,,Deuce,Yuta Shimizu,Rudy Quan,2422012.0,,,Rudy Quan,1,1 - 4,0,0,Double Fault,Body,T,Body,False,Far,3.0,-265.0,67.0,-255.0,,,,,,,Yuta Shimizu,,False,,,,0,0,3,4,15,15,,,,,,,,,,Double Fault,Deuce: Body,,,,,,UCLA,
"Set 1: 3-4, 30-15 Yuta Shimizu Serving",56,1,8,Rudy Quan,Yuta Shimizu,30-15,3-4,0-0,,Ad,Yuta Shimizu,Rudy Quan,2455493.0,,,Yuta Shimizu,5,5 - 8,1,0,1st Serve In,Body,Body,,False,Far,-85.0,-169.0,,,Crosscourt,Backhand,,,Down the Line,Forehand,Yuta Shimizu,Winner,False,,,,0,0,3,4,30,15,,,,,Crosscourt,Backhand,,,,1st Serve In,Ad: Body,,,Down the Line,Forehand,Winner,UCLA,
"Set 1: 3-4, 30-30 Yuta Shimizu Serving",57,1,8,Rudy Quan,Yuta Shimizu,30-30,3-4,0-0,,Deuce,Yuta Shimizu,Rudy Quan,2486011.0,,,Rudy Quan,8,5 - 8,1,0,1st Serve In,Wide,Wide,,False,Far,144.0,-209.0,,,Crosscourt,Forehand,,,Crosscourt,Backhand,Rudy Quan,Winner,False,,,,0,0,3,4,30,30,,,,,Crosscourt,Forehand,Crosscourt,Backhand,Winner,1st Serve In,Deuce: Wide,,,,,,UCLA,
"Set 1: 3-4, 40-30 Yuta Shimizu Serving",58,1,8,Rudy Quan,Yuta Shimizu,40-30,3-4,0-0,,Ad,Yuta Shimizu,Rudy Quan,2520591.0,,,Rudy Quan,9,9 - 12,1,0,1st Serve In,Body,Body,,False,Far,-80.0,-174.0,,,Crosscourt,Backhand,Wide Left,,Crosscourt,Backhand,Yuta Shimizu,Error,False,,,,0,0,3,4,40,30,,,,,Crosscourt,Backhand,,,,1st Serve In,Ad: Body,,,Crosscourt,Backhand,Error,UCLA,
"Set 1: 4-4, 0-0 Rudy Quan Serving",59,1,9,Rudy Quan,Yuta Shimizu,0-0,4-4,0-0,,Deuce,Rudy Quan,Yuta Shimizu,2600904.0,,,Rudy Quan,4,1 - 4,1,0,1st Serve In,Body,Body,,False,Near,-90.0,131.0,,,Crosscourt,Backhand,Net,,Crosscourt,Backhand,Yuta Shimizu,Error,False,,,,0,0,4,4,0,0,,,1st Serve In,Deuce: Body,,,,,,,,Crosscourt,Backhand,Crosscourt,Backhand,Error,UCLA,
"Set 1: 4-4, 15-0 Rudy Quan Serving",60,1,9,Rudy Quan,Yuta Shimizu,15-0,4-4,0-0,,Ad,Rudy Quan,Yuta Shimizu,2606612.0,,,Yuta Shimizu,13,13 +,1,0,1st Serve In,Body,Body,,False,Near,62.0,107.0,,,Crosscourt,Forehand,Net,,Down the Line,Backhand,Rudy Quan,Error,False,,,,0,0,4,4,15,0,,,1st Serve In,Ad: Body,,,Down the Line,Backhand,Error,,,Crosscourt,Forehand,,,,UCLA,
"Set 1: 4-4, 15-15 Rudy Quan Serving",61,1,9,Rudy Quan,Yuta Shimizu,15-15,4-4,0-0,,Deuce,Rudy Quan,Yuta Shimizu,2645399.0,,,Yuta Shimizu,5,5 - 8,1,0,1st Serve In,T,T,,False,Near,-29.0,112.0,,,Down the Line,Forehand,Wide Right,,Crosscourt,Backhand,Rudy Quan,Error,False,,,,0,0,4,4,15,15,,,1st Serve In,Deuce: T,,,Crosscourt,Backhand,Error,,,Down the Line,Forehand,,,,UCLA,
"Set 1: 4-4, 15-30 Rudy Quan Serving",62,1,9,Rudy Quan,Yuta Shimizu,15-30,4-4,0-0,,Ad,Rudy Quan,Yuta Shimizu,2681243.0,,,Yuta Shimizu,1,1 - 4,0,0,Double Fault,T,T,T,False,Near,6.0,328.0,-23.0,123.0,,,,,,,Rudy Quan,,False,,,,0,0,4,4,15,30,,,Double Fault,Ad: T,,,,,,,,,,,,,UCLA,
"Set 1: 4-4, 15-40 Rudy Quan Serving",63,1,9,Rudy Quan,Yuta Shimizu,15-40,4-4,0-0,,Deuce,Rudy Quan,Yuta Shimizu,2718195.0,,,Rudy Quan,4,1 - 4,1,0,1st Serve In,Body,Body,,False,Near,-98.0,109.0,,,Down the Line,Backhand,Wide Left,,Crosscourt,Forehand,Yuta Shimizu,Error,True,,,,0,0,4,4,15,40,,,1st Serve In,Deuce: Body,,,,,,,,Down the Line,Backhand,Crosscourt,Forehand,Error,UCLA,
"Set 1: 4-4, 30-40 Rudy Quan Serving",64,1,9,Rudy Quan,Yuta Shimizu,30-40,4-4,0-0,,Ad,Rudy Quan,Yuta Shimizu,2744580.0,,,Yuta Shimizu,15,13 +,1,0,1st Serve In,T,T,,False,Near,22.0,176.0,,,Down the Line,Forehand,Net,,Down the Line,Forehand,Rudy Quan,Error,True,,,,0,0,4,4,30,40,,,1st Serve In,Ad: T,,,Down the Line,Forehand,Error,,,Down the Line,Forehand,,,,UCLA,
"Set 1: 4-5, 0-0 Yuta Shimizu Serving",65,1,10,Rudy Quan,Yuta Shimizu,0-0,4-5,0-0,,Deuce,Yuta Shimizu,Rudy Quan,2911395.0,,,Rudy Quan,8,5 - 8,0,1,2nd Serve In,T,T,T,False,Near,-37.0,-179.0,-45.0,128.0,Crosscourt,Forehand,,,Down the Line,Forehand,Rudy Quan,Winner,False,,,,0,0,4,5,0,0,,,,,Crosscourt,Forehand,Down the Line,Forehand,Winner,2nd Serve In,Deuce: T,,,,,,UCLA,
"Set 1: 4-5, 15-0 Yuta Shimizu Serving",66,1,10,Rudy Quan,Yuta Shimizu,15-0,4-5,0-0,,Ad,Yuta Shimizu,Rudy Quan,2950219.0,,,Yuta Shimizu,1,1 - 4,1,0,1st Serve In,Wide,Wide,,True,Near,123.0,133.0,,,,,,,,,Yuta Shimizu,,False,,,,0,0,4,5,15,0,,,Ace,,,,,,,1st Serve In,Ad: Wide,,,,,,UCLA,
"Set 1: 4-5, 15-15 Yuta Shimizu Serving",67,1,10,Rudy Quan,Yuta Shimizu,15-15,4-5,0-0,,Deuce,Yuta Shimizu,Rudy Quan,2951233.0,,,Yuta Shimizu,7,5 - 8,1,0,1st Serve In,T,T,,False,Near,-18.0,171.0,,,Crosscourt,Backhand,,,Crosscourt,Forehand,Yuta Shimizu,Winner,False,,,,0,0,4,5,15,15,,,,,Crosscourt,Backhand,,,,1st Serve In,Deuce: T,,,Crosscourt,Forehand,Winner,UCLA,
"Set 1: 4-5, 15-30 Yuta Shimizu Serving",68,1,10,Rudy Quan,Yuta Shimizu,15-30,4-5,0-0,,Ad,Yuta Shimizu,Rudy Quan,2983869.0,,,Rudy Quan,5,5 - 8,0,1,2nd Serve In,Body,T,Body,False,Near,-26.0,117.0,65.0,133.0,Down the Line,Backhand,Long,,Down the Line,Forehand,Yuta Shimizu,Error,False,,,,0,0,4,5,15,30,,,,,Down the Line,Backhand,,,,2nd Serve In,Ad: Body,,,Down the Line,Forehand,Error,UCLA,
"Set 1: 4-5, 30-30 Yuta Shimizu Serving",69,1,10,Rudy Quan,Yuta Shimizu,30-30,4-5,0-0,,Deuce,Yuta Shimizu,Rudy Quan,3022064.0,,,Rudy Quan,11,9 - 12,1,0,1st Serve In,T,T,,False,Near,-45.0,128.0,,,Crosscourt,Backhand,Net,,Crosscourt,Backhand,Yuta Shimizu,Error,False,,,,0,0,4,5,30,30,,,,,Crosscourt,Backhand,,,,1st Serve In,Deuce: T,,,Crosscourt,Backhand,Error,UCLA,
"Set 1: 4-5, 40-30 Yuta Shimizu Serving",70,1,10,Rudy Quan,Yuta Shimizu,40-30,4-5,0-0,,Ad,Yuta Shimizu,Rudy Quan,3069292.0,,,Yuta Shimizu,14,13 +,0,1,2nd Serve In,Body,T,Body,False,Near,46.0,-112.0,89.0,149.0,Crosscourt,Backhand,Wide Right,,Down the Line,Forehand,Rudy Quan,Error,False,,,,0,0,4,5,40,30,,,,,Crosscourt,Backhand,Down the Line,Forehand,Error,2nd Serve In,Ad: Body,,,,,,UCLA,
"Set 1: 4-5, 40-40 Yuta Shimizu Serving",71,1,10,Rudy Quan,Yuta Shimizu,40-40,4-5,0-0,,Deuce,Yuta Shimizu,Rudy Quan,3125618.0,,,Rudy Quan,7,5 - 8,1,0,1st Serve In,Wide,Wide,,False,Near,-116.0,120.0,,,Crosscourt,Forehand,Long,,Crosscourt,Backhand,Yuta Shimizu,Error,True,,,,0,0,4,5,40,40,,,,,Crosscourt,Forehand,,,,1st Serve In,Deuce: Wide,,,Crosscourt,Backhand,Error,UCLA,
"Set 1: 4-5, A-40 Yuta Shimizu Serving",72,1,10,Rudy Quan,Yuta Shimizu,A-40,4-5,0-0,,Ad,Yuta Shimizu,Rudy Quan,3189112.0,,,Yuta Shimizu,3,1 - 4,1,0,1st Serve In,Wide,Wide,,False,Near,142.0,195.0,,,Crosscourt,Backhand,,,Down the Line,Forehand,Yuta Shimizu,Winner,False,,,,0,0,4,5,A,40,,,,,Crosscourt,Backhand,,,,1st Serve In,Ad: Wide,,,Down the Line,Forehand,Winner,UCLA,
"Set 1: 4-5, 40-40 Yuta Shimizu Serving",73,1,10,Rudy Quan,Yuta Shimizu,40-40,4-5,0-0,,Deuce,Yuta Shimizu,Rudy Quan,3193285.0,,,Yuta Shimizu,4,1 - 4,0,1,2nd Serve In,Body,Wide,Body,False,Near,-162.0,201.0,-71.0,228.0,Crosscourt,Forehand,Wide Left,,Down the Line,Forehand,Rudy Quan,Error,True,,,,0,0,4,5,40,40,,,,,Crosscourt,Forehand,Down the Line,Forehand,Error,2nd Serve In,Deuce: Body,,,,,,UCLA,
"Set 1: 4-5, 40-A Yuta Shimizu Serving",74,1,10,Rudy Quan,Yuta Shimizu,40-A,4-5,0-0,,Ad,Yuta Shimizu,Rudy Quan,3247288.0,,,Yuta Shimizu,2,1 - 4,1,0,1st Serve In,T,T,,False,Near,54.0,235.0,,,Crosscourt,Backhand,Wide Right,Wide Right,Crosscourt,Backhand,Rudy Quan,Error,False,,,,0,0,4,5,40,A,,,,,Crosscourt,Backhand,Crosscourt,Backhand,Error,1st Serve In,Ad: T,,,,,,UCLA,
"Set 2: 0-0, 0-0 Rudy Quan Serving",75,2,1,Rudy Quan,Yuta Shimizu,0-0,0-0,0-1,,Deuce,Rudy Quan,Yuta Shimizu,3402672.0,,,Yuta Shimizu,11,9 - 12,0,1,2nd Serve In,Body,Body,Body,False,Far,86.0,-258.0,78.0,-91.0,Crosscourt,Backhand,Wide Left,,Down the Line,Backhand,Rudy Quan,Error,False,,,,0,1,0,0,0,0,,,2nd Serve In,Deuce: Body,,,Down the Line,Backhand,Error,,,Crosscourt,Backhand,,,,UCLA,
"Set 2: 0-0, 0-15 Rudy Quan Serving",76,2,1,Rudy Quan,Yuta Shimizu,0-15,0-0,0-1,,Ad,Rudy Quan,Yuta Shimizu,3434462.0,,,Yuta Shimizu,2,1 - 4,1,0,1st Serve In,Body,Body,,False,Far,-77.0,-176.0,,,Down the Line,Backhand,,,Down the Line,Backhand,Yuta Shimizu,Winner,False,,,,0,1,0,0,0,15,,,1st Serve In,Ad: Body,,,,,,,,Down the Line,Backhand,Down the Line,Backhand,Winner,UCLA,
"Set 2: 0-0, 0-30 Rudy Quan Serving",77,2,1,Rudy Quan,Yuta Shimizu,0-30,0-0,0-1,,Deuce,Rudy Quan,Yuta Shimizu,3455808.0,,,Rudy Quan,2,1 - 4,1,0,1st Serve In,Body,Body,,False,Far,80.0,-181.0,,,Crosscourt,Backhand,Wide Left,Wide Left,Crosscourt,Backhand,Yuta Shimizu,Error,False,,,,0,1,0,0,0,30,,,1st Serve In,Deuce: Body,,,,,,,,Crosscourt,Backhand,Crosscourt,Backhand,Error,UCLA,
"Set 2: 0-0, 15-30 Rudy Quan Serving",78,2,1,Rudy Quan,Yuta Shimizu,15-30,0-0,0-1,,Ad,Rudy Quan,Yuta Shimizu,3474312.0,,,Yuta Shimizu,7,5 - 8,1,0,1st Serve In,Body,Body,,False,Far,-69.0,-237.0,,,Crosscourt,Forehand,Wide Right,,Down the Line,Forehand,Rudy Quan,Error,False,,,,0,1,0,0,15,30,,,1st Serve In,Ad: Body,,,Down the Line,Forehand,Error,,,Crosscourt,Forehand,,,,UCLA,
"Set 2: 0-0, 15-40 Rudy Quan Serving",79,2,1,Rudy Quan,Yuta Shimizu,15-40,0-0,0-1,,Deuce,Rudy Quan,Yuta Shimizu,3507888.0,,,Rudy Quan,4,1 - 4,1,0,1st Serve In,Body,Body,,False,Far,91.0,-232.0,,,Down the Line,Backhand,Wide Left,,Down the Line,Forehand,Yuta Shimizu,Error,True,,,,0,1,0,0,15,40,,,1st Serve In,Deuce: Body,,,,,,,,Down the Line,Backhand,Down the Line,Forehand,Error,UCLA,
"Set 2: 0-0, 30-40 Rudy Quan Serving",80,2,1,Rudy Quan,Yuta Shimizu,30-40,0-0,0-1,,Ad,Rudy Quan,Yuta Shimizu,3535076.0,,,Yuta Shimizu,3,1 - 4,1,0,1st Serve In,Wide,Wide,,False,Far,-125.0,-234.0,,,Crosscourt,Forehand,Wide Left,,Down the Line,Backhand,Rudy Quan,Error,True,Rudy Quan,,,0,1,0,0,30,40,,,1st Serve In,Ad: Wide,,,Down the Line,Backhand,Error,,,Crosscourt,Forehand,,,,UCLA,
"Set 2: 0-1, 0-0 Yuta Shimizu Serving",81,2,2,Rudy Quan,Yuta Shimizu,0-0,0-1,0-1,,Deuce,Yuta Shimizu,Rudy Quan,3632265.0,,,Yuta Shimizu,13,13 +,0,1,2nd Serve In,Wide,Wide,Wide,False,Far,184.0,0.0,152.0,-128.0,Crosscourt,Forehand,,,Crosscourt,Forehand,Yuta Shimizu,Winner,False,,,,0,1,0,1,0,0,,,,,Crosscourt,Forehand,,,,2nd Serve In,Deuce: Wide,,,Crosscourt,Forehand,Winner,UCLA,
"Set 2: 0-1, 0-15 Yuta Shimizu Serving",82,2,2,Rudy Quan,Yuta Shimizu,0-15,0-1,0-1,,Ad,Yuta Shimizu,Rudy Quan,3714447.0,,,Yuta Shimizu,2,1 - 4,1,0,1st Serve In,Wide,Wide,,False,Far,-141.0,-133.0,,,Down the Line,Backhand,Long,Long,Down the Line,Backhand,Rudy Quan,Error,False,,,,0,1,0,1,0,15,,,,,Down the Line,Backhand,Down the Line,Backhand,Error,1st Serve In,Ad: Wide,,,,,,UCLA,
"Set 2: 0-1, 0-30 Yuta Shimizu Serving",83,2,2,Rudy Quan,Yuta Shimizu,0-30,0-1,0-1,,Deuce,Yuta Shimizu,Rudy Quan,3740209.0,,,Rudy Quan,3,1 - 4,1,0,1st Serve In,Body,Body,,False,Far,96.0,-240.0,,,Crosscourt,Forehand,Wide Left,,Crosscourt,Forehand,Yuta Shimizu,Error,False,,,,0,1,0,1,0,30,,,,,Crosscourt,Forehand,,,,1st Serve In,Deuce: Body,,,Crosscourt,Forehand,Error,UCLA,
"Set 2: 0-1, 15-30 Yuta Shimizu Serving",84,2,2,Rudy Quan,Yuta Shimizu,15-30,0-1,0-1,,Ad,Yuta Shimizu,Rudy Quan,3756427.0,,,Rudy Quan,3,1 - 4,1,0,1st Serve In,T,T,,False,Far,-24.0,-179.0,,,Crosscourt,Forehand,Wide Right,,Crosscourt,Forehand,Yuta Shimizu,Error,False,,,,0,1,0,1,15,30,,,,,Crosscourt,Forehand,,,,1st Serve In,Ad: T,,,Crosscourt,Forehand,Error,UCLA,
"Set 2: 0-1, 30-30 Yuta Shimizu Serving",85,2,2,Rudy Quan,Yuta Shimizu,30-30,0-1,0-1,,Deuce,Yuta Shimizu,Rudy Quan,3785403.0,,,Rudy Quan,7,5 - 8,0,1,2nd Serve In,Body,Wide,Body,False,Far,229.0,0.0,102.0,-234.0,Crosscourt,Forehand,Long,,Crosscourt,Backhand,Yuta Shimizu,Error,False,,,,0,1,0,1,30,30,,,,,Crosscourt,Forehand,,,,2nd Serve In,Deuce: Body,,,Crosscourt,Backhand,Error,UCLA,
"Set 2: 0-1, 40-30 Yuta Shimizu Serving",86,2,2,Rudy Quan,Yuta Shimizu,40-30,0-1,0-1,,Ad,Yuta Shimizu,Rudy Quan,3835698.0,,,Yuta Shimizu,5,5 - 8,1,0,1st Serve In,Wide,Wide,,False,Far,-106.0,-237.0,,,Down the Line,Backhand,,,Down the Line,Backhand,Yuta Shimizu,Winner,False,,,,0,1,0,1,40,30,,,,,Down the Line,Backhand,,,,1st Serve In,Ad: Wide,,,Down the Line,Backhand,Winner,UCLA,
"Set 2: 0-1, 40-40 Yuta Shimizu Serving",87,2,2,Rudy Quan,Yuta Shimizu,40-40,0-1,0-1,,Deuce,Yuta Shimizu,Rudy Quan,3886340.0,,,Rudy Quan,3,1 - 4,1,0,1st Serve In,T,T,,False,Far,1.0,-236.0,,,Crosscourt,Backhand,Wide Left,,Crosscourt,Forehand,Yuta Shimizu,Error,True,,,,0,1,0,1,40,40,,,,,Crosscourt,Backhand,,,,1st Serve In,Deuce: T,,,Crosscourt,Forehand,Error,UCLA,
"Set 2: 0-1, A-40 Yuta Shimizu Serving",88,2,2,Rudy Quan,Yuta Shimizu,A-40,0-1,0-1,,Ad,Yuta Shimizu,Rudy Quan,3898647.0,,,Rudy Quan,17,13 +,0,1,2nd Serve In,Body,T,Body,False,Far,-12.0,-255.0,-98.0,-222.0,Crosscourt,Backhand,Wide Right,,Crosscourt,Forehand,Yuta Shimizu,Error,False,,,,0,1,0,1,A,40,,,,,Crosscourt,Backhand,,,,2nd Serve In,Ad: Body,,,Crosscourt,Forehand,Error,UCLA,
"Set 2: 1-1, 0-0 Rudy Quan Serving",89,2,3,Rudy Quan,Yuta Shimizu,0-0,1-1,0-1,,Deuce,Rudy Quan,Yuta Shimizu,3984401.0,,,Rudy Quan,8,5 - 8,1,0,1st Serve In,Body,Body,,False,Near,-100.0,187.0,,,Crosscourt,Backhand,Long,,Crosscourt,Backhand,Yuta Shimizu,Error,False,,,,0,1,1,1,0,0,,,1st Serve In,Deuce: Body,,,,,,,,Crosscourt,Backhand,Crosscourt,Backhand,Error,UCLA,
"Set 3: 1-1, 15-0 Rudy Quan Serving",90,3,3,Rudy Quan,Yuta Shimizu,15-0,1-1,1-1,,Ad,Rudy Quan,Yuta Shimizu,3994663.0,,,Rudy Quan,4,1 - 4,1,0,1st Serve In,Body,Body,,False,Near,68.0,118.0,,,Down the Line,Backhand,Long,,Crosscourt,Forehand,Yuta Shimizu,Error,False,,,,1,1,1,1,15,0,,,1st Serve In,Ad: Body,,,,,,,,Down the Line,Backhand,Crosscourt,Forehand,Error,UCLA,
"Set 3: 1-1, 30-0 Rudy Quan Serving",91,3,3,Rudy Quan,Yuta Shimizu,30-0,1-1,1-1,,Deuce,Rudy Quan,Yuta Shimizu,4027627.0,,,Yuta Shimizu,3,1 - 4,1,0,1st Serve In,Wide,Wide,,False,Near,-102.0,91.0,,,Crosscourt,Backhand,Net,,Down the Line,Forehand,Rudy Quan,Error,False,,,,1,1,1,1,30,0,,,1st Serve In,Deuce: Wide,,,Down the Line,Forehand,Error,,,Crosscourt,Backhand,,,,UCLA,
"Set 3: 1-1, 30-15 Rudy Quan Serving",92,3,3,Rudy Quan,Yuta Shimizu,30-15,1-1,1-1,,Ad,Rudy Quan,Yuta Shimizu,4087090.0,,,Yuta Shimizu,5,5 - 8,1,0,1st Serve In,Body,Body,,False,Near,71.0,184.0,,,Crosscourt,Forehand,Long,,Crosscourt,Forehand,Rudy Quan,Error,False,,,,1,1,1,1,30,15,,,1st Serve In,Ad: Body,,,Crosscourt,Forehand,Error,,,Crosscourt,Forehand,,,,UCLA,
"Set 3: 1-1, 30-30 Rudy Quan Serving",93,3,3,Rudy Quan,Yuta Shimizu,30-30,1-1,1-1,,Deuce,Rudy Quan,Yuta Shimizu,4120581.0,,,Yuta Shimizu,9,9 - 12,1,0,1st Serve In,Body,Body,,False,Near,-68.0,102.0,,,Crosscourt,Forehand,Long,,Down the Line,Forehand,Rudy Quan,Error,False,,,,1,1,1,1,30,30,,,1st Serve In,Deuce: Body,,,Down the Line,Forehand,Error,,,Crosscourt,Forehand,,,,UCLA,
"Set 3: 1-1, 30-40 Rudy Quan Serving",94,3,3,Rudy Quan,Yuta Shimizu,30-40,1-1,1-1,,Ad,Rudy Quan,Yuta Shimizu,4200059.0,,,Rudy Quan,6,5 - 8,1,0,1st Serve In,T,T,,False,Near,36.0,144.0,,,Down the Line,Backhand,Wide Right,,Down the Line,Backhand,Yuta Shimizu,Error,True,,,,1,1,1,1,30,40,,,1st Serve In,Ad: T,,,,,,,,Down the Line,Backhand,Down the Line,Backhand,Error,UCLA,
"Set 3: 1-1, 40-40 Rudy Quan Serving",95,3,3,Rudy Quan,Yuta Shimizu,40-40,1-1,1-1,,Deuce,Rudy Quan,Yuta Shimizu,4218110.0,,,Yuta Shimizu,3,1 - 4,1,0,1st Serve In,Body,Body,,False,Near,-97.0,107.0,,,Crosscourt,Backhand,Net,,Crosscourt,Forehand,Rudy Quan,Error,True,,,,1,1,1,1,40,40,,,1st Serve In,Deuce: Body,,,Crosscourt,Forehand,Error,,,Crosscourt,Backhand,,,,UCLA,
"Set 2: 1-1, 40-A Rudy Quan Serving",96,2,3,Rudy Quan,Yuta Shimizu,40-A,1-1,0-1,,Ad,Rudy Quan,Yuta Shimizu,4271770.0,,,Rudy Quan,8,5 - 8,1,0,1st Serve In,T,T,,False,Near,18.0,176.0,,,,,Wide Right,,Down the Line,Forehand,Yuta Shimizu,Error,False,,,,0,1,1,1,40,A,,,1st Serve In,Ad: T,,,,,,,,,,Down the Line,Forehand,Error,UCLA,
"Set 2: 1-1, 40-40 Rudy Quan Serving",97,2,3,Rudy Quan,Yuta Shimizu,40-40,1-1,0-1,,Deuce,Rudy Quan,Yuta Shimizu,4318491.0,,,Rudy Quan,2,1 - 4,1,0,1st Serve In,T,T,,False,Near,-38.0,184.0,,,Down the Line,Forehand,Long,Long,Down the Line,Forehand,Yuta Shimizu,Error,True,,,,0,1,1,1,40,40,,,1st Serve In,Deuce: T,,,,,,,,Down the Line,Forehand,Down the Line,Forehand,Error,UCLA,
"Set 2: 1-1, A-40 Rudy Quan Serving",98,2,3,Rudy Quan,Yuta Shimizu,A-40,1-1,0-1,,Ad,Rudy Quan,Yuta Shimizu,4355847.0,,,Yuta Shimizu,7,5 - 8,0,1,2nd Serve In,Body,T,Body,False,Near,23.0,-31.0,63.0,107.0,Crosscourt,Forehand,Long,,Down the Line,Forehand,Rudy Quan,Error,False,,,,0,1,1,1,A,40,,,2nd Serve In,Ad: Body,,,Down the Line,Forehand,Error,,,Crosscourt,Forehand,,,,UCLA,
"Set 2: 1-1, 40-40 Rudy Quan Serving",99,2,3,Rudy Quan,Yuta Shimizu,40-40,1-1,0-1,,Deuce,Rudy Quan,Yuta Shimizu,4374504.0,,,Yuta Shimizu,3,1 - 4,1,0,1st Serve In,Wide,Wide,,False,Near,-107.0,139.0,,,Crosscourt,Backhand,Net,,Down the Line,Forehand,Rudy Quan,Error,True,,,,0,1,1,1,40,40,,,1st Serve In,Deuce: Wide,,,Down the Line,Forehand,Error,,,Crosscourt,Backhand,,,,UCLA,
"Set 2: 1-1, 40-A Rudy Quan Serving",100,2,3,Rudy Quan,Yuta Shimizu,40-A,1-1,0-1,,Ad,Rudy Quan,Yuta Shimizu,4418400.0,,,Rudy Quan,9,9 - 12,0,1,2nd Serve In,Body,Body,Body,False,Near,98.0,-13.0,63.0,163.0,Down the Line,Backhand,,,Down the Line,Forehand,Rudy Quan,Winner,False,,,,0,1,1,1,40,A,,,2nd Serve In,Ad: Body,,,Down the Line,Forehand,Winner,,,Down the Line,Backhand,,,,UCLA,
