pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes
40-40,0-0,0-0,,494825.0,,,,,2,Deuce,Player1,Near,,,,,,,,,,-125.0,501.0,Down the Line,Forehand,,,,,,,,,,-101.0,-402.0,,,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,,496302.0,,,,,3,Ad,Player1,Near,,,,,,,,,,-101.0,-520.0,Crosscourt,Backhand,,,,,,,,,,48.0,408.0,,,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,,498198.0,,,,,4,Ad,Player1,Near,,,,,,,,,,86.0,552.0,Crosscourt,Forehand,,,,,,,,,,-123.0,-288.0,,,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,,498989.0,,,,,5,Ad,Player1,Near,,,,,,,,,,-207.0,-522.0,Crosscourt,Backhand,,,,,,,,,,37.0,373.0,,,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,,501166.0,1.0,,,,6,Ad,Player1,Near,,,,,,,,,,16.0,477.0,Crosscourt,Forehand,,,,,,,,,,-179.0,-280.0,,1.0,,,,,,,,,,,,,,,,,,
A-40,0-0,0-0,1.0,506603.0,,,,,1,Ad,Player1,Near,1.0,T,8.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-40,0-0,0-0,,531816.0,,,,,2,Ad,Player1,Near,,,,,,,,,,11.0,512.0,Crosscourt,Backhand,,,,,,,1.0,,,-16.0,-85.0,,,,,,,,,,,,,,,,,,,,
A-40,0-0,0-0,,532298.0,,,,,3,Ad,Player1,Near,,,,,,,,,,-34.0,-101.0,Crosscourt,Forehand,,,,,,,1.0,,,138.0,429.0,,,,,,,,,,,,,,,,,,,,
A-40,0-0,0-0,,534505.0,,,,,4,Ad,Player1,Near,,,,,,,,,,182.0,493.0,Crosscourt,Forehand,,,,,,,1.0,,1.0,-83.0,-93.0,,,,,,,,,,,,,,,,,,,,
A-40,0-0,0-0,,535206.0,1.0,,,,5,Ad,Player1,Near,,,,,,,,,,-98.0,-104.0,Down the Line,Backhand,,1.0,,,,,1.0,,,-261.0,370.0,,,1.0,,,,,,,,,,,,,,,,,
