pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isLet,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
15-0,5-6,0-0,1.0,3016692,1.0,3048129.0,65,,1,Ad,Aadarsh Tripathi,Far,0.0,Body,-84.0,11.0,0.0,Wide,26.0,-205.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,1,Theo Dean,,Double Fault,Wide,
15-15,5-6,0-0,1.0,3050299,,,66,,1,Deuce,Aadarsh Tripathi,Far,0.0,Wide,132.0,23.0,1.0,T,39.0,-222.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,,,2nd Serve In,T,
15-15,5-6,0-0,,3084045,,,66,,2,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,52.0,-366.0,Crosscourt,Backhand,,,,,,,,,,-134.0,369.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,1.0,,,,,,,Deep
15-15,5-6,0-0,,3084853,,,66,,3,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-204.0,527.0,Down the Line,Forehand,,,,,,,,,,-92.0,-283.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
15-15,5-6,0-0,,3086287,,,66,,4,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-97.0,-383.0,Crosscourt,Backhand,,,,,,,,,,114.0,382.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,,,,,,,,Deep
15-15,5-6,0-0,,3087569,,,66,,5,Ad,Aadarsh Tripathi,Far,,,,,,,,,,162.0,556.0,Crosscourt,Backhand,,,,,,,,,,-89.0,-277.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
15-15,5-6,0-0,,3088824,,,66,,6,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-113.0,-375.0,Down the Line,Backhand,,,,,,,,,,-118.0,398.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,,,,,,,,Deep
15-15,5-6,0-0,,3090159,1.0,3101144.0,66,,7,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-129.0,521.0,Down the Line,Forehand,,,,,,,,,,-169.0,-376.0,,1.0,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,Theo Dean,1,,,
15-30,5-6,0-0,1.0,3117687,,,67,,1,Ad,Aadarsh Tripathi,Far,0.0,Body,-78.0,-270.0,1.0,Wide,-132.0,-221.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,,,2nd Serve In,Wide,
15-30,5-6,0-0,,3129876,,,67,,2,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-172.0,-347.0,Down the Line,Backhand,,,,,,,,,,-22.0,426.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,,,,,,,,Deep
15-30,5-6,0-0,,3130898,,,67,,3,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-49.0,528.0,Crosscourt,Forehand,,,,,,,,,,76.0,-275.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
15-30,5-6,0-0,,3131956,,,67,,4,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,148.0,-429.0,Crosscourt,Forehand,,,,,,,,,,-20.0,282.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,,,,,,,,Short
15-30,5-6,0-0,,3133424,1.0,3136430.0,67,,5,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-33.0,411.0,Down the Line,Forehand,,,,,,,,,,-132.0,-369.0,1.0,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,Aadarsh Tripathi,,,,Deep
30-30,5-6,0-0,1.0,3147428,,,68,,1,Deuce,Aadarsh Tripathi,Far,1.0,Wide,122.0,-212.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,,,1st Serve In,Wide,
30-30,5-6,0-0,,3165625,,,68,,2,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,180.0,-500.0,Crosscourt,Forehand,,,,,,,,,,-52.0,409.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,,,,,,,,Deep
30-30,5-6,0-0,,3166666,,,68,,3,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-73.0,490.0,Down the Line,Forehand,,,,,,,,,,-148.0,-266.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
30-30,5-6,0-0,,3167443,,,68,,4,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-172.0,-538.0,Crosscourt,Backhand,,,,,,,,,,79.0,265.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,,,,,,,,Short
30-30,5-6,0-0,,3169333,,,68,,5,Ad,Aadarsh Tripathi,Far,,,,,,,,,,151.0,527.0,Down the Line,Backhand,,,,,,,,,,100.0,-330.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
30-30,5-6,0-0,,3170431,,,68,,6,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,148.0,-551.0,Crosscourt,Forehand,,,,,,,,,,-25.0,230.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,,,,,,,,Short
30-30,5-6,0-0,,3171596,,,68,,7,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-54.0,441.0,Down the Line,Forehand,,,,,,,,,,-124.0,-336.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
30-30,5-6,0-0,,3172726,1.0,3175266.0,68,,8,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-145.0,-532.0,Down the Line,Backhand,,,,,,,,,,-84.0,-24.0,,,,1.0,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,,,,Aadarsh Tripathi,1,,,
40-30,5-6,0-0,1.0,3198125,,,69,,1,Ad,Aadarsh Tripathi,Far,1.0,Wide,-132.0,-225.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,,,1st Serve In,Wide,
40-30,5-6,0-0,,3207414,,,69,,2,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-190.0,-505.0,Crosscourt,Backhand,,,,,,,,,,10.0,433.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,,,,,,,,Deep
40-30,5-6,0-0,,3210270,,,69,,3,Ad,Aadarsh Tripathi,Far,,,,,,,,,,4.0,527.0,Crosscourt,Forehand,,,,,,,,,,-44.0,-401.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,1.0,,,,,,,Deep
40-30,5-6,0-0,,3210697,,,69,,4,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-78.0,-419.0,Crosscourt,Forehand,,,,,,,,,,138.0,233.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,1.0,,,,,,,Short
40-30,5-6,0-0,,3211637,,,69,,5,Ad,Aadarsh Tripathi,Far,,,,,,,,,,138.0,477.0,Down the Line,Backhand,,,,,,,,1.0,,92.0,-49.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
40-30,5-6,0-0,,3212992,1.0,3214639.0,69,,6,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,127.0,-57.0,Crosscourt,Forehand,,1.0,,,1.0,,,1,,-81.0,36.0,1.0,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,,,,Theo Dean,,,,Short
40-40,5-6,0-0,1.0,3231766,,,70,1.0,1,Ad,Aadarsh Tripathi,Far,0.0,Wide,-174.0,-220.0,1.0,Body,-73.0,-214.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,,,2nd Serve In,Body,
40-40,5-6,0-0,,3256695,,,70,,2,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-86.0,-382.0,Crosscourt,Backhand,,,,,,,,,,58.0,428.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,,,,,,,,Deep
40-40,5-6,0-0,,3257963,,,70,,3,Ad,Aadarsh Tripathi,Far,,,,,,,,,,52.0,495.0,Crosscourt,Backhand,,,,,,,,,,-12.0,-385.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,,,,,Deep
40-40,5-6,0-0,,3259320,,,70,,4,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-25.0,-486.0,Crosscourt,Forehand,,,,,,,,,,42.0,271.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,1.0,,,,,,,Short
40-40,5-6,0-0,,3260264,,,70,,5,Ad,Aadarsh Tripathi,Far,,,,,,,,,,39.0,493.0,Crosscourt,Backhand,,,,,,,,,,-30.0,-260.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
40-40,5-6,0-0,,3261953,,,70,,6,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-33.0,-435.0,Down the Line,Forehand,,,,,,,,,,-52.0,290.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,,1.0,,,,,,Short
40-40,5-6,0-0,,3263239,1.0,3264974.0,70,,7,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-57.0,501.0,Down the Line,Forehand,,,,,,,,,,-180.0,-246.0,,1.0,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,Theo Dean,1,,,
0-0,0-0,0-1,1.0,3295115,,,71,,1,Deuce,Theo Dean,Near,1.0,T,-28.0,229.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,,,,,1st Serve In,T,
0-0,0-0,0-1,,3417478,,,71,,2,Deuce,Theo Dean,Near,,,,,,,,,,-78.0,507.0,Down the Line,Backhand,,,,,,,,,,-97.0,-273.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Aadarsh Tripathi,,1.0,,,,,,Short
0-0,0-0,0-1,,3418938,,,71,,3,Ad,Theo Dean,Near,,,,,,,,,,-78.0,-408.0,Crosscourt,Backhand,,,,,,,,,,55.0,226.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
0-0,0-0,0-1,,3420053,,,71,,4,Ad,Theo Dean,Near,,,,,,,,,,60.0,493.0,Crosscourt,Backhand,,,,,,,,,,-30.0,-379.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Deep
0-0,0-0,0-1,,3421490,,,71,,5,Ad,Theo Dean,Near,,,,,,,,,,-33.0,-493.0,Down the Line,Forehand,,,,,,,,,,-86.0,269.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,1.0,,,,,,Short
0-0,0-0,0-1,,3422485,,,71,,6,Deuce,Theo Dean,Near,,,,,,,,,,-100.0,499.0,Crosscourt,Forehand,,,,,,,,,,37.0,-323.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
0-0,0-0,0-1,,3423739,,,71,,7,Deuce,Theo Dean,Near,,,,,,,,,,55.0,-499.0,Down the Line,Forehand,,,,,,,,,,119.0,226.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
0-0,0-0,0-1,,3424721,,,71,,8,Ad,Theo Dean,Near,,,,,,,,,,127.0,491.0,Crosscourt,Backhand,,,,,,,,,,-19.0,-420.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Deep
0-0,0-0,0-1,,3426582,,,71,,9,Ad,Theo Dean,Near,,,,,,,,,,-22.0,-521.0,Crosscourt,Forehand,,,,,,,,,,143.0,215.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,1.0,,,,,,,Short
0-0,0-0,0-1,,3428467,1.0,3430224.0,71,,10,Ad,Theo Dean,Near,,,,,,,,,,149.0,501.0,Crosscourt,Backhand,1.0,,,,,,,,,-230.0,-268.0,,1.0,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Aadarsh Tripathi,,,,Theo Dean,1,,,
15-0,0-0,0-1,1.0,3435536,,,72,,1,Ad,Theo Dean,Near,1.0,T,23.0,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,,,,,1st Serve In,T,
15-0,0-0,0-1,,3455766,,,72,,2,Ad,Theo Dean,Near,,,,,,,,,,29.0,511.0,Crosscourt,Forehand,,,,,,,,,1.0,-60.0,-207.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Aadarsh Tripathi,1.0,,,,,,,Short
15-0,0-0,0-1,,3457527,1.0,3460650.0,72,,3,Ad,Theo Dean,Near,,,,,,,,,,-52.0,-193.0,Crosscourt,Forehand,,,1.0,,,,,1,,140.0,221.0,1.0,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,1.0,,,Theo Dean,,,,Short
30-0,0-0,0-1,1.0,3463583,,,73,,1,Deuce,Theo Dean,Near,1.0,Wide,-116.0,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,,,,,1st Serve In,Wide,
30-0,0-0,0-1,,3490761,,,73,,2,Deuce,Theo Dean,Near,,,,,,,,,,-134.0,495.0,Crosscourt,Forehand,,,,,,,,,,23.0,-420.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Deep
30-0,0-0,0-1,,3491958,1.0,3499334.0,73,,3,Deuce,Theo Dean,Near,,,,,,,,,,42.0,-486.0,Crosscourt,Forehand,,,,,,,,,,-180.0,503.0,,,1.0,,1.0,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,,,Aadarsh Tripathi,1,,,
30-15,0-0,0-1,1.0,3505612,,,74,,1,Ad,Theo Dean,Near,0.0,Wide,178.0,218.0,1.0,Body,92.0,228.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,,,,,2nd Serve In,Body,
30-15,0-0,0-1,,3530585,,,74,,2,Ad,Theo Dean,Near,,,,,,,,,,119.0,493.0,Crosscourt,Backhand,,,,,,,,,,-78.0,-212.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
30-15,0-0,0-1,,3531970,1.0,3534603.0,74,,3,Ad,Theo Dean,Near,,,,,,,,,,-81.0,-329.0,Crosscourt,Backhand,,,,,1.0,,,,,108.0,52.0,1.0,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,,,Theo Dean,,,,Short
40-15,0-0,0-1,1.0,3542655,,,75,,1,Deuce,Theo Dean,Near,0.0,Body,-81.0,364.0,1.0,T,-12.0,228.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,,,,,2nd Serve In,T,
40-15,0-0,0-1,,3568584,,,75,,2,Deuce,Theo Dean,Near,,,,,,,,,,-62.0,429.0,Crosscourt,Backhand,,,,,,,,,,4.0,-428.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Aadarsh Tripathi,1.0,,,,,,,Deep
40-15,0-0,0-1,,3569937,,,75,,3,Deuce,Theo Dean,Near,,,,,,,,,,15.0,-475.0,Down the Line,Forehand,,,,,,,,,,106.0,423.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,,,,,,,Deep
40-15,0-0,0-1,,3571162,,,75,,4,Ad,Theo Dean,Near,,,,,,,,,,87.0,491.0,Down the Line,Backhand,,,,,,,,,,135.0,-278.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
40-15,0-0,0-1,,3572200,,,75,,5,Deuce,Theo Dean,Near,,,,,,,,,,204.0,-518.0,Down the Line,Forehand,,,,,,,,,,68.0,396.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,,,,,,,Deep
40-15,0-0,0-1,,3573345,1.0,3574627.0,75,,6,Ad,Theo Dean,Near,,,,,,,,,,50.0,512.0,Crosscourt,Backhand,,,,,,,,,,-198.0,-294.0,,1.0,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Aadarsh Tripathi,,,,Theo Dean,1,,,
0-0,0-1,0-1,1.0,3635544,,,76,,1,Deuce,Aadarsh Tripathi,Near,0.0,T,-28.0,352.0,1.0,T,-36.0,190.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,2nd Serve In,T,
0-0,0-1,0-1,,3646536,,,76,,2,Deuce,Aadarsh Tripathi,Near,,,,,,,,,,-84.0,477.0,Down the Line,Backhand,,,,,,,,,,-25.0,-347.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,1.0,,,,,,Short
