pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isLet,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
40-40,3-4,0-0,,2387522,,,50,,3,Ad,Aadarsh Tripathi,Far,,,,,,,,,,75.0,554.0,Crosscourt,Forehand,,,,,,,,,,-109.0,-114.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,1.0,,,,,,,Short
40-40,3-4,0-0,,2388446,1.0,2389815.0,50,,4,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-176.0,-268.0,Down the Line,Backhand,,,,,,,,,,-112.0,-2.0,,,,1.0,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,Aadarsh Tripathi,1,,,
0-0,4-4,0-0,1.0,2417455,,,51,,1,Deuce,Theo Dean,Near,0.0,Wide,-171.0,244.0,1.0,Body,-77.0,188.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,2nd Serve In,Body,
0-0,4-4,0-0,,2439958,1.0,2441624.0,51,,2,Deuce,Theo Dean,Near,,,,,,,,,,-99.0,511.0,Crosscourt,Forehand,,,,,,,,,,182.0,-318.0,,,1.0,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,Theo Dean,1,,,
15-0,4-4,0-0,1.0,2460056,,,52,,1,Ad,Theo Dean,Near,1.0,T,37.0,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,1st Serve In,T,
15-0,4-4,0-0,,2462882,,,52,,2,Ad,Theo Dean,Near,,,,,,,,,,37.0,578.0,Crosscourt,Forehand,,,,,,,,,,-13.0,-314.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,1.0,,,,,,,Short
15-0,4-4,0-0,,2464292,,,52,,3,Ad,Theo Dean,Near,,,,,,,,,,-5.0,-521.0,Down the Line,Forehand,,,,,,,,,,-51.0,209.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,1.0,,,,,,Short
15-0,4-4,0-0,,2465167,,,52,,4,Deuce,Theo Dean,Near,,,,,,,,,,-48.0,546.0,Crosscourt,Forehand,,,,,,,,,,85.0,-332.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
15-0,4-4,0-0,,2466217,,,52,,5,Deuce,Theo Dean,Near,,,,,,,,,,120.0,-494.0,Down the Line,Forehand,,,,,,,,,,91.0,383.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Deep
15-0,4-4,0-0,,2467723,,,52,,6,Ad,Theo Dean,Near,,,,,,,,,,118.0,506.0,Down the Line,Backhand,,,,,,,,,,123.0,-284.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
15-0,4-4,0-0,,2468821,,,52,,7,Deuce,Theo Dean,Near,,,,,,,,,,198.0,-532.0,Crosscourt,Forehand,,,,,,,,,,-125.0,225.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
15-0,4-4,0-0,,2469948,1.0,2471215.0,52,,8,Deuce,Theo Dean,Near,,,,,,,,,,-205.0,514.0,Down the Line,Forehand,,,,,,,,,,-29.0,1.0,,,,1.0,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,Theo Dean,1,,,
30-0,4-4,0-0,1.0,2493098,,,53,,1,Deuce,Theo Dean,Near,1.0,Body,-69.0,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,1st Serve In,Body,
30-0,4-4,0-0,,2495912,1.0,2497505.0,53,,2,Deuce,Theo Dean,Near,,,,,,,,,,-173.0,503.0,Down the Line,Forehand,,,,,,,,,,-176.0,185.0,,1.0,,1.0,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,Theo Dean,1,,,
40-0,4-4,0-0,1.0,2518415,,,54,,1,Ad,Theo Dean,Near,1.0,Wide,110.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,1st Serve In,Wide,
40-0,4-4,0-0,,2520917,,,54,,2,Ad,Theo Dean,Near,,,,,,,,,,139.0,522.0,Crosscourt,Backhand,,,,,,,,,,-67.0,-116.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
40-0,4-4,0-0,,2522511,1.0,2523863.0,54,,3,Ad,Theo Dean,Near,,,,,,,,,,-168.0,-244.0,Down the Line,Forehand,,,,,,,,,,-133.0,340.0,1.0,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,1.0,,Theo Dean,,,,Short
0-0,4-5,0-0,1.0,2591798,,,55,,1,Deuce,Aadarsh Tripathi,Near,1.0,T,-20.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,,,1st Serve In,T,
0-0,4-5,0-0,,2619974,1.0,2620899.0,55,,2,Deuce,Aadarsh Tripathi,Near,,,,,,,,,,-54.0,554.0,Down the Line,Backhand,,,,,,,,,,-84.0,21.0,,,,1.0,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,,1.0,,Aadarsh Tripathi,1,,,
15-0,4-5,0-0,1.0,2623861,,,56,,1,Ad,Aadarsh Tripathi,Near,0.0,T,18.0,267.0,1.0,Wide,148.0,227.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,,,2nd Serve In,Wide,
15-0,4-5,0-0,,2653315,,,56,,2,Ad,Aadarsh Tripathi,Near,,,,,,,,,,154.0,543.0,Down the Line,Backhand,,,,,,,,,,130.0,-398.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,,,,,,,,Deep
15-0,4-5,0-0,,2654277,,,56,,3,Deuce,Aadarsh Tripathi,Near,,,,,,,,,,164.0,-557.0,Crosscourt,Forehand,,,,,,,,,,-57.0,407.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,,,,,Deep
15-0,4-5,0-0,,2655640,,,56,,4,Deuce,Aadarsh Tripathi,Near,,,,,,,,,,-81.0,552.0,Crosscourt,Forehand,,,,,,,,,,82.0,-375.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,,,,,,,,Deep
15-0,4-5,0-0,,2656500,,,56,,5,Deuce,Aadarsh Tripathi,Near,,,,,,,,,,106.0,-512.0,Down the Line,Forehand,,,,,,,,,,119.0,89.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
15-0,4-5,0-0,,2659732,1.0,2660601.0,56,,6,Ad,Aadarsh Tripathi,Near,,,,,,,,,,119.0,150.0,Down the Line,Backhand,,,,,,,,1,,127.0,28.0,,,,1.0,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,,,,Aadarsh Tripathi,1,,,
30-0,4-5,0-0,1.0,2664160,,,57,,1,Deuce,Aadarsh Tripathi,Near,1.0,Wide,-126.0,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,,,1st Serve In,Wide,
30-0,4-5,0-0,,2687686,1.0,2692794.0,57,,2,Deuce,Aadarsh Tripathi,Near,,,,,,,,,,-190.0,564.0,Down the Line,Forehand,,,,,,,,,,-129.0,-473.0,,,,,1.0,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,,,,Aadarsh Tripathi,1,,,Long
40-0,4-5,0-0,1.0,2695332,,,58,,1,Ad,Aadarsh Tripathi,Near,0.0,T,-18.0,261.0,1.0,Wide,121.0,224.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,,,2nd Serve In,Wide,
40-0,4-5,0-0,,2716617,,,58,,2,Ad,Aadarsh Tripathi,Near,,,,,,,,,,137.0,511.0,Down the Line,Backhand,,,,,,,,,,6.0,-286.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,,,,,,,,Short
40-0,4-5,0-0,,2717563,,,58,,3,Ad,Aadarsh Tripathi,Near,,,,,,,,,,-7.0,-503.0,Crosscourt,Forehand,,,,,,,,,,113.0,381.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,1.0,,,,,,,Deep
40-0,4-5,0-0,,2719053,1.0,2720255.0,58,,4,Ad,Aadarsh Tripathi,Near,,,,,,,,,,135.0,549.0,Down the Line,Backhand,,,,,,,,,,185.0,-227.0,,,1.0,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,,,,Aadarsh Tripathi,1,,,
0-0,5-5,0-0,1.0,2731886,,,59,,1,Deuce,Theo Dean,Far,1.0,Wide,129.0,-211.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,,,,,1st Serve In,Wide,
0-0,5-5,0-0,,2750267,,,59,,2,Deuce,Theo Dean,Far,,,,,,,,,,188.0,-503.0,Crosscourt,Forehand,,,,,,,,,,-68.0,379.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Deep
0-0,5-5,0-0,,2751489,,,59,,3,Deuce,Theo Dean,Far,,,,,,,,,,-111.0,532.0,Crosscourt,Forehand,,,,,,,,,,22.0,-347.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
0-0,5-5,0-0,,2752572,,,59,,4,Deuce,Theo Dean,Far,,,,,,,,,,92.0,-505.0,Crosscourt,Forehand,,,,,,,,,,-143.0,203.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
0-0,5-5,0-0,,2753578,,,59,,5,Deuce,Theo Dean,Far,,,,,,,,,,-188.0,517.0,Crosscourt,Forehand,,,,,,,,,,60.0,-414.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,,,,,,,Deep
0-0,5-5,0-0,,2754979,,,59,,6,Deuce,Theo Dean,Far,,,,,,,,,,76.0,-519.0,Down the Line,Forehand,,,,,,,,,,79.0,272.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
0-0,5-5,0-0,,2756242,,,59,,7,Ad,Theo Dean,Far,,,,,,,,,,28.0,516.0,Down the Line,Backhand,,,,,,,,,,135.0,-334.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
0-0,5-5,0-0,,2757743,1.0,2760165.0,59,,8,Deuce,Theo Dean,Far,,,,,,,,,,244.0,-495.0,Down the Line,Forehand,,,,,,,,,,172.0,357.0,,1.0,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Aadarsh Tripathi,,,,Theo Dean,1,,,
15-0,5-5,0-0,1.0,2765771,,,60,,1,Ad,Theo Dean,Far,0.0,Wide,-116.0,-272.0,1.0,Wide,-119.0,-203.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,,,,,2nd Serve In,Wide,
15-0,5-5,0-0,,2798819,,,60,,2,Ad,Theo Dean,Far,,,,,,,,,,-178.0,-297.0,Crosscourt,Backhand,,,,,,,,,,119.0,429.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Deep
15-0,5-5,0-0,,2800782,,,60,,3,Ad,Theo Dean,Far,,,,,,,,,,111.0,487.0,Down the Line,Backhand,,,,,,,,,,100.0,-358.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,,,,,,,Deep
15-0,5-5,0-0,,2801709,,,60,,4,Deuce,Theo Dean,Far,,,,,,,,,,108.0,-428.0,Down the Line,Forehand,,,,,,,,,,135.0,416.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Deep
15-0,5-5,0-0,,2803107,,,60,,5,Ad,Theo Dean,Far,,,,,,,,,,140.0,532.0,Crosscourt,Backhand,,,,,,,1.0,,,-76.0,-94.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
15-0,5-5,0-0,,2803644,,,60,,6,Ad,Theo Dean,Far,,,,,,,,,,-76.0,-87.0,Down the Line,Backhand,,1.0,,,,,1,,,-39.0,261.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
15-0,5-5,0-0,,2805096,1.0,2808245.0,60,,7,Deuce,Theo Dean,Far,,,,,,,,,,-50.0,439.0,Crosscourt,Forehand,,,,,,,,,,143.0,-493.0,,,,,1.0,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,,,Aadarsh Tripathi,1,,,Long
15-15,5-5,0-0,1.0,2809432,,,61,,1,Deuce,Theo Dean,Far,1.0,T,36.0,-221.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,,,,,1st Serve In,T,
15-15,5-5,0-0,,2835639,,,61,,2,Deuce,Theo Dean,Far,,,,,,,,,,84.0,-487.0,Down the Line,Backhand,,,,,,,,,,135.0,288.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Aadarsh Tripathi,,1.0,,,,,,Short
15-15,5-5,0-0,,2836912,,,61,,3,Ad,Theo Dean,Far,,,,,,,,,,164.0,511.0,Crosscourt,Backhand,,,,,,,,,,-71.0,-272.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
15-15,5-5,0-0,,2838153,,,61,,4,Ad,Theo Dean,Far,,,,,,,,,,-218.0,-502.0,Down the Line,Backhand,,,,,,,,,,-12.0,283.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Short
15-15,5-5,0-0,,2839441,,,61,,5,Ad,Theo Dean,Far,,,,,,,,,,76.0,424.0,Down the Line,Forehand,,,,,,,,,,108.0,-274.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,1.0,,,,,,Short
15-15,5-5,0-0,,2840485,1.0,2845852.0,61,,6,Deuce,Theo Dean,Far,,,,,,,,,,183.0,-539.0,Down the Line,Forehand,,,,,,,,,,148.0,489.0,,,,,1.0,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Aadarsh Tripathi,,,,Theo Dean,1,,,Long
30-15,5-5,0-0,1.0,2847192,,,62,,1,Ad,Theo Dean,Far,0.0,Body,-60.0,-261.0,1.0,T,-23.0,-208.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,,,,,2nd Serve In,T,
30-15,5-5,0-0,,2885904,1.0,2887052.0,62,,2,Ad,Theo Dean,Far,,,,,,,,,,-66.0,-359.0,Down the Line,Forehand,1.0,,,,,,,,,-26.0,-32.0,,,,1.0,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Aadarsh Tripathi,,1.0,,Theo Dean,1,,,
40-15,5-5,0-0,1.0,2898995,,,63,,1,Deuce,Theo Dean,Far,1.0,Wide,137.0,-219.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Theo Dean,,,,,,1st Serve In,Wide,
40-15,5-5,0-0,,2907562,1.0,2909864.0,63,,2,Deuce,Theo Dean,Far,,,,,,,,,,193.0,-481.0,Crosscourt,Forehand,,,,,,,,,,-196.0,365.0,,,1.0,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Aadarsh Tripathi,Aadarsh Tripathi,,,,Theo Dean,1,,,
0-0,5-6,0-0,1.0,2923458,,,64,,1,Deuce,Aadarsh Tripathi,Far,0.0,T,-36.0,24.0,1.0,T,23.0,-220.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,,,2nd Serve In,T,
0-0,5-6,0-0,,3007467,,,64,,2,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,74.0,-385.0,Crosscourt,Backhand,,,,,,,,,,-38.0,307.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,1.0,,,,,,,Short
0-0,5-6,0-0,,3008535,,,64,,3,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-97.0,498.0,Down the Line,Forehand,,,,,,,,,,-140.0,-425.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,,,,,,,Deep
0-0,5-6,0-0,,3010013,,,64,,4,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-190.0,-528.0,Crosscourt,Backhand,,,,,,,1.0,,,42.0,58.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Theo Dean,,,,,,,,Short
0-0,5-6,0-0,,3011513,1.0,3013650.0,64,,5,Ad,Aadarsh Tripathi,Far,,,,,,,,,,55.0,64.0,Down the Line,Forehand,,1.0,,,,,1,,,130.0,-330.0,1.0,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,,,Theo Dean,Aadarsh Tripathi,,1.0,,Aadarsh Tripathi,,,,Short
