pointNumber,player1Name,player2Name,pointScore,gameScore,setScore,tiebreakScore,side,serverName,returnerName,clientTeam,opponentTeam,Position,pointEndPosition,Duration,rallyCount,rallyCountFreq,firstServeIn,secondServeIn,serveResult,serveInPlacement,firstServeZone,secondServeZone,isAce,serverFarNear,firstServeXCoord,firstServeYCoord,secondServeXCoord,secondServeYCoord,returnDirection,returnFhBh,errorType,returnError,lastShotDirection,lastShotFhBh,lastShotHitBy,lastShotResult,pointWonBy,isExcitingPoint,isBreakPoint,atNetPlayer1,atNetPlayer2,setNum,player1SetScore,player2SetScore,player1GameScore,player2GameScore,player1PointScore,player2PointScore,player1TiebreakScore,player2TiebreakScore,gameNumber,player1ServeResult,player1ServePlacement,player1ReturnPlacement,player1ReturnFhBh,player1LastShotPlacement,player1LastShotFhBh,player1LastShotResult,player2ServeResult,player2ServePlacement,player2ReturnPlacement,player2ReturnFhBh,player2LastShotPlacement,player2LastShotFhBh,player2LastShotResult,deepCountPlayer1,deepCountPlayer2,shortCountPlayer1,shortCountPlayer2,Name
46,Aadarsh Tripathi,Theo Dean,15-15,3-4,0-0,,Deuce,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,2167042.0,2191155.0,24113.0,11,9-12,0,1,2nd Serve In,T,Body,T,False,Far,91.0,-289.0,35.0,-185.0,Crosscourt,Backhand,Net,,Crosscourt,Forehand,Aadarsh Tripathi,Error,Theo Dean,,False,,,1,0,0,3,4,15,15,,,8,2nd Serve In,Deuce: T,,,Crosscourt,Forehand,Error,,,Crosscourt,Backhand,,,,1.0,4.0,3.0,1.0,"Set 1: 3-4, 15-15 Aadarsh Tripathi Serving"
47,Aadarsh Tripathi,Theo Dean,15-30,3-4,0-0,,Ad,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,2227179.0,2243569.0,16390.0,12,9-12,1,0,1st Serve In,T,T,,False,Far,-19.0,-129.0,,,Down the Line,Forehand,Wide Right,,Crosscourt,Forehand,Theo Dean,Error,Aadarsh Tripathi,,False,,,1,0,0,3,4,15,30,,,8,1st Serve In,Ad: T,,,,,,,,Down the Line,Forehand,Crosscourt,Forehand,Error,0.0,4.0,5.0,1.0,"Set 1: 3-4, 15-30 Aadarsh Tripathi Serving"
48,Aadarsh Tripathi,Theo Dean,30-30,3-4,0-0,,Deuce,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,2271011.0,2284758.0,13747.0,10,9-12,1,0,1st Serve In,Wide,Wide,,False,Far,123.0,-92.0,,,Down the Line,Forehand,,,Crosscourt,Forehand,Theo Dean,Winner,Theo Dean,,False,,Theo Dean,1,0,0,3,4,30,30,,,8,1st Serve In,Deuce: Wide,,,,,,,,Down the Line,Forehand,Crosscourt,Forehand,Winner,0.0,3.0,4.0,2.0,"Set 1: 3-4, 30-30 Aadarsh Tripathi Serving"
49,Aadarsh Tripathi,Theo Dean,30-40,3-4,0-0,,Ad,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,2309996.0,2342729.0,32733.0,18,13+,0,1,2nd Serve In,Body,Wide,Body,False,Far,-187.0,-54.0,-77.0,-121.0,Crosscourt,Backhand,Net,,Down the Line,Forehand,Theo Dean,Error,Aadarsh Tripathi,,True,,,1,0,0,3,4,30,40,,,8,2nd Serve In,Ad: Body,,,,,,,,Crosscourt,Backhand,Down the Line,Forehand,Error,0.0,6.0,8.0,2.0,"Set 1: 3-4, 30-40 Aadarsh Tripathi Serving"
50,Aadarsh Tripathi,Theo Dean,40-40,3-4,0-0,,Ad,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,2383475.0,2389815.0,6340.0,4,1-4,1,0,1st Serve In,T,T,,False,Far,-27.0,-129.0,,,Crosscourt,Forehand,Net,,Down the Line,Backhand,Theo Dean,Error,Aadarsh Tripathi,,True,,,1,0,0,3,4,40,40,,,8,1st Serve In,Ad: T,,,,,,,,Crosscourt,Forehand,Down the Line,Backhand,Error,0.0,1.0,1.0,0.0,"Set 1: 3-4, 40-40 Aadarsh Tripathi Serving"
51,Aadarsh Tripathi,Theo Dean,0-0,4-4,0-0,,Deuce,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,2417455.0,2441624.0,24169.0,2,1-4,0,1,2nd Serve In,Body,Wide,Body,False,Near,-171.0,244.0,-77.0,188.0,Crosscourt,Forehand,Wide Left,Wide Left,Crosscourt,Forehand,Aadarsh Tripathi,Error,Theo Dean,,False,,,1,0,0,4,4,0,0,,,9,,,Crosscourt,Forehand,Crosscourt,Forehand,Error,2nd Serve In,Deuce: Body,,,,,,0.0,0.0,0.0,0.0,"Set 1: 4-4, 0-0 Theo Dean Serving"
52,Aadarsh Tripathi,Theo Dean,15-0,4-4,0-0,,Ad,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,2460056.0,2471215.0,11159.0,8,5-8,1,0,1st Serve In,T,T,,False,Near,37.0,186.0,,,Crosscourt,Forehand,Net,,Down the Line,Forehand,Aadarsh Tripathi,Error,Theo Dean,,False,,,1,0,0,4,4,15,0,,,9,,,Crosscourt,Forehand,Down the Line,Forehand,Error,1st Serve In,Ad: T,,,,,,0.0,1.0,3.0,2.0,"Set 1: 4-4, 15-0 Theo Dean Serving"
53,Aadarsh Tripathi,Theo Dean,30-0,4-4,0-0,,Deuce,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,2493098.0,2497505.0,4407.0,2,1-4,1,0,1st Serve In,Body,Body,,False,Near,-69.0,196.0,,,Down the Line,Forehand,Wide Right,Wide Right,Down the Line,Forehand,Aadarsh Tripathi,Error,Theo Dean,,False,,,1,0,0,4,4,30,0,,,9,,,Down the Line,Forehand,Down the Line,Forehand,Error,1st Serve In,Deuce: Body,,,,,,0.0,0.0,0.0,0.0,"Set 1: 4-4, 30-0 Theo Dean Serving"
54,Aadarsh Tripathi,Theo Dean,40-0,4-4,0-0,,Ad,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,2518415.0,2523863.0,5448.0,3,1-4,1,0,1st Serve In,Wide,Wide,,False,Near,110.0,140.0,,,Crosscourt,Backhand,,,Down the Line,Forehand,Theo Dean,Winner,Theo Dean,,False,,,1,0,0,4,4,40,0,,,9,,,Crosscourt,Backhand,,,,1st Serve In,Ad: Wide,,,Down the Line,Forehand,Winner,0.0,0.0,1.0,1.0,"Set 1: 4-4, 40-0 Theo Dean Serving"
55,Aadarsh Tripathi,Theo Dean,0-0,4-5,0-0,,Deuce,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,2591798.0,2620899.0,29101.0,2,1-4,1,0,1st Serve In,T,T,,False,Near,-20.0,216.0,,,Down the Line,Backhand,Net,Net,Down the Line,Backhand,Theo Dean,Error,Aadarsh Tripathi,,False,,,1,0,0,4,5,0,0,,,10,1st Serve In,Deuce: T,,,,,,,,Down the Line,Backhand,Down the Line,Backhand,Error,0.0,0.0,0.0,0.0,"Set 1: 4-5, 0-0 Aadarsh Tripathi Serving"
56,Aadarsh Tripathi,Theo Dean,15-0,4-5,0-0,,Ad,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,2623861.0,2660601.0,36740.0,6,5-8,0,1,2nd Serve In,Wide,T,Wide,False,Near,18.0,267.0,148.0,227.0,Down the Line,Backhand,Net,,Down the Line,Backhand,Theo Dean,Error,Aadarsh Tripathi,,False,,Theo Dean,1,0,0,4,5,15,0,,,10,2nd Serve In,Ad: Wide,,,,,,,,Down the Line,Backhand,Down the Line,Backhand,Error,1.0,2.0,1.0,0.0,"Set 1: 4-5, 15-0 Aadarsh Tripathi Serving"
57,Aadarsh Tripathi,Theo Dean,30-0,4-5,0-0,,Deuce,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,2664160.0,2692794.0,28634.0,2,1-4,1,0,1st Serve In,Wide,Wide,,False,Near,-126.0,221.0,,,Down the Line,Forehand,Long,Long,Down the Line,Forehand,Theo Dean,Error,Aadarsh Tripathi,,False,,,1,0,0,4,5,30,0,,,10,1st Serve In,Deuce: Wide,,,,,,,,Down the Line,Forehand,Down the Line,Forehand,Error,0.0,0.0,0.0,0.0,"Set 1: 4-5, 30-0 Aadarsh Tripathi Serving"
58,Aadarsh Tripathi,Theo Dean,40-0,4-5,0-0,,Ad,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,2695332.0,2720255.0,24923.0,4,1-4,0,1,2nd Serve In,Wide,T,Wide,False,Near,-18.0,261.0,121.0,224.0,Down the Line,Backhand,Wide Left,,Down the Line,Backhand,Theo Dean,Error,Aadarsh Tripathi,,False,,,1,0,0,4,5,40,0,,,10,2nd Serve In,Ad: Wide,,,,,,,,Down the Line,Backhand,Down the Line,Backhand,Error,1.0,0.0,0.0,1.0,"Set 1: 4-5, 40-0 Aadarsh Tripathi Serving"
59,Aadarsh Tripathi,Theo Dean,0-0,5-5,0-0,,Deuce,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,2731886.0,2760165.0,28279.0,8,5-8,1,0,1st Serve In,Wide,Wide,,False,Far,129.0,-211.0,,,Crosscourt,Forehand,Wide Right,,Down the Line,Forehand,Aadarsh Tripathi,Error,Theo Dean,,False,,,1,0,0,5,5,0,0,,,11,,,Crosscourt,Forehand,Down the Line,Forehand,Error,1st Serve In,Deuce: Wide,,,,,,1.0,1.0,2.0,2.0,"Set 1: 5-5, 0-0 Theo Dean Serving"
60,Aadarsh Tripathi,Theo Dean,15-0,5-5,0-0,,Ad,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,2765771.0,2808245.0,42474.0,7,5-8,0,1,2nd Serve In,Wide,Wide,Wide,False,Far,-116.0,-272.0,-119.0,-203.0,Crosscourt,Backhand,Long,,Crosscourt,Forehand,Theo Dean,Error,Aadarsh Tripathi,,False,Aadarsh Tripathi,,1,0,0,5,5,15,0,,,11,,,Crosscourt,Backhand,,,,2nd Serve In,Ad: Wide,,,Crosscourt,Forehand,Error,2.0,1.0,1.0,1.0,"Set 1: 5-5, 15-0 Theo Dean Serving"
61,Aadarsh Tripathi,Theo Dean,15-15,5-5,0-0,,Deuce,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,2809432.0,2845852.0,36420.0,6,5-8,1,0,1st Serve In,T,T,,False,Far,36.0,-221.0,,,Down the Line,Backhand,Long,,Down the Line,Forehand,Aadarsh Tripathi,Error,Theo Dean,,False,,,1,0,0,5,5,15,15,,,11,,,Down the Line,Backhand,Down the Line,Forehand,Error,1st Serve In,Deuce: T,,,,,,0.0,0.0,2.0,2.0,"Set 1: 5-5, 15-15 Theo Dean Serving"
62,Aadarsh Tripathi,Theo Dean,30-15,5-5,0-0,,Ad,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,2847192.0,2887052.0,39860.0,2,1-4,0,1,2nd Serve In,T,Body,T,False,Far,-60.0,-261.0,-23.0,-208.0,Down the Line,Forehand,Net,Net,Down the Line,Forehand,Aadarsh Tripathi,Error,Theo Dean,,False,,,1,0,0,5,5,30,15,,,11,,,Down the Line,Forehand,Down the Line,Forehand,Error,2nd Serve In,Ad: T,,,,,,0.0,0.0,0.0,0.0,"Set 1: 5-5, 30-15 Theo Dean Serving"
63,Aadarsh Tripathi,Theo Dean,40-15,5-5,0-0,,Deuce,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,2898995.0,2909864.0,10869.0,2,1-4,1,0,1st Serve In,Wide,Wide,,False,Far,137.0,-219.0,,,Crosscourt,Forehand,Wide Left,Wide Left,Crosscourt,Forehand,Aadarsh Tripathi,Error,Theo Dean,,False,,,1,0,0,5,5,40,15,,,11,,,Crosscourt,Forehand,Crosscourt,Forehand,Error,1st Serve In,Deuce: Wide,,,,,,0.0,0.0,0.0,0.0,"Set 1: 5-5, 40-15 Theo Dean Serving"
64,Aadarsh Tripathi,Theo Dean,0-0,5-6,0-0,,Deuce,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,2923458.0,3013650.0,90192.0,5,5-8,0,1,2nd Serve In,T,T,T,False,Far,-36.0,24.0,23.0,-220.0,Crosscourt,Backhand,,,Down the Line,Forehand,Aadarsh Tripathi,Winner,Aadarsh Tripathi,,False,Aadarsh Tripathi,,1,0,0,5,6,0,0,,,12,2nd Serve In,Deuce: T,,,Down the Line,Forehand,Winner,,,Crosscourt,Backhand,,,,1.0,0.0,1.0,2.0,"Set 1: 5-6, 0-0 Aadarsh Tripathi Serving"
65,Aadarsh Tripathi,Theo Dean,15-0,5-6,0-0,,Ad,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,3016692.0,3048129.0,31437.0,1,1-4,0,0,Double Fault,Wide,Body,Wide,False,Far,-84.0,11.0,26.0,-205.0,,,,,,,Aadarsh Tripathi,,Theo Dean,,False,,,1,0,0,5,6,15,0,,,12,Double Fault,Ad: Wide,,,,,,,,,,,,,0.0,0.0,0.0,0.0,"Set 1: 5-6, 15-0 Aadarsh Tripathi Serving"
66,Aadarsh Tripathi,Theo Dean,15-15,5-6,0-0,,Deuce,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,3050299.0,3101144.0,50845.0,7,5-8,0,1,2nd Serve In,T,Wide,T,False,Far,132.0,23.0,39.0,-222.0,Crosscourt,Backhand,Wide Right,,Down the Line,Forehand,Aadarsh Tripathi,Error,Theo Dean,,False,,,1,0,0,5,6,15,15,,,12,2nd Serve In,Deuce: T,,,Down the Line,Forehand,Error,,,Crosscourt,Backhand,,,,0.0,3.0,2.0,0.0,"Set 1: 5-6, 15-15 Aadarsh Tripathi Serving"
67,Aadarsh Tripathi,Theo Dean,15-30,5-6,0-0,,Ad,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,3117687.0,3136430.0,18743.0,5,5-8,0,1,2nd Serve In,Wide,Body,Wide,False,Far,-78.0,-270.0,-132.0,-221.0,Down the Line,Backhand,,,Down the Line,Forehand,Aadarsh Tripathi,Winner,Aadarsh Tripathi,,False,,,1,0,0,5,6,15,30,,,12,2nd Serve In,Ad: Wide,,,Down the Line,Forehand,Winner,,,Down the Line,Backhand,,,,1.0,1.0,1.0,1.0,"Set 1: 5-6, 15-30 Aadarsh Tripathi Serving"
68,Aadarsh Tripathi,Theo Dean,30-30,5-6,0-0,,Deuce,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,3147428.0,3175266.0,27838.0,8,5-8,1,0,1st Serve In,Wide,Wide,,False,Far,122.0,-212.0,,,Crosscourt,Forehand,Net,,Down the Line,Backhand,Theo Dean,Error,Aadarsh Tripathi,,False,,,1,0,0,5,6,30,30,,,12,1st Serve In,Deuce: Wide,,,,,,,,Crosscourt,Forehand,Down the Line,Backhand,Error,0.0,1.0,3.0,2.0,"Set 1: 5-6, 30-30 Aadarsh Tripathi Serving"
69,Aadarsh Tripathi,Theo Dean,40-30,5-6,0-0,,Ad,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,3198125.0,3214639.0,16514.0,6,5-8,1,0,1st Serve In,Wide,Wide,,False,Far,-132.0,-225.0,,,Crosscourt,Backhand,,,Crosscourt,Forehand,Theo Dean,Winner,Theo Dean,,False,,Theo Dean,1,0,0,5,6,40,30,,,12,1st Serve In,Ad: Wide,,,,,,,,Crosscourt,Backhand,Crosscourt,Forehand,Winner,1.0,1.0,1.0,2.0,"Set 1: 5-6, 40-30 Aadarsh Tripathi Serving"
70,Aadarsh Tripathi,Theo Dean,40-40,5-6,0-0,,Ad,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,3231766.0,3264974.0,33208.0,7,5-8,0,1,2nd Serve In,Body,Wide,Body,False,Far,-174.0,-220.0,-73.0,-214.0,Crosscourt,Backhand,Wide Right,,Down the Line,Forehand,Aadarsh Tripathi,Error,Theo Dean,,True,,,1,0,0,5,6,40,40,,,12,2nd Serve In,Ad: Body,,,Down the Line,Forehand,Error,,,Crosscourt,Backhand,,,,1.0,1.0,1.0,2.0,"Set 1: 5-6, 40-40 Aadarsh Tripathi Serving"
